Date,Open,High,Low,Close,Volume
2015-03-04 19:00:00,279.94,280.6,274.55,276.96,847.7544558199997
2015-03-04 20:00:00,276.97,278.57,270.0,270.19,1278.7734738599997
2015-03-04 21:00:00,270.21,271.06,264.94,268.96,2328.627222810001
2015-03-04 22:00:00,268.42,271.9,268.28,271.87,725.91736059
2015-03-04 23:00:00,271.38,272.03,269.04,270.78,317.1210073899999
2015-03-05 00:00:00,270.72,272.34,269.83,272.1,181.68142304999995
2015-03-05 01:00:00,272.2,272.2,270.05,271.45,186.46973390000002
2015-03-05 02:00:00,271.21,271.72,267.9,270.88,242.33031764000003
2015-03-05 03:00:00,270.22,271.74,267.73,267.73,161.01768695
2015-03-05 04:00:00,267.9,271.5,267.73,270.44,97.48828937
2015-03-05 05:00:00,270.44,270.47,265.0,268.32,415.4497342500001
2015-03-05 06:00:00,268.29,269.2,265.01,267.61,436.10888435
2015-03-05 07:00:00,267.61,269.83,267.59,269.3,179.60141662000007
2015-03-05 08:00:00,269.24,269.67,267.3,268.65,107.37297174999999
2015-03-05 09:00:00,268.94,269.83,266.97,267.62,142.17313491000002
2015-03-05 10:00:00,267.62,268.51,265.0,267.0,700.01340368
2015-03-05 11:00:00,266.83,267.97,265.73,266.97,186.01572551
2015-03-05 12:00:00,266.65,269.39,266.53,268.58,426.74305767
2015-03-05 13:00:00,268.74,270.0,266.9,269.91,428.68628441999994
2015-03-05 14:00:00,269.82,270.81,268.89,270.18,383.61306454000004
2015-03-05 15:00:00,270.18,271.44,269.16,269.8,372.4142651299999
2015-03-05 16:00:00,269.8,269.83,262.2,266.35,1341.1194659599996
2015-03-05 17:00:00,265.25,267.33,264.18,267.0,315.87261937
2015-03-05 18:00:00,267.0,268.49,265.0,268.44,300.70621582
2015-03-05 19:00:00,268.44,268.49,262.7,266.61,560.9591323799999
2015-03-05 20:00:00,266.61,269.0,266.03,268.51,208.89676626000002
2015-03-05 21:00:00,268.51,280.5,268.33,278.68,2296.4673283699994
2015-03-05 22:00:00,279.12,279.12,272.97,272.97,1312.9483393799999
2015-03-05 23:00:00,273.02,274.5,271.12,273.09,444.1891952900001
2015-03-06 00:00:00,273.46,274.38,271.0,274.2,299.0245636700001
2015-03-06 01:00:00,272.93,275.65,272.92,273.94,200.61801731999998
2015-03-06 02:00:00,273.94,276.46,273.82,276.02,128.356006
2015-03-06 03:00:00,275.06,276.46,273.99,274.0,122.61650596
2015-03-06 04:00:00,274.0,274.17,272.95,273.05,105.69562713999996
2015-03-06 05:00:00,273.05,274.0,272.69,273.68,142.37886405999998
2015-03-06 06:00:00,273.1,273.92,269.1,269.48,377.85102112
2015-03-06 07:00:00,269.48,271.4,269.0,269.91,238.58720067
2015-03-06 08:00:00,269.91,271.85,269.69,271.37,254.78548207
2015-03-06 09:00:00,270.74,273.92,270.72,272.16,199.3732045999999
2015-03-06 10:00:00,272.28,272.3,270.0,271.45,361.8654649999999
2015-03-06 11:00:00,271.45,272.2,270.5,270.84,202.30026383999996
2015-03-06 12:00:00,270.51,271.81,269.01,271.17,453.0242099400001
2015-03-06 13:00:00,270.83,274.0,270.02,271.98,780.9293819999999
2015-03-06 14:00:00,272.79,273.27,271.87,273.0,139.79201413
2015-03-06 15:00:00,272.31,274.77,272.25,273.55,399.95424679000007
2015-03-06 16:00:00,274.02,275.0,272.86,273.02,677.6594993900001
2015-03-06 17:00:00,272.94,274.42,272.36,272.36,202.45956208
2015-03-06 18:00:00,272.39,272.79,271.14,272.12,289.99804588
2015-03-06 19:00:00,271.64,274.0,271.64,272.87,227.01032144999996
2015-03-06 20:00:00,272.71,275.66,271.82,274.21,721.0010067399999
2015-03-06 21:00:00,273.05,274.57,272.3,272.64,173.00957841
2015-03-06 22:00:00,272.66,274.53,272.62,272.75,66.25043376
2015-03-06 23:00:00,272.75,273.43,272.04,272.68,88.73939346
2015-03-07 00:00:00,272.61,272.75,271.54,272.57,97.43890177000004
2015-03-07 01:00:00,272.57,272.78,270.9,271.81,100.99126914000001
2015-03-07 02:00:00,271.04,271.81,270.09,270.38,458.92405354
2015-03-07 03:00:00,270.35,271.56,270.0,270.74,292.62711480999997
2015-03-07 04:00:00,270.74,272.77,270.74,272.32,192.25070002
2015-03-07 05:00:00,272.34,272.63,271.88,271.88,53.83508532
2015-03-07 06:00:00,271.88,272.8,271.51,271.52,48.97316328000001
2015-03-07 07:00:00,271.52,272.13,270.59,271.96,85.07127232
2015-03-07 08:00:00,271.96,272.8,271.77,272.55,43.59866929000001
2015-03-07 09:00:00,272.49,272.49,270.68,271.87,180.97138681
2015-03-07 10:00:00,271.88,272.7,271.44,272.7,55.08878553999999
2015-03-07 11:00:00,272.63,272.75,271.43,272.21,113.28623042999999
2015-03-07 12:00:00,271.66,273.87,271.66,273.29,183.63154151000003
2015-03-07 13:00:00,273.29,273.29,271.88,272.91,78.23110923
2015-03-07 14:00:00,272.7,273.47,272.29,272.36,67.15158002
2015-03-07 15:00:00,272.36,273.29,272.16,272.87,43.41115153
2015-03-07 16:00:00,273.26,273.7,272.7,273.22,112.92633044000002
2015-03-07 17:00:00,273.06,278.07,272.81,276.0,825.7790258399996
2015-03-07 18:00:00,276.0,279.0,274.99,276.46,857.36185752
2015-03-07 19:00:00,276.9,279.48,275.53,277.49,917.2580252
2015-03-07 20:00:00,277.18,277.95,276.53,276.87,223.44460518
2015-03-07 21:00:00,276.9,277.0,275.0,276.64,403.9602500100002
2015-03-07 22:00:00,276.55,277.27,275.49,276.24,84.12455090000002
2015-03-07 23:00:00,276.24,277.59,275.13,276.71,196.31811648
2015-03-08 00:00:00,276.71,277.57,276.36,276.98,116.39171075
2015-03-08 01:00:00,276.5,277.28,276.12,276.52,46.403251729999994
2015-03-08 02:00:00,276.98,277.56,275.48,276.0,161.54616619999993
2015-03-08 03:00:00,276.85,276.86,275.42,276.27,34.8181708
2015-03-08 04:00:00,276.91,276.98,276.03,276.03,52.03800683
2015-03-08 05:00:00,276.74,276.98,275.45,276.46,329.7353260399999
2015-03-08 06:00:00,276.56,276.81,275.61,275.98,41.65400674
2015-03-08 07:00:00,275.98,276.98,275.98,276.8,86.77787918
2015-03-08 08:00:00,276.78,276.98,275.0,275.45,228.85200811
2015-03-08 09:00:00,275.45,276.36,274.38,274.47,177.52121598000002
2015-03-08 10:00:00,274.65,275.53,271.87,272.25,440.77262206000006
2015-03-08 11:00:00,272.22,274.07,272.14,274.0,100.66971611999999
2015-03-08 12:00:00,274.0,274.01,271.12,272.5,360.03872497
2015-03-08 13:00:00,272.51,274.06,272.31,273.64,195.43331214000003
2015-03-08 14:00:00,273.97,275.0,273.63,273.64,357.91053498
2015-03-08 15:00:00,273.69,275.0,272.82,274.17,250.44465908999996
2015-03-08 16:00:00,274.16,274.63,273.38,274.07,81.32165561
2015-03-08 17:00:00,274.06,274.09,272.89,273.88,126.71367303000001
2015-03-08 18:00:00,273.87,275.36,273.82,274.95,170.42571481000002
2015-03-08 19:00:00,274.86,274.91,273.11,274.75,172.97765827000003
2015-03-08 20:00:00,274.75,274.95,273.83,274.15,107.57147636
2015-03-08 21:00:00,274.15,276.1,273.84,274.15,503.1060015499999
2015-03-08 22:00:00,274.08,275.18,273.83,275.01,164.38805829999998
2015-03-08 23:00:00,275.01,275.6,273.83,275.0,123.17924516999999
2015-03-09 00:00:00,275.0,275.39,274.95,275.1,30.502328189999997
2015-03-09 01:00:00,275.1,275.53,274.34,275.35,109.58147973000003
2015-03-09 02:00:00,275.49,276.79,274.54,275.44,226.90159416000006
2015-03-09 03:00:00,274.84,279.39,274.17,278.05,312.62341424
2015-03-09 04:00:00,278.05,279.35,277.5,277.5,93.31302613999999
2015-03-09 05:00:00,278.18,279.48,277.54,278.45,82.05563818999998
2015-03-09 06:00:00,278.45,279.5,277.54,278.47,191.86058618
2015-03-09 07:00:00,278.05,279.5,277.95,279.27,201.75261324999994
2015-03-09 08:00:00,279.28,279.3,278.5,279.23,328.35443583
2015-03-09 09:00:00,279.39,281.63,278.25,281.5,894.6482541899999
2015-03-09 10:00:00,281.6,281.9,279.66,280.46,399.2103974800001
2015-03-09 11:00:00,280.5,280.74,279.27,279.58,348.63822765999987
2015-03-09 12:00:00,279.98,280.11,276.01,278.0,781.8191960500001
2015-03-09 13:00:00,278.12,280.34,277.47,279.2,590.79109107
2015-03-09 14:00:00,279.28,280.99,278.0,280.99,242.78372886
2015-03-09 15:00:00,280.99,284.25,280.99,283.52,1271.7926959400008
2015-03-09 16:00:00,283.25,284.34,282.08,283.02,366.07380706
2015-03-09 17:00:00,283.02,286.97,283.0,285.0,1240.8971610700003
2015-03-09 18:00:00,285.64,287.49,283.9,287.45,1218.71813454
2015-03-09 19:00:00,287.45,287.63,285.01,287.63,766.20568494
2015-03-09 20:00:00,287.62,289.0,285.0,287.52,1281.0946909599998
2015-03-09 21:00:00,287.66,288.29,286.04,287.83,258.32721280000004
2015-03-09 22:00:00,287.83,287.99,283.54,285.72,494.15787444999995
2015-03-09 23:00:00,285.75,287.24,284.52,287.12,264.21551228000004
2015-03-10 00:00:00,287.12,287.98,283.96,287.4,605.0526775
2015-03-10 01:00:00,287.39,288.0,287.0,287.93,235.5113124
2015-03-10 02:00:00,287.89,293.25,287.89,292.98,1126.9592782900002
2015-03-10 03:00:00,292.59,294.13,287.58,289.98,569.4243448899999
2015-03-10 04:00:00,289.98,293.39,288.92,292.89,356.9920163700001
2015-03-10 05:00:00,292.9,292.9,291.63,292.72,144.39153402999995
2015-03-10 06:00:00,292.71,292.72,289.7,291.95,342.05389061
2015-03-10 07:00:00,291.47,291.47,288.04,288.9,316.7148241399999
2015-03-10 08:00:00,289.1,291.04,288.98,291.01,503.74915467
2015-03-10 09:00:00,289.89,292.0,289.65,290.01,438.37349128000017
2015-03-10 10:00:00,290.0,292.66,287.75,291.97,445.13759462999997
2015-03-10 11:00:00,292.0,294.01,291.28,293.35,592.3920996199998
2015-03-10 12:00:00,293.36,293.8,286.0,288.98,745.04871322
2015-03-10 13:00:00,288.95,290.45,285.16,290.0,751.2344384400001
2015-03-10 14:00:00,289.96,295.4,287.99,295.4,1044.33596054
2015-03-10 15:00:00,295.4,296.8,289.93,291.66,1857.9442027199996
2015-03-10 16:00:00,291.94,293.01,289.0,291.05,614.15829804
2015-03-10 17:00:00,291.52,293.0,287.33,292.98,546.9196994499999
2015-03-10 18:00:00,292.89,294.94,290.0,291.8,531.8219286100001
2015-03-10 19:00:00,290.16,293.0,290.0,293.0,221.76030478999994
2015-03-10 20:00:00,292.97,293.89,291.0,293.16,355.12602667000004
2015-03-10 21:00:00,293.16,293.17,289.0,291.89,304.5814681
2015-03-10 22:00:00,291.89,291.9,290.63,291.38,115.33113820000001
2015-03-10 23:00:00,291.4,291.47,287.62,290.0,364.04650476999996
2015-03-11 00:00:00,290.0,291.57,288.01,290.41,169.37146274000003
2015-03-11 01:00:00,289.92,291.33,288.77,291.16,68.42859928
2015-03-11 02:00:00,291.04,291.74,289.0,289.0,45.92759734
2015-03-11 03:00:00,289.56,290.98,288.99,289.29,70.64233612
2015-03-11 04:00:00,289.29,290.41,288.0,288.93,125.73625211999999
2015-03-11 05:00:00,288.93,290.44,288.0,289.98,123.83880035000001
2015-03-11 06:00:00,290.08,290.87,288.48,290.52,65.00015032
2015-03-11 07:00:00,290.35,290.57,286.02,288.88,398.11090595999997
2015-03-11 08:00:00,288.88,291.0,287.46,290.5,308.7262299800001
2015-03-11 09:00:00,290.36,292.97,290.32,292.57,463.11701578000003
2015-03-11 10:00:00,292.03,292.8,285.83,289.06,768.82255386
2015-03-11 11:00:00,289.08,292.03,289.01,291.29,283.01745237000006
2015-03-11 12:00:00,291.28,292.69,290.07,292.29,227.97327324000008
2015-03-11 13:00:00,292.29,293.2,290.29,291.49,408.92660713999993
2015-03-11 14:00:00,291.49,292.06,290.41,291.83,154.78946326000002
2015-03-11 15:00:00,291.83,294.08,291.83,293.7,693.1636306200002
2015-03-11 16:00:00,293.7,294.0,292.67,294.0,251.20886751000003
2015-03-11 17:00:00,294.0,294.83,292.12,294.73,431.16264146000003
2015-03-11 18:00:00,294.73,294.75,292.65,293.99,177.49044967
2015-03-11 19:00:00,293.99,294.5,293.59,294.5,155.16345072
2015-03-11 20:00:00,294.5,295.0,293.17,293.62,298.84679569
2015-03-11 21:00:00,293.75,295.57,293.63,295.0,327.2169489499999
2015-03-11 22:00:00,295.0,295.58,294.01,295.58,158.63057592
2015-03-11 23:00:00,295.59,296.79,294.95,296.54,562.1909422700003
2015-03-12 00:00:00,296.29,296.79,295.28,295.64,237.64963488999996
2015-03-12 01:00:00,295.8,295.8,293.63,294.7,241.69029182000003
2015-03-12 02:00:00,294.7,294.88,293.1,294.01,163.98021208000006
2015-03-12 03:00:00,293.34,294.07,292.2,293.17,128.68510376
2015-03-12 04:00:00,292.99,293.77,292.61,292.96,77.50985937
2015-03-12 05:00:00,292.96,293.81,292.15,293.54,80.73567022
2015-03-12 06:00:00,293.45,293.54,291.63,291.98,251.04304068
2015-03-12 07:00:00,291.98,293.39,291.77,292.9,81.99886687
2015-03-12 08:00:00,292.54,293.2,291.81,292.67,138.17238263999997
2015-03-12 09:00:00,292.23,294.56,292.23,294.16,177.68943341000005
2015-03-12 10:00:00,294.16,294.16,293.01,293.85,107.413085
2015-03-12 11:00:00,293.85,294.35,289.0,291.93,1060.1702212300004
2015-03-12 12:00:00,292.75,293.26,291.15,292.77,138.51839572
2015-03-12 13:00:00,292.58,294.49,292.58,294.21,199.15138376999997
2015-03-12 14:00:00,294.21,294.96,292.64,293.39,585.47956256
2015-03-12 15:00:00,293.39,294.67,293.24,294.51,218.02816033
2015-03-12 16:00:00,294.65,297.3,294.0,296.97,1577.2174465499997
2015-03-12 17:00:00,296.37,297.58,295.14,297.49,417.67251318999996
2015-03-12 18:00:00,297.51,297.95,296.26,296.27,260.85049799
2015-03-12 19:00:00,296.27,297.88,296.02,297.22,309.15827244999997
2015-03-12 20:00:00,296.7,297.28,296.03,296.89,171.91518883999998
2015-03-12 21:00:00,296.89,296.92,294.0,294.37,898.92304622
2015-03-12 22:00:00,294.4,295.62,293.72,294.58,216.08905611999995
2015-03-12 23:00:00,294.47,296.17,294.04,295.31,140.93264004999997
2015-03-13 00:00:00,295.66,295.66,294.51,294.88,60.42531920000001
2015-03-13 01:00:00,294.88,295.47,294.26,295.31,81.09341699999999
2015-03-13 02:00:00,295.23,295.24,293.39,293.6,298.80718376
2015-03-13 03:00:00,293.96,294.49,293.56,293.63,55.712094730000004
2015-03-13 04:00:00,293.57,294.5,293.39,293.48,152.72643487000002
2015-03-13 05:00:00,293.54,294.09,291.12,291.65,287.81847851000003
2015-03-13 06:00:00,292.0,292.25,288.65,288.65,1744.52963016
2015-03-13 07:00:00,288.84,289.5,286.03,289.5,808.8308050200002
2015-03-13 08:00:00,289.52,292.45,289.01,290.29,565.1821637999999
2015-03-13 09:00:00,290.29,291.57,289.98,290.0,566.50473438
2015-03-13 10:00:00,290.0,290.64,282.99,287.65,1544.5234889299995
2015-03-13 11:00:00,287.65,289.82,287.43,288.65,316.16568232000003
2015-03-13 12:00:00,289.73,290.56,289.0,290.56,272.24920868
2015-03-13 13:00:00,290.17,292.69,290.0,292.5,250.5692742500001
2015-03-13 14:00:00,292.5,292.6,289.44,291.49,236.85587056000003
2015-03-13 15:00:00,291.38,291.8,290.04,290.99,140.93448981
2015-03-13 16:00:00,290.97,291.33,290.13,291.33,207.09116905000002
2015-03-13 17:00:00,290.67,291.5,289.73,291.14,207.10114165999997
2015-03-13 18:00:00,291.12,291.14,286.73,287.0,339.37622136000005
2015-03-13 19:00:00,286.9,289.07,286.07,288.15,150.94738418000003
2015-03-13 20:00:00,287.79,289.12,287.55,288.55,89.84122287999999
2015-03-13 21:00:00,288.64,289.28,288.18,288.34,64.53969259
2015-03-13 22:00:00,288.63,288.96,285.99,287.44,394.76210142
2015-03-13 23:00:00,287.25,287.36,283.25,283.25,773.96219297
2015-03-14 00:00:00,283.25,284.99,280.46,284.99,957.4140320299999
2015-03-14 01:00:00,284.98,284.99,283.0,283.51,347.84283045000006
2015-03-14 02:00:00,283.51,283.63,281.15,283.34,210.43246877000004
2015-03-14 03:00:00,283.35,284.15,283.11,283.13,71.88873625
2015-03-14 04:00:00,283.13,286.1,283.12,284.1,110.73351143000001
2015-03-14 05:00:00,284.12,285.08,283.29,284.07,105.98766201999999
2015-03-14 06:00:00,284.07,285.48,283.11,283.47,142.56455757999998
2015-03-14 07:00:00,283.47,284.5,283.42,283.93,57.262632129999986
2015-03-14 08:00:00,284.39,284.48,283.13,284.09,153.39294920000003
2015-03-14 09:00:00,283.96,284.29,283.21,284.25,121.88902518
2015-03-14 10:00:00,284.22,284.22,282.11,283.53,169.47525775
2015-03-14 11:00:00,283.74,285.3,282.68,282.68,271.2339934
2015-03-14 12:00:00,282.71,284.64,282.71,284.16,116.61366278
2015-03-14 13:00:00,284.17,284.32,283.68,284.32,47.23699626000001
2015-03-14 14:00:00,284.32,284.55,283.9,284.54,45.466153989999995
2015-03-14 15:00:00,284.54,286.0,284.15,286.0,132.13261612000002
2015-03-14 16:00:00,286.0,287.69,285.37,287.21,679.6964405399999
2015-03-14 17:00:00,287.15,287.44,285.01,285.3,335.30518807
2015-03-14 18:00:00,285.32,285.93,282.27,282.97,401.75785511
2015-03-14 19:00:00,282.96,284.85,282.51,283.43,324.80651688999984
2015-03-14 20:00:00,283.61,284.48,281.6,281.61,230.61356654000002
2015-03-14 21:00:00,281.61,283.19,281.4,282.93,241.53544985000008
2015-03-14 22:00:00,282.06,284.12,282.05,283.18,60.04274396
2015-03-14 23:00:00,282.79,283.39,282.01,282.01,40.474880979999995
2015-03-15 00:00:00,282.36,283.0,281.42,283.0,92.31923363
2015-03-15 01:00:00,282.97,283.88,282.05,283.0,37.453984500000004
2015-03-15 02:00:00,283.01,284.48,283.01,284.22,29.950006039999998
2015-03-15 03:00:00,284.22,284.22,283.28,283.43,0.27247544
2015-03-15 04:00:00,284.22,284.22,283.28,283.28,1.89914854
2015-03-15 05:00:00,283.95,284.22,283.28,284.22,22.061101909999998
2015-03-15 06:00:00,284.21,284.22,284.1,284.22,59.405385029999984
2015-03-15 07:00:00,284.22,284.98,284.07,284.97,70.24033103
2015-03-15 08:00:00,284.6,284.95,283.56,283.56,49.308749209999995
2015-03-15 09:00:00,283.56,284.67,282.2,283.51,136.7030635
2015-03-15 10:00:00,283.01,283.26,282.21,282.94,25.999315270000004
2015-03-15 11:00:00,283.18,284.8,282.7,284.78,90.42179469000001
2015-03-15 12:00:00,284.78,285.57,283.78,285.23,119.29548147999999
2015-03-15 13:00:00,284.86,285.5,284.4,285.02,50.59219718
2015-03-15 14:00:00,285.18,285.67,285.0,285.66,113.49619603000001
2015-03-15 15:00:00,285.66,285.66,284.4,285.25,117.00047456
2015-03-15 16:00:00,285.25,285.25,283.8,284.02,123.11557585000004
2015-03-15 17:00:00,284.46,284.47,283.16,283.88,84.01538974
2015-03-15 18:00:00,283.9,283.94,283.01,283.47,32.12827606
2015-03-15 19:00:00,283.47,286.0,283.02,285.87,288.1930896200001
2015-03-15 20:00:00,285.56,286.31,285.2,286.14,220.69283977000003
2015-03-15 21:00:00,286.14,287.75,286.14,287.39,464.02643539999985
2015-03-15 22:00:00,287.37,287.37,285.27,286.91,146.25701029000004
2015-03-15 23:00:00,286.48,287.09,285.67,286.75,55.19812466000001
2015-03-16 00:00:00,286.73,287.24,286.33,286.42,54.68752715
2015-03-16 01:00:00,287.16,289.36,286.22,288.56,506.2115918
2015-03-16 02:00:00,288.78,289.98,285.78,289.97,263.79175219999996
2015-03-16 03:00:00,289.97,289.99,288.72,289.89,99.00348904
2015-03-16 04:00:00,289.51,289.99,288.76,289.96,48.77724339999999
2015-03-16 05:00:00,289.91,290.0,288.89,290.0,229.71310796
2015-03-16 06:00:00,290.0,290.83,289.79,290.23,80.52324506000001
2015-03-16 07:00:00,290.23,291.89,289.11,291.56,213.77106118
2015-03-16 08:00:00,291.56,291.92,290.52,291.0,426.60792112
2015-03-16 09:00:00,290.95,293.48,290.89,293.01,319.07767849999993
2015-03-16 10:00:00,293.01,293.01,290.88,291.84,160.90737486
2015-03-16 11:00:00,291.78,291.84,290.17,291.42,195.82618821000008
2015-03-16 12:00:00,291.22,291.78,290.53,291.69,144.88259856
2015-03-16 13:00:00,291.54,293.4,291.54,293.12,559.8192080800001
2015-03-16 14:00:00,293.12,294.26,292.6,294.1,537.0172107800001
2015-03-16 15:00:00,294.14,294.22,289.29,290.06,872.8885500200003
2015-03-16 16:00:00,290.65,291.49,289.66,290.98,425.71086329999997
2015-03-16 17:00:00,290.96,290.97,288.76,289.75,259.9131387599999
2015-03-16 18:00:00,289.81,290.99,289.68,290.48,139.84890167999998
2015-03-16 19:00:00,290.49,290.98,288.5,289.0,285.58974961999996
2015-03-16 20:00:00,288.84,290.9,288.84,289.75,263.24922497999995
2015-03-16 21:00:00,289.92,290.89,289.29,290.76,90.60519156
2015-03-16 22:00:00,290.76,290.77,288.14,290.01,216.33681485000005
