,Open,High,Low,Close,Volume
2015-03-02 13:00:00,261.68,261.71,260.92,261.42,248.14123407000002
2015-03-02 14:00:00,261.3,262.0,260.11,261.1,461.1785158799999
2015-03-02 15:00:00,261.1,263.0,261.09,262.49,554.7391102400001
2015-03-02 16:00:00,262.49,265.0,262.01,263.66,1173.2677606299994
2015-03-02 17:00:00,263.52,265.0,263.0,264.79,1147.89918479
2015-03-02 18:00:00,264.53,265.0,263.16,264.94,855.6863338899999
2015-03-02 19:00:00,264.94,273.15,264.75,270.38,2664.462793190001
2015-03-02 20:00:00,270.93,273.79,270.0,273.13,1259.40989416
2015-03-02 21:00:00,273.13,275.92,271.89,273.75,1741.4187168099993
2015-03-02 22:00:00,273.71,274.74,272.51,273.77,857.0233043200002
2015-03-02 23:00:00,273.96,279.8,273.74,276.7,1243.4089201300003
2015-03-03 00:00:00,276.79,278.87,275.99,276.75,1214.9768160499998
2015-03-03 01:00:00,276.75,277.63,271.0,274.2,1108.5784759799997
2015-03-03 02:00:00,274.82,277.28,274.5,275.39,641.8611507400001
2015-03-03 03:00:00,275.4,276.5,275.2,276.24,338.0882321
2015-03-03 04:00:00,276.24,278.5,274.78,278.02,651.9360145099998
2015-03-03 05:00:00,277.87,278.02,276.0,276.56,375.4951336
2015-03-03 06:00:00,276.6,277.26,275.64,276.99,237.93164776999998
2015-03-03 07:00:00,277.0,277.07,274.15,275.55,464.17619431999975
2015-03-03 08:00:00,275.98,277.28,272.28,275.38,461.64430800999986
2015-03-03 09:00:00,275.38,275.77,274.11,274.86,136.68880194000002
2015-03-03 10:00:00,274.87,277.25,274.87,277.14,289.7589267100001
2015-03-03 11:00:00,277.13,280.0,269.71,270.72,1036.63716398
2015-03-03 12:00:00,270.47,272.6,267.07,270.73,1039.5882401400002
2015-03-03 13:00:00,270.73,273.08,269.79,273.0,381.45913351999997
2015-03-03 14:00:00,273.01,274.25,268.17,270.51,888.8858774200002
2015-03-03 15:00:00,270.51,271.07,267.73,268.74,611.0417777400002
2015-03-03 16:00:00,268.89,270.0,267.94,269.01,474.44750097999986
2015-03-03 17:00:00,269.18,276.84,269.0,276.84,1136.0199762299997
2015-03-03 18:00:00,276.84,282.15,274.1,280.95,1883.0378499099995
2015-03-03 19:00:00,280.74,285.0,280.0,283.65,1289.1368539499995
2015-03-03 20:00:00,283.65,286.1,281.63,284.85,871.8157792099996
2015-03-03 21:00:00,284.85,289.5,284.0,287.01,1317.3301177899998
2015-03-03 22:00:00,287.3,288.04,284.05,285.2,1019.4863994999998
2015-03-03 23:00:00,285.0,285.19,281.5,283.27,959.8325186699999
2015-03-04 00:00:00,283.09,286.86,282.42,285.05,850.9855266100001
2015-03-04 01:00:00,285.08,287.0,283.48,284.37,825.0931927299998
2015-03-04 02:00:00,284.39,284.79,283.5,283.94,422.78412697
2015-03-04 03:00:00,283.8,283.81,277.26,279.38,751.0927846499999
2015-03-04 04:00:00,279.92,281.95,277.87,281.51,538.0947004899999
2015-03-04 05:00:00,281.56,283.12,279.74,280.92,579.5357394900001
2015-03-04 06:00:00,280.59,282.7,277.75,278.38,825.5787685900001
2015-03-04 07:00:00,278.42,280.0,278.42,278.75,410.0499802999999
2015-03-04 08:00:00,278.89,280.26,278.29,278.34,238.34528591999998
2015-03-04 09:00:00,278.49,279.52,277.0,277.83,128.34397343
2015-03-04 10:00:00,277.56,279.6,277.0,278.57,385.25892639999995
2015-03-04 11:00:00,278.57,279.62,277.56,279.25,170.64608471000003
2015-03-04 12:00:00,279.22,280.9,276.42,279.25,539.4690208100002
2015-03-04 13:00:00,279.31,280.9,278.15,279.84,437.74074298000005
2015-03-04 14:00:00,279.84,283.8,279.84,283.29,474.4012955300002
2015-03-04 15:00:00,283.29,284.99,280.99,282.35,677.3364786499998
2015-03-04 16:00:00,282.3,284.49,282.0,284.1,423.85769713
2015-03-04 17:00:00,284.34,285.0,283.55,283.87,443.3899632100002
2015-03-04 18:00:00,283.85,284.75,281.0,283.99,817.71871675
2015-03-04 19:00:00,282.65,283.97,279.01,280.5,527.9603889799998
2015-03-04 20:00:00,280.24,281.05,272.44,273.42,1098.91860424
2015-03-04 21:00:00,273.41,273.42,267.39,271.01,1988.6481265300006
2015-03-04 22:00:00,271.01,274.84,270.16,273.81,670.6327479299998
2015-03-04 23:00:00,273.9,274.97,272.22,273.37,527.7966353400001
2015-03-05 00:00:00,273.38,274.68,272.81,274.36,280.25135806
2015-03-05 01:00:00,274.44,274.56,272.88,273.99,343.0132878700001
2015-03-05 02:00:00,273.78,274.0,269.43,272.04,549.4590147899999
2015-03-05 03:00:00,272.3,273.37,269.92,270.5,427.16135859
2015-03-05 04:00:00,270.5,272.41,270.49,271.5,277.69227644
2015-03-05 05:00:00,271.69,271.87,269.28,270.4,340.63145098000007
2015-03-05 06:00:00,270.22,272.28,269.39,272.25,407.77636101999997
2015-03-05 07:00:00,272.25,273.13,268.99,270.95,486.45100113000007
2015-03-05 08:00:00,270.9,272.0,269.87,271.5,140.03667303000006
2015-03-05 09:00:00,271.25,271.85,268.84,269.2,163.46799899
2015-03-05 10:00:00,269.23,270.25,267.29,269.72,176.24499952
2015-03-05 11:00:00,269.72,270.72,267.0,268.96,105.21793561999996
2015-03-05 12:00:00,268.77,270.72,266.24,268.48,357.90003662999993
2015-03-05 13:00:00,268.4,270.07,267.3,270.05,309.24742574000004
2015-03-05 14:00:00,270.17,271.95,270.0,271.0,309.2232249999999
2015-03-05 15:00:00,270.99,271.96,269.56,270.14,381.4839822500001
2015-03-05 16:00:00,269.88,270.36,262.49,265.99,920.1485985499997
2015-03-05 17:00:00,265.94,268.25,264.47,267.57,674.4147927899999
2015-03-05 18:00:00,267.59,269.66,267.0,268.18,345.6173606200001
2015-03-05 19:00:00,268.99,269.0,265.45,267.39,825.33752469
2015-03-05 20:00:00,267.45,270.0,267.0,269.57,549.3086639300001
2015-03-05 21:00:00,269.55,281.09,268.58,279.43,1977.2400123400005
2015-03-05 22:00:00,279.31,279.99,275.44,277.0,635.9951618500002
2015-03-05 23:00:00,276.98,277.31,274.79,276.86,654.8162820899997
2015-03-06 00:00:00,276.54,279.79,275.0,279.21,603.4934129500001
2015-03-06 01:00:00,279.21,280.0,275.88,278.26,536.6013042599999
2015-03-06 02:00:00,278.18,278.48,275.55,277.51,458.85606209
2015-03-06 03:00:00,277.62,278.47,276.18,276.51,336.6529416900001
2015-03-06 04:00:00,276.57,277.14,275.01,275.39,295.38466093
2015-03-06 05:00:00,275.25,276.3,274.15,275.11,314.3540098000001
2015-03-06 06:00:00,275.11,275.11,271.59,272.57,383.4608571000001
2015-03-06 07:00:00,272.57,272.83,270.2,270.94,298.21816976
2015-03-06 08:00:00,270.94,272.42,270.21,271.84,121.11845052000005
2015-03-06 09:00:00,272.04,274.04,271.46,272.64,190.17743412000002
2015-03-06 10:00:00,272.59,273.05,270.98,272.14,117.80131899999999
2015-03-06 11:00:00,272.16,272.19,271.37,271.38,45.3144566
2015-03-06 12:00:00,271.35,272.84,269.12,271.02,384.63592428
2015-03-06 13:00:00,271.71,273.19,269.99,272.61,517.65709772
2015-03-06 14:00:00,272.61,273.26,271.95,273.14,247.99556756999993
2015-03-06 15:00:00,273.13,274.74,272.5,274.4,637.11501998
2015-03-06 16:00:00,274.41,275.58,272.1,273.1,447.1003776900001
2015-03-06 17:00:00,273.09,274.34,272.23,272.56,457.24895016999994
2015-03-06 18:00:00,272.41,272.71,271.0,271.41,457.9954396699998
2015-03-06 19:00:00,272.05,274.13,271.86,273.37,449.59785908000003
2015-03-06 20:00:00,273.38,275.25,272.5,274.03,871.9047234499999
2015-03-06 21:00:00,274.02,274.9,271.93,273.49,861.04225119
2015-03-06 22:00:00,273.49,274.5,270.55,273.44,741.4041349300003
2015-03-06 23:00:00,273.44,273.95,271.94,273.23,369.70970699000003
2015-03-07 00:00:00,273.22,274.0,272.07,274.0,290.8084306300001
2015-03-07 01:00:00,273.82,274.1,272.0,272.5,298.8441843100001
2015-03-07 02:00:00,272.72,272.97,272.0,272.0,237.48375691
2015-03-07 03:00:00,272.0,272.71,270.85,272.37,288.33768589
2015-03-07 04:00:00,272.64,273.74,272.23,273.73,307.55455626
2015-03-07 05:00:00,273.69,273.79,272.24,272.8,153.83785318
2015-03-07 06:00:00,272.67,272.91,270.63,271.69,327.27474142
2015-03-07 07:00:00,271.6,272.38,270.55,272.34,219.4537999999999
2015-03-07 08:00:00,272.36,272.9,272.27,272.55,116.60392211
2015-03-07 09:00:00,272.69,272.9,270.97,272.1,99.42973535
2015-03-07 10:00:00,272.13,272.75,271.48,272.5,61.507380529999985
2015-03-07 11:00:00,272.55,272.9,272.39,272.41,52.18725386000001
2015-03-07 12:00:00,272.42,273.35,272.23,273.35,255.58699202999998
2015-03-07 13:00:00,273.33,273.48,272.16,273.13,132.58239441000003
2015-03-07 14:00:00,273.13,273.79,273.01,273.07,161.65408549000003
2015-03-07 15:00:00,273.24,273.49,273.09,273.49,139.61781725999998
2015-03-07 16:00:00,273.49,274.99,273.25,273.85,255.87481132
2015-03-07 17:00:00,273.84,277.5,273.71,276.33,369.7697588099998
2015-03-07 18:00:00,276.43,279.44,275.75,277.39,501.49544225999995
2015-03-07 19:00:00,277.22,278.85,277.16,278.08,417.31827348999997
2015-03-07 20:00:00,278.08,278.97,277.15,278.55,356.00648071999996
2015-03-07 21:00:00,278.3,278.99,276.41,276.93,664.3348119999998
2015-03-07 22:00:00,276.8,278.5,276.0,276.55,267.48968977000004
2015-03-07 23:00:00,276.48,277.2,275.84,276.89,246.93755733999993
2015-03-08 00:00:00,276.86,278.0,276.83,277.25,290.25128944
2015-03-08 01:00:00,277.23,277.7,276.62,277.18,211.32183285000005
2015-03-08 02:00:00,277.17,277.68,276.16,277.14,250.34740557999996
2015-03-08 03:00:00,277.1,277.87,276.49,277.48,178.0460311
2015-03-08 04:00:00,277.48,278.97,277.48,277.84,348.85075493
2015-03-08 05:00:00,277.82,278.26,277.2,277.72,216.32720914000004
2015-03-08 06:00:00,277.85,277.85,277.0,277.27,178.76342696
2015-03-08 07:00:00,277.28,278.16,277.27,278.07,60.36664749999999
2015-03-08 08:00:00,278.07,278.22,276.14,276.44,124.79461927999999
2015-03-08 09:00:00,276.43,276.81,275.8,275.96,99.17080258
2015-03-08 10:00:00,275.96,276.36,272.42,272.86,174.03974078000002
2015-03-08 11:00:00,272.82,274.74,272.53,274.57,79.50942795999998
2015-03-08 12:00:00,274.56,274.58,270.29,272.67,363.75262405999985
2015-03-08 13:00:00,272.66,274.65,272.47,274.65,280.2860086199999
2015-03-08 14:00:00,274.67,274.89,273.49,273.92,112.68935633
2015-03-08 15:00:00,273.92,274.7,273.11,274.69,102.57277712999998
2015-03-08 16:00:00,274.51,275.01,274.1,274.11,185.66204593999993
2015-03-08 17:00:00,274.33,275.1,273.44,274.71,188.92522023999996
2015-03-08 18:00:00,274.7,276.0,274.1,275.29,358.2626
2015-03-08 19:00:00,275.52,275.6,273.75,274.91,188.23041483
2015-03-08 20:00:00,275.28,275.29,274.29,274.56,168.65650226999998
2015-03-08 21:00:00,274.56,277.47,274.0,274.37,414.9343225499999
2015-03-08 22:00:00,274.22,275.26,273.96,274.94,287.97754054000006
2015-03-08 23:00:00,274.85,275.96,274.25,275.5,275.10002999000005
2015-03-09 00:00:00,275.47,276.78,275.0,275.87,308.88473693
2015-03-09 01:00:00,275.71,276.74,275.1,276.56,206.48668672
2015-03-09 02:00:00,276.7,277.19,275.25,276.18,393.65129341999994
2015-03-09 03:00:00,276.18,279.39,275.31,278.6,798.73530359
2015-03-09 04:00:00,278.43,279.08,277.36,278.41,434.07611386
2015-03-09 05:00:00,278.13,279.89,278.0,279.44,364.02409748999975
2015-03-09 06:00:00,279.42,280.02,278.31,279.4,248.51396204000008
2015-03-09 07:00:00,279.38,281.0,278.3,279.95,417.41809285999994
2015-03-09 08:00:00,280.08,280.24,278.86,279.46,165.03370192
2015-03-09 09:00:00,279.44,283.0,279.24,281.68,192.20551060999998
2015-03-09 10:00:00,281.7,283.11,280.29,280.99,148.91318632
2015-03-09 11:00:00,280.99,281.71,279.85,280.6,231.86759169999996
2015-03-09 12:00:00,280.6,281.38,277.36,278.86,358.84228744
2015-03-09 13:00:00,278.86,280.97,278.67,279.8,236.41738923999995
2015-03-09 14:00:00,279.95,283.0,279.36,283.0,388.54178016999987
2015-03-09 15:00:00,283.0,286.64,282.88,284.43,968.2754168399997
2015-03-09 16:00:00,284.43,286.01,283.54,284.27,805.3239291199997
2015-03-09 17:00:00,284.36,289.93,284.35,286.92,1258.17593516
2015-03-09 18:00:00,286.81,290.0,285.68,288.78,965.10265053
2015-03-09 19:00:00,288.98,291.79,288.09,291.62,1093.0475141200002
2015-03-09 20:00:00,291.67,294.42,289.99,291.13,1312.1317667500002
2015-03-09 21:00:00,291.14,292.58,289.96,290.94,784.4495428100001
2015-03-09 22:00:00,291.0,291.25,288.0,290.49,752.8414854
2015-03-09 23:00:00,290.03,291.99,286.48,290.19,903.2930704199998
2015-03-10 00:00:00,290.2,292.35,289.82,292.28,695.6304875999999
2015-03-10 01:00:00,292.16,293.27,291.72,292.64,732.9978398700002
2015-03-10 02:00:00,292.45,298.61,291.6,297.47,1273.0553922099998
2015-03-10 03:00:00,297.41,298.87,296.78,296.81,925.41129291
2015-03-10 04:00:00,297.22,297.34,294.1,296.15,831.88564865
2015-03-10 05:00:00,296.03,298.25,295.86,297.6,671.7859599199999
2015-03-10 06:00:00,297.59,298.07,295.0,295.47,411.08847999
2015-03-10 07:00:00,295.71,295.91,293.28,293.7,280.0103637
2015-03-10 08:00:00,293.31,294.01,291.44,293.28,165.10507865
2015-03-10 09:00:00,293.3,294.2,293.0,293.5,135.33131167000005
2015-03-10 10:00:00,293.47,295.32,292.5,294.8,200.6122968
2015-03-10 11:00:00,294.72,297.15,294.72,295.3,274.45988446999985
2015-03-10 12:00:00,295.28,296.14,290.6,292.19,458.2730697200001
2015-03-10 13:00:00,292.14,293.81,290.89,293.81,505.73181669999985
2015-03-10 14:00:00,293.46,298.55,293.09,298.39,758.1080149300002
2015-03-10 15:00:00,298.55,299.0,293.45,294.53,1876.6157348600002
2015-03-10 16:00:00,294.72,296.9,294.72,296.14,853.2979517099997
2015-03-10 17:00:00,296.16,299.0,296.0,298.21,784.54498197
2015-03-10 18:00:00,298.42,299.48,296.0,296.02,1186.6898764100004
2015-03-10 19:00:00,296.22,299.0,295.76,297.31,693.0488087500003
2015-03-10 20:00:00,297.31,298.12,295.36,296.4,666.42847425
2015-03-10 21:00:00,296.01,296.65,292.1,294.19,994.1966179899999
2015-03-10 22:00:00,294.11,295.0,294.0,295.0,350.60350732000006
2015-03-10 23:00:00,294.99,295.0,291.32,293.47,546.10897902
2015-03-11 00:00:00,293.46,294.03,290.51,292.67,675.7077795100001
2015-03-11 01:00:00,292.25,294.45,291.89,293.47,733.0791326199999
2015-03-11 02:00:00,293.47,294.77,293.0,293.04,544.9142156199999
2015-03-11 03:00:00,293.01,294.6,293.01,293.23,412.4215587599998
2015-03-11 04:00:00,293.23,295.0,291.4,292.73,645.7736111500002
2015-03-11 05:00:00,292.99,293.15,291.2,291.99,362.55666265000013
2015-03-11 06:00:00,292.4,293.59,291.43,293.0,217.18592390999993
2015-03-11 07:00:00,292.84,293.54,292.04,292.49,168.69241142000004
2015-03-11 08:00:00,292.32,295.02,291.89,294.83,455.4900543499999
2015-03-11 09:00:00,294.84,296.18,294.53,295.25,94.37154566999999
2015-03-11 10:00:00,295.24,296.18,292.81,294.14,228.50110368
2015-03-11 11:00:00,294.14,294.23,292.5,292.88,256.21239810000003
2015-03-11 12:00:00,292.88,295.12,292.35,295.0,252.16820510000002
2015-03-11 13:00:00,294.48,295.1,292.81,293.73,326.0452030500001
2015-03-11 14:00:00,293.9,294.87,293.04,294.36,354.4423601799999
2015-03-11 15:00:00,294.62,296.78,294.19,296.3,470.7965833400001
2015-03-11 16:00:00,296.3,296.99,296.0,296.99,358.60440495000006
2015-03-11 17:00:00,296.99,297.38,296.02,297.34,454.14899978999983
2015-03-11 18:00:00,297.34,297.8,295.18,297.0,665.6626071400002
2015-03-11 19:00:00,296.6,297.27,294.54,296.91,586.6766878600001
2015-03-11 20:00:00,296.93,297.2,294.25,296.47,447.72287771999993
2015-03-11 21:00:00,296.39,297.8,296.08,296.59,497.61574176999994
2015-03-11 22:00:00,296.59,296.89,295.68,296.84,301.24557667999994
2015-03-11 23:00:00,296.83,296.99,296.58,296.99,266.49385041999994
2015-03-12 00:00:00,296.98,297.45,296.7,296.99,366.47181460000013
2015-03-12 01:00:00,296.99,297.0,294.73,295.02,653.65343285
2015-03-12 02:00:00,295.26,295.57,294.0,294.44,383.21206419999993
2015-03-12 03:00:00,294.43,294.81,291.87,293.46,708.9168587500001
2015-03-12 04:00:00,293.32,294.64,292.73,294.21,313.32602851999997
2015-03-12 05:00:00,294.21,294.85,292.76,294.51,243.08748268
2015-03-12 06:00:00,294.5,294.88,292.66,292.96,191.69102524000004
2015-03-12 07:00:00,293.12,294.38,292.83,293.34,151.33861621999995
2015-03-12 08:00:00,293.35,294.38,292.92,293.68,186.63082630999997
2015-03-12 09:00:00,293.67,294.5,293.4,294.5,65.96132245999999
2015-03-12 10:00:00,294.49,294.51,293.39,294.5,75.7093
2015-03-12 11:00:00,294.42,295.0,292.99,293.67,285.30539906
2015-03-12 12:00:00,293.67,293.71,293.17,293.71,175.26115467000005
2015-03-12 13:00:00,293.71,295.21,292.15,294.2,459.4113550199999
2015-03-12 14:00:00,294.2,295.35,293.6,294.49,485.9737988599999
2015-03-12 15:00:00,294.49,296.53,293.51,295.72,508.0207669800001
2015-03-12 16:00:00,295.72,297.3,295.5,296.59,601.27399814
2015-03-12 17:00:00,296.59,298.67,296.59,298.57,878.88051577
2015-03-12 18:00:00,298.58,298.9,296.5,297.17,549.0321068999999
2015-03-12 19:00:00,297.3,297.99,296.51,297.36,591.09574665
2015-03-12 20:00:00,297.37,297.69,296.11,296.73,434.99443214999997
2015-03-12 21:00:00,296.96,297.19,294.35,294.84,648.14207688
2015-03-12 22:00:00,294.66,295.91,294.09,295.91,329.9357552900002
2015-03-12 23:00:00,295.74,296.52,295.19,296.05,353.60973856000004
2015-03-13 00:00:00,295.87,296.07,295.06,295.73,302.09650832000005
2015-03-13 01:00:00,295.61,296.43,295.39,295.75,298.21450827999996
2015-03-13 02:00:00,295.94,295.94,293.98,293.98,434.37132118
2015-03-13 03:00:00,294.3,295.1,294.25,294.76,239.78824595000003
2015-03-13 04:00:00,294.58,295.5,294.13,294.13,460.29052686999995
2015-03-13 05:00:00,294.19,294.38,292.01,292.67,555.71676421
2015-03-13 06:00:00,292.34,292.34,290.0,290.0,644.27393317
2015-03-13 07:00:00,290.01,290.61,286.67,290.56,1064.83333926
2015-03-13 08:00:00,290.52,291.92,288.96,290.51,519.7951739499997
2015-03-13 09:00:00,290.47,293.15,289.97,290.66,615.4888320599998
2015-03-13 10:00:00,290.66,291.22,287.25,288.66,204.9999732
2015-03-13 11:00:00,288.72,293.2,288.43,290.75,413.78631490999976
2015-03-13 12:00:00,290.8,291.22,289.53,290.96,256.04615684
2015-03-13 13:00:00,290.96,293.73,290.8,293.55,248.80739778
2015-03-13 14:00:00,293.32,293.55,291.45,292.09,393.1828774899999
2015-03-13 15:00:00,292.25,292.82,290.08,291.58,617.27596413
2015-03-13 16:00:00,291.63,292.96,290.96,292.49,461.5716471999999
2015-03-13 17:00:00,292.47,292.9,291.77,292.5,319.5319674399999
2015-03-13 18:00:00,292.5,292.5,284.86,287.0,1467.0176537599998
2015-03-13 19:00:00,287.0,288.49,285.58,287.88,553.06459149
2015-03-13 20:00:00,287.89,289.91,287.76,289.42,397.5104395399999
2015-03-13 21:00:00,289.47,290.1,286.51,289.15,507.6314071900002
2015-03-13 22:00:00,288.47,289.26,287.57,287.57,375.47615289999993
2015-03-13 23:00:00,287.65,288.14,284.0,284.0,692.9213257400003
2015-03-14 00:00:00,284.37,286.02,280.86,285.98,895.6610850200003
2015-03-14 01:00:00,285.98,286.94,283.01,284.4,400.93276238
2015-03-14 02:00:00,284.39,284.75,281.47,284.62,440.8644216599999
2015-03-14 03:00:00,284.69,285.37,282.71,284.0,365.30478647
2015-03-14 04:00:00,283.96,287.48,283.74,285.21,422.36999110999994
2015-03-14 05:00:00,285.17,286.06,284.11,285.97,213.29536884
2015-03-14 06:00:00,285.92,286.17,284.0,285.0,106.71222802999998
2015-03-14 07:00:00,285.0,285.74,284.15,285.51,180.23627849999997
2015-03-14 08:00:00,285.4,285.4,284.26,284.76,91.16718078000002
2015-03-14 09:00:00,284.79,285.15,284.11,284.93,65.82045205
2015-03-14 10:00:00,284.73,285.2,283.07,284.36,100.18304500000002
2015-03-14 11:00:00,284.36,286.13,283.8,284.64,85.28116564999998
2015-03-14 12:00:00,284.64,287.02,283.61,285.62,295.5331315700003
2015-03-14 13:00:00,285.44,286.76,285.34,286.05,114.2684
2015-03-14 14:00:00,285.99,286.13,285.32,285.59,133.09742699999998
2015-03-14 15:00:00,285.83,287.77,285.83,287.52,273.57292113999995
2015-03-14 16:00:00,287.46,289.0,287.26,288.07,361.73608518
2015-03-14 17:00:00,288.12,288.39,285.92,287.26,439.01241053000007
2015-03-14 18:00:00,286.92,287.26,282.18,284.57,572.1761061400001
2015-03-14 19:00:00,284.57,288.0,284.27,285.39,432.18299746
2015-03-14 20:00:00,285.39,286.67,283.0,283.99,383.74356668999997
2015-03-14 21:00:00,283.22,285.19,282.39,284.66,433.1051473999999
2015-03-14 22:00:00,284.66,285.75,284.04,284.83,251.57842449999995
2015-03-14 23:00:00,284.83,285.15,283.76,283.95,224.76105000999996
2015-03-15 00:00:00,283.77,284.15,282.5,283.74,258.61855683999994
2015-03-15 01:00:00,283.74,284.74,283.56,284.28,225.45519539999995
2015-03-15 02:00:00,284.25,285.64,283.93,285.3,272.36436817000003
2015-03-15 03:00:00,285.28,285.61,284.93,285.5,158.17030413
2015-03-15 04:00:00,285.5,286.49,284.72,284.74,200.20986296
2015-03-15 05:00:00,284.84,286.6,284.71,286.5,169.83159367999997
2015-03-15 06:00:00,286.4,286.5,285.36,286.35,72.56516
2015-03-15 07:00:00,286.35,286.63,286.07,286.39,94.63347523000003
2015-03-15 08:00:00,286.6,286.63,284.0,285.64,188.12336187000005
2015-03-15 09:00:00,285.65,286.05,284.82,284.84,24.40743053000001
2015-03-15 10:00:00,284.73,285.92,284.55,285.92,30.467800000000004
2015-03-15 11:00:00,285.71,286.63,285.59,286.48,99.86350000000003
2015-03-15 12:00:00,286.49,287.63,286.24,286.82,181.60567820999995
2015-03-15 13:00:00,286.72,287.7,286.39,287.51,119.24867016999998
2015-03-15 14:00:00,287.62,287.8,287.0,287.32,145.29566817000003
2015-03-15 15:00:00,287.59,287.8,286.18,286.61,124.84779999999998
2015-03-15 16:00:00,286.8,287.5,286.13,287.32,128.74855060000002
2015-03-15 17:00:00,287.45,287.49,286.01,286.69,198.94563705
2015-03-15 18:00:00,286.59,287.0,285.94,286.53,206.89733299
2015-03-15 19:00:00,286.5,287.68,286.3,287.61,186.32900000000004
2015-03-15 20:00:00,287.46,289.01,287.04,289.01,384.56989999999996
2015-03-15 21:00:00,287.82,289.24,287.68,288.49,458.66172459999996
2015-03-15 22:00:00,288.49,288.68,286.1,287.8,279.1394024
2015-03-15 23:00:00,287.95,288.1,286.68,288.0,206.88018285999993
2015-03-16 00:00:00,287.99,288.1,287.41,288.1,222.92040961
2015-03-16 01:00:00,288.09,292.37,288.09,290.72,913.89528423
2015-03-16 02:00:00,290.7,294.38,290.25,293.51,562.2279352300001
2015-03-16 03:00:00,293.51,294.28,292.07,293.14,606.61346223
2015-03-16 04:00:00,293.14,294.99,293.01,293.39,333.9546283499999
2015-03-16 05:00:00,293.39,294.29,292.32,293.65,252.88920794
2015-03-16 06:00:00,293.65,293.91,292.0,292.41,277.46681989
2015-03-16 07:00:00,292.77,294.24,291.99,292.68,257.49076925
2015-03-16 08:00:00,292.64,294.5,292.07,293.59,211.12983197999995
2015-03-16 09:00:00,293.68,294.46,293.47,293.69,109.49718417000003
2015-03-16 10:00:00,293.49,294.18,292.87,293.86,91.37980061000003
2015-03-16 11:00:00,293.69,293.9,291.63,293.37,99.81942166999997
2015-03-16 12:00:00,293.26,294.34,292.84,294.03,225.33365854
2015-03-16 13:00:00,294.03,294.99,293.62,294.74,380.43299880000006
2015-03-16 14:00:00,294.8,294.97,292.0,294.25,508.75165212999974
2015-03-16 15:00:00,294.24,294.26,292.01,292.6,406.20637296000007
2015-03-16 16:00:00,292.6,294.38,292.0,292.04,388.28541287000013
2015-03-16 17:00:00,292.4,292.87,290.19,291.99,418.45576456000003
2015-03-16 18:00:00,291.98,294.0,290.86,292.2,629.28632273
2015-03-16 19:00:00,292.25,292.42,290.53,291.6,380.86103105
2015-03-16 20:00:00,291.6,292.99,291.0,292.15,579.1790737500002
2015-03-16 21:00:00,292.16,293.33,291.87,292.52,397.33851769
