,Datetime,Open,High,Low,Close,Volume,Name
0,2016-04-14 09:00:00,698.03,698.26,692.97,693.06,374596000.0,KOSDAQ
1,2016-04-14 11:00:00,693.03,693.58,692.42,692.6,139926000.0,KOSDAQ
2,2016-04-14 13:00:00,692.57,693.66,691.65,693.42,189523000.0,KOSDAQ
3,2016-04-15 09:00:00,695.29,695.73,694.1,695.62,197173000.0,KOSDAQ
4,2016-04-15 11:00:00,696.37,697.0,693.8,694.19,352934000.0,KOSDAQ
5,2016-04-15 13:00:00,694.18,695.42,693.98,695.29,143443000.0,KOSDAQ
6,2016-04-18 09:00:00,695.6,695.76,694.91,695.34,223595000.0,KOSDAQ
7,2016-04-18 11:00:00,695.78,695.88,693.0,695.75,330052000.0,KOSDAQ
8,2016-04-18 13:00:00,695.74,695.98,694.98,695.66,153173000.0,KOSDAQ
9,2016-04-19 09:00:00,699.57,701.8,699.45,701.68,202750000.0,KOSDAQ
10,2016-04-19 11:00:00,697.31,701.28,696.22,700.41,332678000.0,KOSDAQ
11,2016-04-19 13:00:00,700.35,700.51,699.55,699.66,148701000.0,KOSDAQ
12,2016-04-20 09:00:00,701.24,701.84,699.85,699.86,198692000.0,KOSDAQ
13,2016-04-20 11:00:00,703.55,704.44,701.33,701.44,360492000.0,KOSDAQ
14,2016-04-20 13:00:00,701.45,702.41,700.83,701.3,178069000.0,KOSDAQ
15,2016-04-21 09:00:00,702.21,702.32,698.39,700.0,381549000.0,KOSDAQ
16,2016-04-21 11:00:00,700.01,700.44,699.89,700.19,211066000.0,KOSDAQ
17,2016-04-21 13:00:00,700.21,701.66,700.07,701.62,241530000.0,KOSDAQ
18,2016-04-22 09:00:00,702.9,702.99,700.98,702.74,339779000.0,KOSDAQ
19,2016-04-22 11:00:00,702.8,703.89,702.53,703.68,148785000.0,KOSDAQ
20,2016-04-22 13:00:00,703.69,703.76,702.01,703.05,214110000.0,KOSDAQ
21,2016-04-25 09:00:00,705.37,705.44,702.42,703.22,373091000.0,KOSDAQ
22,2016-04-25 11:00:00,703.27,704.31,703.18,704.24,123334000.0,KOSDAQ
23,2016-04-25 13:00:00,704.23,704.33,703.48,703.7,203757000.0,KOSDAQ
24,2016-04-26 09:00:00,705.51,705.51,702.88,703.1,373824000.0,KOSDAQ
25,2016-04-26 11:00:00,703.09,703.43,701.64,701.77,175952000.0,KOSDAQ
26,2016-04-26 13:00:00,701.78,702.37,700.76,702.06,228468000.0,KOSDAQ
27,2016-04-27 09:00:00,700.62,700.73,699.41,699.52,209221000.0,KOSDAQ
28,2016-04-27 11:00:00,702.69,702.8,700.37,700.57,202171000.0,KOSDAQ
29,2016-04-27 13:00:00,704.42,704.59,702.62,702.7,345636000.0,KOSDAQ
30,2016-04-28 09:00:00,702.75,702.84,700.03,700.11,150056000.0,KOSDAQ
31,2016-04-28 11:00:00,700.09,700.6,699.68,699.7,197565000.0,KOSDAQ
32,2016-04-28 13:00:00,702.04,703.95,701.59,702.81,317675000.0,KOSDAQ
33,2016-04-29 09:00:00,699.89,700.14,695.82,696.56,337325000.0,KOSDAQ
34,2016-04-29 11:00:00,696.57,697.52,696.15,697.27,123762000.0,KOSDAQ
35,2016-04-29 13:00:00,697.37,700.14,697.25,699.77,184754000.0,KOSDAQ
36,2016-05-02 09:00:00,700.43,700.74,694.53,694.56,315040000.0,KOSDAQ
37,2016-05-02 11:00:00,694.58,694.61,692.86,693.47,150846000.0,KOSDAQ
38,2016-05-02 13:00:00,693.52,693.62,690.27,690.27,215331000.0,KOSDAQ
39,2016-05-03 09:00:00,693.67,697.01,693.67,696.26,400526000.0,KOSDAQ
40,2016-05-03 11:00:00,696.25,698.06,696.01,697.81,179681000.0,KOSDAQ
41,2016-05-03 13:00:00,697.94,699.24,697.78,698.66,238910000.0,KOSDAQ
42,2016-05-04 09:00:00,698.02,698.3,696.5,697.58,383733000.0,KOSDAQ
43,2016-05-04 11:00:00,697.53,698.26,696.29,696.31,169827000.0,KOSDAQ
44,2016-05-04 13:00:00,696.35,696.43,693.25,694.17,273057000.0,KOSDAQ
45,2016-05-09 09:00:00,692.34,692.83,691.67,691.82,177328000.0,KOSDAQ
46,2016-05-09 11:00:00,696.66,697.14,691.64,691.68,326570000.0,KOSDAQ
47,2016-05-09 13:00:00,691.61,692.45,690.85,692.38,126497000.0,KOSDAQ
48,2016-05-10 09:00:00,697.17,698.19,696.92,697.74,122777000.0,KOSDAQ
49,2016-05-10 11:00:00,697.75,700.53,697.64,700.23,179919000.0,KOSDAQ
50,2016-05-10 13:00:00,693.47,697.47,693.44,697.08,267294000.0,KOSDAQ
51,2016-05-11 09:00:00,704.32,704.32,701.42,701.42,311179000.0,KOSDAQ
52,2016-05-11 11:00:00,701.47,702.57,701.29,702.22,137862000.0,KOSDAQ
