,Datetime,Open,High,Low,Close,Volume,Name
0,2016-04-14 09:00:00,35000.0,35800.0,35000.0,35700.0,889.0,A036190
1,2016-04-14 11:00:00,35700.0,35700.0,35450.0,35450.0,293.0,A036190
2,2016-04-14 13:00:00,35450.0,35600.0,35450.0,35600.0,698.0,A036190
3,2016-04-15 09:00:00,36250.0,36250.0,35950.0,36000.0,4877.0,A036190
4,2016-04-15 11:00:00,35550.0,36700.0,35050.0,36700.0,2203.0,A036190
5,2016-04-15 13:00:00,36650.0,36750.0,35950.0,36250.0,2909.0,A036190
6,2016-04-18 09:00:00,35800.0,35900.0,35700.0,35800.0,762.0,A036190
7,2016-04-18 11:00:00,36000.0,36100.0,35700.0,35750.0,1598.0,A036190
8,2016-04-18 13:00:00,35900.0,35950.0,35700.0,35800.0,1364.0,A036190
9,2016-04-19 09:00:00,35800.0,35850.0,35800.0,35850.0,1099.0,A036190
10,2016-04-19 11:00:00,36000.0,36000.0,35550.0,35800.0,661.0,A036190
11,2016-04-19 13:00:00,35800.0,35800.0,35800.0,35800.0,679.0,A036190
12,2016-04-20 09:00:00,35900.0,35950.0,35800.0,35800.0,3147.0,A036190
13,2016-04-20 11:00:00,36000.0,36150.0,35800.0,35900.0,9346.0,A036190
14,2016-04-20 13:00:00,35900.0,36050.0,35900.0,35950.0,1001.0,A036190
15,2016-04-21 09:00:00,36300.0,36450.0,35950.0,36350.0,3340.0,A036190
16,2016-04-21 11:00:00,36350.0,36500.0,36200.0,36400.0,1697.0,A036190
17,2016-04-21 13:00:00,36400.0,36400.0,36150.0,36400.0,1863.0,A036190
18,2016-04-22 09:00:00,36700.0,36700.0,36050.0,36300.0,1677.0,A036190
19,2016-04-22 11:00:00,36300.0,36550.0,36200.0,36500.0,9385.0,A036190
20,2016-04-22 13:00:00,36500.0,36550.0,36400.0,36550.0,2585.0,A036190
21,2016-04-25 09:00:00,36700.0,37000.0,35600.0,36650.0,3970.0,A036190
22,2016-04-25 11:00:00,36650.0,36700.0,36550.0,36600.0,2178.0,A036190
23,2016-04-25 13:00:00,36700.0,36950.0,36700.0,36950.0,3011.0,A036190
24,2016-04-26 09:00:00,37000.0,38250.0,36950.0,37550.0,4277.0,A036190
25,2016-04-26 11:00:00,37550.0,37550.0,37100.0,37250.0,889.0,A036190
26,2016-04-26 13:00:00,37250.0,37550.0,37200.0,37550.0,1356.0,A036190
27,2016-04-27 09:00:00,37600.0,38000.0,37600.0,38000.0,1114.0,A036190
28,2016-04-27 11:00:00,38050.0,38050.0,37600.0,37850.0,708.0,A036190
