,Datetime,Open,High,Low,Close,Volume,Name
0,2016-12-15 09:00:00,15826.0,16402.0,15275.0,15926.0,73148.0,A08537M
1,2016-12-15 11:00:00,15726.0,16002.0,15726.0,15951.0,19826.0,A08537M
2,2016-12-15 13:00:00,15851.0,16002.0,15576.0,15626.0,13577.0,A08537M
3,2016-12-15 15:00:00,15626.0,15801.0,15601.0,15726.0,15316.0,A08537M
4,2016-12-16 09:00:00,16077.0,16177.0,16027.0,16077.0,2404.0,A08537M
5,2016-12-16 11:00:00,16027.0,16102.0,15826.0,16002.0,33605.0,A08537M
6,2016-12-16 13:00:00,16027.0,16202.0,15951.0,16027.0,16730.0,A08537M
7,2016-12-16 15:00:00,16027.0,16202.0,15951.0,16077.0,8251.0,A08537M
8,2016-12-19 09:00:00,16077.0,16177.0,15976.0,16027.0,2978.0,A08537M
9,2016-12-19 11:00:00,16027.0,16027.0,15926.0,15926.0,9185.0,A08537M
10,2016-12-19 13:00:00,15926.0,15976.0,15926.0,15951.0,539.0,A08537M
11,2016-12-19 15:00:00,15951.0,16227.0,15951.0,16177.0,4763.0,A08537M
12,2016-12-20 09:00:00,15576.0,16002.0,15576.0,15926.0,5247.0,A08537M
13,2016-12-20 11:00:00,15926.0,16002.0,15901.0,15901.0,4207.0,A08537M
14,2016-12-20 13:00:00,15901.0,15951.0,15801.0,15826.0,4598.0,A08537M
15,2016-12-20 15:00:00,15826.0,15926.0,15776.0,15776.0,1877.0,A08537M
16,2016-12-21 09:00:00,15676.0,15951.0,15651.0,15776.0,2793.0,A08537M
17,2016-12-21 11:00:00,15801.0,15826.0,15751.0,15826.0,1006.0,A08537M
18,2016-12-21 13:00:00,15826.0,15851.0,15751.0,15776.0,960.0,A08537M
19,2016-12-21 15:00:00,15751.0,15751.0,15601.0,15626.0,5692.0,A08537M
20,2016-12-22 09:00:00,15626.0,15676.0,15626.0,15676.0,218.0,A08537M
21,2016-12-22 11:00:00,15701.0,15701.0,15676.0,15701.0,42.0,A08537M
22,2016-12-22 13:00:00,15676.0,15676.0,15626.0,15626.0,1598.0,A08537M
23,2016-12-22 15:00:00,15651.0,15826.0,15626.0,15676.0,2734.0,A08537M
24,2016-12-23 09:00:00,15676.0,15826.0,15576.0,15676.0,1000.0,A08537M
25,2016-12-23 11:00:00,15676.0,15876.0,15676.0,15701.0,5999.0,A08537M
26,2016-12-23 13:00:00,15751.0,15751.0,15526.0,15526.0,8607.0,A08537M
