,Datetime,Open,High,Low,Close,Volume
0,2016-12-15,15826.0,16402.0,15275.0,15951.0,121867.0
1,2016-12-16,16026.0,16201.0,15826.0,16076.0,60990.0
2,2016-12-19,15951.0,16226.0,15926.0,15951.0,17501.0
3,2016-12-20,15575.0,16001.0,15575.0,15776.0,15929.0
4,2016-12-21,15675.0,15951.0,15600.0,15625.0,10451.0
5,2016-12-22,15650.0,15826.0,15625.0,15675.0,4592.0
6,2016-12-23,15675.0,15876.0,15525.0,15550.0,17420.0
7,2016-12-26,15575.0,15751.0,15575.0,15675.0,9668.0
8,2016-12-27,15650.0,15926.0,15650.0,15901.0,5926.0
9,2016-12-28,15801.0,17278.0,15801.0,16677.0,35229.0
10,2016-12-29,16777.0,16903.0,16602.0,16877.0,9861.0
11,2017-01-02,16978.0,17253.0,16602.0,16777.0,6669.0
12,2017-01-03,16727.0,16777.0,16502.0,16627.0,4951.0
13,2017-01-04,16627.0,16752.0,16427.0,16702.0,4247.0
14,2017-01-05,16677.0,17028.0,16627.0,16727.0,3836.0
15,2017-01-06,16702.0,16727.0,16477.0,16627.0,2161.0
16,2017-01-09,16627.0,16627.0,16251.0,16402.0,1813.0
17,2017-01-10,16276.0,16352.0,15876.0,16352.0,7675.0
18,2017-01-11,15951.0,16276.0,15851.0,15951.0,8222.0
19,2017-01-12,15876.0,16001.0,15250.0,15375.0,22579.0
20,2017-01-13,15675.0,15675.0,15375.0,15425.0,3755.0
21,2017-01-16,15525.0,15525.0,15125.0,15375.0,20686.0
22,2017-01-17,15375.0,15425.0,15150.0,15350.0,4341.0
23,2017-01-18,15450.0,15550.0,15375.0,15450.0,2295.0
24,2017-01-19,15375.0,15575.0,15275.0,15450.0,1532.0
25,2017-01-20,15550.0,15550.0,15250.0,15350.0,2046.0
26,2017-01-23,15250.0,15275.0,14999.0,15125.0,8910.0
27,2017-01-24,15024.0,15400.0,14874.0,15275.0,8152.0
28,2017-01-25,15150.0,15475.0,15049.0,15200.0,3119.0
29,2017-01-26,15400.0,15450.0,15275.0,15325.0,1600.0
30,2017-01-31,15325.0,15425.0,15175.0,15325.0,701.0
31,2017-02-01,15325.0,15375.0,15175.0,15325.0,2120.0
32,2017-02-02,15225.0,15400.0,15175.0,15300.0,990.0
33,2017-02-03,15125.0,15200.0,14924.0,15049.0,9533.0
34,2017-02-06,15200.0,15250.0,14799.0,15175.0,5304.0
35,2017-02-07,15250.0,15300.0,14924.0,15125.0,1260.0
36,2017-02-08,15300.0,15300.0,15100.0,15175.0,3059.0
37,2017-02-09,15275.0,15325.0,15125.0,15275.0,3345.0
38,2017-02-10,15275.0,15475.0,15150.0,15275.0,935.0
39,2017-02-13,15125.0,15625.0,15125.0,15375.0,3375.0
40,2017-02-14,15300.0,15525.0,15300.0,15475.0,3959.0
41,2017-02-15,15475.0,15776.0,15375.0,15776.0,11856.0
42,2017-02-16,15751.0,15926.0,15600.0,15675.0,2837.0
43,2017-02-17,15951.0,15951.0,15225.0,15300.0,15786.0
44,2017-02-20,15200.0,15350.0,15049.0,15049.0,15615.0
45,2017-02-21,15049.0,15074.0,14949.0,15074.0,7337.0
46,2017-02-22,15275.0,15275.0,15024.0,15024.0,4373.0
47,2017-02-23,15074.0,15175.0,14874.0,14974.0,13185.0
48,2017-02-24,14874.0,15250.0,14874.0,15024.0,9720.0
49,2017-02-27,14924.0,15200.0,14924.0,14974.0,6456.0
50,2017-02-28,14924.0,15024.0,14874.0,14999.0,9075.0
51,2017-03-02,15050.0,15150.0,14700.0,14900.0,7331.0
52,2017-03-03,14900.0,14950.0,14450.0,14950.0,11422.0
53,2017-03-06,14950.0,15150.0,14650.0,14900.0,2165.0
54,2017-03-07,14800.0,15050.0,14700.0,15000.0,4327.0
55,2017-03-08,15000.0,15000.0,14650.0,14850.0,8918.0
56,2017-03-09,14850.0,17050.0,14850.0,15000.0,81934.0
57,2017-03-10,15100.0,15250.0,14700.0,15150.0,6668.0
58,2017-03-13,15300.0,15300.0,15050.0,15200.0,536.0
59,2017-03-14,15200.0,15200.0,14900.0,14900.0,1696.0
60,2017-03-15,15300.0,15300.0,14800.0,14900.0,367.0
61,2017-03-16,14900.0,15200.0,14850.0,15000.0,2782.0
62,2017-03-17,15250.0,15300.0,14900.0,15300.0,5879.0
63,2017-03-20,15300.0,15300.0,14950.0,15000.0,2756.0
64,2017-03-21,15000.0,15200.0,14800.0,14850.0,13858.0
65,2017-03-22,15000.0,15300.0,14850.0,14900.0,7659.0
66,2017-03-23,14850.0,14900.0,14450.0,14500.0,46343.0
67,2017-03-24,14500.0,14500.0,13900.0,14200.0,18273.0
68,2017-03-27,14000.0,14450.0,13850.0,14000.0,17614.0
69,2017-03-28,14200.0,14200.0,13750.0,14000.0,13356.0
70,2017-03-29,14000.0,14100.0,13750.0,14000.0,14909.0
71,2017-03-30,14200.0,14200.0,13800.0,13900.0,8680.0
72,2017-03-31,14250.0,14250.0,13900.0,14150.0,5580.0
73,2017-04-03,14200.0,14350.0,13900.0,14350.0,6060.0
74,2017-04-04,14350.0,14750.0,14050.0,14600.0,8288.0
75,2017-04-05,14150.0,14800.0,14150.0,14600.0,4719.0
76,2017-04-06,14250.0,14600.0,14250.0,14600.0,8920.0
77,2017-04-07,14750.0,15000.0,14600.0,15000.0,10108.0
78,2017-04-10,15200.0,15200.0,14350.0,14950.0,5701.0
79,2017-04-11,14950.0,15000.0,14450.0,14850.0,4316.0
80,2017-04-12,14850.0,14950.0,14550.0,14850.0,2429.0
81,2017-04-13,14850.0,14900.0,14550.0,14800.0,2576.0
82,2017-04-14,14950.0,14950.0,14450.0,14700.0,4227.0
83,2017-04-17,14450.0,14850.0,14450.0,14700.0,2908.0
84,2017-04-18,14600.0,14950.0,14600.0,14900.0,2887.0
85,2017-04-19,14900.0,15200.0,14900.0,15050.0,5797.0
86,2017-04-20,15000.0,15050.0,14750.0,14950.0,2050.0
87,2017-04-21,15150.0,15150.0,14750.0,14950.0,5157.0
88,2017-04-24,14950.0,14950.0,14500.0,14800.0,3768.0
89,2017-04-25,15000.0,15100.0,14400.0,15100.0,6342.0
90,2017-04-26,15300.0,15400.0,14950.0,15000.0,3078.0
91,2017-04-27,14850.0,14900.0,14700.0,14900.0,2032.0
92,2017-04-28,14550.0,14950.0,14550.0,14900.0,2726.0
93,2017-05-02,14600.0,14800.0,14400.0,14650.0,7372.0
94,2017-05-04,14850.0,14850.0,14550.0,14750.0,2948.0
95,2017-05-08,14750.0,15100.0,14550.0,15100.0,9587.0
96,2017-05-10,15100.0,15100.0,14800.0,14950.0,5673.0
97,2017-05-11,15150.0,15150.0,14800.0,14900.0,1445.0
98,2017-05-12,14800.0,15000.0,14300.0,14450.0,25655.0
99,2017-05-15,14700.0,14700.0,14300.0,14400.0,3181.0
100,2017-05-16,14350.0,14400.0,14350.0,14400.0,2360.0
101,2017-05-17,14350.0,14650.0,14150.0,14200.0,14015.0
102,2017-05-18,14050.0,14100.0,13800.0,14050.0,19652.0
103,2017-05-19,14600.0,14600.0,13900.0,14100.0,1080.0
104,2017-05-22,14200.0,15000.0,13900.0,14050.0,2879.0
