,Datetime,Open,High,Low,Close
0,2020-12-28,2010.0,,,2010.0
1,2020-12-28,2010.0,,,2005.0
2,2020-12-28,2005.0,,,2010.0
3,2020-12-28,2010.0,,,2005.0
4,2020-12-29,2005.0,,,2020.0
5,2020-12-29,2010.0,,,2005.0
6,2020-12-29,2005.0,,,2010.0
7,2020-12-29,2010.0,,,2005.0
8,2020-12-30,2020.0,,,2005.0
9,2020-12-30,2005.0,,,2010.0
10,2020-12-30,2010.0,,,2010.0
11,2020-12-30,2015.0,,,2020.0
12,2021-01-04,2015.0,,,2015.0
13,2021-01-04,2015.0,,,2020.0
14,2021-01-04,2010.0,,,2015.0
15,2021-01-05,2025.0,,,2020.0
16,2021-01-05,2025.0,,,2025.0
17,2021-01-05,2030.0,,,2020.0
18,2021-01-05,2020.0,,,2020.0
19,2021-01-06,2015.0,,,2020.0
20,2021-01-06,2015.0,,,2020.0
21,2021-01-06,2020.0,,,2020.0
22,2021-01-06,2020.0,,,2015.0
23,2021-01-07,2025.0,,,2020.0
24,2021-01-07,2025.0,,,2030.0
25,2021-01-07,2035.0,,,2025.0
26,2021-01-07,2025.0,,,2025.0
27,2021-01-08,2035.0,,,2040.0
28,2021-01-08,2040.0,,,2035.0
29,2021-01-08,2025.0,,,2040.0
30,2021-01-08,2030.0,,,2040.0
31,2021-01-11,2050.0,,,2020.0
32,2021-01-11,2020.0,,,2040.0
33,2021-01-11,2040.0,,,2040.0
34,2021-01-12,2020.0,,,2035.0
35,2021-01-12,2035.0,,,2035.0
36,2021-01-12,2030.0,,,2035.0
37,2021-01-13,2040.0,,,2040.0
38,2021-01-13,2045.0,,,2040.0
39,2021-01-13,2035.0,,,2040.0
40,2021-01-13,2040.0,,,2040.0
41,2021-01-14,2045.0,,,2045.0
42,2021-01-14,2045.0,,,2045.0
43,2021-01-14,2040.0,,,2045.0
44,2021-01-15,2045.0,,,2045.0
45,2021-01-15,2040.0,,,2045.0
46,2021-01-15,2045.0,,,2045.0
47,2021-01-15,2045.0,,,2040.0
48,2021-01-18,2040.0,,,2035.0
49,2021-01-18,2030.0,,,2030.0
50,2021-01-18,2040.0,,,2040.0
51,2021-01-18,2040.0,,,2030.0
52,2021-01-19,2040.0,,,2030.0
53,2021-01-19,2030.0,,,2030.0
54,2021-01-19,2030.0,,,2045.0
55,2021-01-20,2035.0,,,2025.0
56,2021-01-20,2045.0,,,2045.0
57,2021-01-20,2045.0,,,2045.0
58,2021-01-20,2040.0,,,2040.0
59,2021-01-21,2030.0,,,2030.0
60,2021-01-21,2030.0,,,2050.0
61,2021-01-21,2050.0,,,2030.0
62,2021-01-22,2030.0,,,2040.0
63,2021-01-22,2035.0,,,2035.0
64,2021-01-25,2035.0,,,2035.0
65,2021-01-25,2040.0,,,2035.0
66,2021-01-25,2035.0,,,2040.0
67,2021-01-25,2035.0,,,2035.0
68,2021-01-26,2035.0,,,2040.0
69,2021-01-26,2040.0,,,2040.0
70,2021-01-26,2040.0,,,2040.0
71,2021-01-26,2040.0,,,2040.0
72,2021-01-27,2040.0,,,2040.0
73,2021-01-27,2040.0,,,2040.0
74,2021-01-27,2040.0,,,2040.0
75,2021-01-28,2050.0,,,2050.0
76,2021-01-28,2040.0,,,2040.0
77,2021-01-28,2050.0,,,2050.0
78,2021-01-28,2050.0,,,2050.0
79,2021-01-29,2040.0,,,2040.0
80,2021-01-29,2040.0,,,2050.0
81,2021-01-29,2050.0,,,2040.0
82,2021-02-01,2050.0,,,2050.0
83,2021-02-01,2050.0,,,2040.0
84,2021-02-01,2040.0,,,2040.0
85,2021-02-01,2050.0,,,2050.0
86,2021-02-02,2050.0,,,2050.0
87,2021-02-02,2045.0,,,2050.0
88,2021-02-02,2050.0,,,2045.0
89,2021-02-02,2050.0,,,2050.0
90,2021-02-03,2050.0,,,2060.0
91,2021-02-03,2055.0,,,2055.0
92,2021-02-03,2050.0,,,2050.0
93,2021-02-04,2050.0,,,2060.0
94,2021-02-04,2050.0,,,2050.0
95,2021-02-05,2050.0,,,2050.0
96,2021-02-05,2065.0,,,2060.0
97,2021-02-05,2055.0,,,2060.0
98,2021-02-05,2060.0,,,2060.0
99,2021-02-08,2060.0,,,2075.0
100,2021-02-08,2070.0,,,2060.0
101,2021-02-09,2070.0,,,2065.0
102,2021-02-09,2070.0,,,2065.0
103,2021-02-09,2060.0,,,2065.0
104,2021-02-09,2060.0,,,2060.0
105,2021-02-10,2060.0,,,2060.0
106,2021-02-10,2070.0,,,2070.0
107,2021-02-10,2070.0,,,2060.0
108,2021-02-15,2060.0,,,2060.0
109,2021-02-15,2075.0,,,2075.0
110,2021-02-15,2060.0,,,2075.0
111,2021-02-16,2060.0,,,2060.0
112,2021-02-16,2075.0,,,2060.0
113,2021-02-17,2060.0,,,2060.0
114,2021-02-17,2060.0,,,2060.0
115,2021-02-17,2060.0,,,2070.0
116,2021-02-18,2070.0,,,2075.0
117,2021-02-18,2070.0,,,2070.0
118,2021-02-18,2060.0,,,2070.0
119,2021-02-19,2075.0,,,2075.0
120,2021-02-19,2070.0,,,2075.0
121,2021-02-19,2070.0,,,2075.0
122,2021-02-22,2065.0,,,2065.0
123,2021-02-22,2060.0,,,2060.0
124,2021-02-23,2060.0,,,2065.0
125,2021-02-23,2065.0,,,2060.0
126,2021-02-23,2070.0,,,2070.0
127,2021-02-24,2060.0,,,2060.0
128,2021-02-24,2065.0,,,2065.0
129,2021-02-24,2060.0,,,2060.0
130,2021-02-24,2060.0,,,2060.0
131,2021-02-25,2060.0,,,2060.0
132,2021-02-25,2065.0,,,2065.0
133,2021-02-25,2050.0,,,2065.0
134,2021-02-26,2065.0,,,2085.0
135,2021-02-26,2065.0,,,2080.0
136,2021-02-26,2065.0,,,2085.0
137,2021-03-02,2065.0,,,2065.0
138,2021-03-02,2060.0,,,2080.0
139,2021-03-02,2085.0,,,2080.0
140,2021-03-03,2060.0,,,2070.0
141,2021-03-03,2060.0,,,2060.0
142,2021-03-03,2070.0,,,2060.0
143,2021-03-03,2060.0,,,2060.0
144,2021-03-04,2085.0,,,2085.0
145,2021-03-04,2080.0,,,2080.0
146,2021-03-05,2080.0,,,2080.0
147,2021-03-08,2080.0,,,2080.0
148,2021-03-09,2070.0,,,2060.0
149,2021-03-09,2070.0,,,2070.0
150,2021-03-10,2090.0,,,2090.0
151,2021-03-10,2045.0,,,2080.0
152,2021-03-11,2090.0,,,2060.0
153,2021-03-11,2060.0,,,2060.0
154,2021-03-11,2080.0,,,2080.0
155,2021-03-12,2080.0,,,2090.0
156,2021-03-12,2085.0,,,2080.0
157,2021-03-12,2080.0,,,2080.0
158,2021-03-15,2090.0,,,2090.0
159,2021-03-15,2085.0,,,2085.0
160,2021-03-16,2090.0,,,2090.0
161,2021-03-16,2060.0,,,2060.0
162,2021-03-17,2060.0,,,2060.0
163,2021-03-17,2070.0,,,2070.0
164,2021-03-18,2060.0,,,2065.0
165,2021-03-18,2060.0,,,2060.0
166,2021-03-18,2070.0,,,2070.0
167,2021-03-18,2060.0,,,2065.0
168,2021-03-19,2060.0,,,2060.0
169,2021-03-19,2060.0,,,2060.0
170,2021-03-19,2060.0,,,2060.0
171,2021-03-22,2060.0,,,2075.0
172,2021-03-22,2075.0,,,2110.0
173,2021-03-22,2110.0,,,2090.0
174,2021-03-22,2080.0,,,2070.0
175,2021-03-23,2065.0,,,2075.0
176,2021-03-23,2070.0,,,2065.0
177,2021-03-23,2065.0,,,2065.0
178,2021-03-23,2065.0,,,2065.0
179,2021-03-24,2120.0,,,2065.0
180,2021-03-24,2065.0,,,2065.0
181,2021-03-24,2085.0,,,2080.0
182,2021-03-24,2080.0,,,2080.0
183,2021-03-25,2080.0,,,2085.0
184,2021-03-25,2085.0,,,2080.0
185,2021-03-25,2090.0,,,2080.0
186,2021-03-26,2090.0,,,2090.0
187,2021-03-26,2100.0,,,2075.0
188,2021-03-26,2090.0,,,2080.0
189,2021-03-26,2080.0,,,2090.0
190,2021-03-29,2110.0,,,2100.0
191,2021-03-29,2085.0,,,2100.0
192,2021-03-29,2085.0,,,2100.0
193,2021-03-29,2085.0,,,2095.0
194,2021-03-30,2100.0,,,2070.0
195,2021-03-30,2095.0,,,2100.0
196,2021-03-30,2100.0,,,2100.0
197,2021-03-30,2080.0,,,2100.0
198,2021-03-31,2070.0,,,2070.0
199,2021-03-31,2095.0,,,2095.0
200,2021-03-31,2095.0,,,2105.0
201,2021-03-31,2105.0,,,2105.0
202,2021-04-01,2110.0,,,2110.0
203,2021-04-01,2105.0,,,2095.0
204,2021-04-01,2100.0,,,2105.0
205,2021-04-01,2085.0,,,2105.0
206,2021-04-02,2160.0,,,2120.0
207,2021-04-02,2120.0,,,2125.0
208,2021-04-02,2125.0,,,2125.0
209,2021-04-02,2125.0,,,2120.0
210,2021-04-05,2130.0,,,2115.0
211,2021-04-05,2115.0,,,2105.0
212,2021-04-05,2105.0,,,2100.0
213,2021-04-05,2100.0,,,2120.0
214,2021-04-06,2100.0,,,2100.0
215,2021-04-06,2125.0,,,2095.0
216,2021-04-06,2100.0,,,2100.0
217,2021-04-06,2100.0,,,2095.0
218,2021-04-07,2115.0,,,2115.0
219,2021-04-07,2120.0,,,2095.0
220,2021-04-07,2095.0,,,2095.0
221,2021-04-08,2115.0,,,2115.0
222,2021-04-09,2115.0,,,2115.0
223,2021-04-09,2095.0,,,2095.0
224,2021-04-09,2115.0,,,2115.0
225,2021-04-12,2125.0,,,2095.0
226,2021-04-12,2100.0,,,2100.0
227,2021-04-12,2125.0,,,2125.0
228,2021-04-13,2145.0,,,2100.0
229,2021-04-13,2135.0,,,2105.0
230,2021-04-13,2135.0,,,2135.0
231,2021-04-14,2090.0,,,2130.0
232,2021-04-14,2095.0,,,2125.0
233,2021-04-14,2095.0,,,2095.0
234,2021-04-15,2090.0,,,2115.0
235,2021-04-15,2115.0,,,2115.0
236,2021-04-15,2090.0,,,2090.0
237,2021-04-16,2090.0,,,2090.0
238,2021-04-16,2090.0,,,2125.0
239,2021-04-16,2120.0,,,2120.0
240,2021-04-19,2090.0,,,2090.0
241,2021-04-19,2095.0,,,2090.0
242,2021-04-19,2090.0,,,2115.0
243,2021-04-19,2140.0,,,2090.0
244,2021-04-20,2100.0,,,2090.0
245,2021-04-20,2095.0,,,2105.0
246,2021-04-20,2105.0,,,2105.0
247,2021-04-21,2100.0,,,2100.0
248,2021-04-21,2090.0,,,2090.0
249,2021-04-22,2105.0,,,2105.0
250,2021-04-22,2105.0,,,2105.0
251,2021-04-22,2100.0,,,2100.0
252,2021-04-23,2090.0,,,2090.0
253,2021-04-23,2095.0,,,2090.0
254,2021-04-23,2090.0,,,2090.0
255,2021-04-26,2115.0,,,2115.0
256,2021-04-26,2090.0,,,2100.0
257,2021-04-26,2090.0,,,2100.0
258,2021-04-26,2080.0,,,2080.0
259,2021-04-27,2115.0,,,2115.0
260,2021-04-27,2115.0,,,2115.0
261,2021-04-28,2090.0,,,2115.0
262,2021-04-28,2110.0,,,2110.0
263,2021-04-28,2110.0,,,2130.0
264,2021-04-29,2135.0,,,2135.0
265,2021-05-03,2100.0,,,2130.0
266,2021-05-03,2130.0,,,2135.0
267,2021-05-04,2105.0,,,2120.0
268,2021-05-04,2100.0,,,2095.0
269,2021-05-04,2100.0,,,2100.0
270,2021-05-06,2100.0,,,2095.0
271,2021-05-06,2095.0,,,2090.0
272,2021-05-06,2095.0,,,2095.0
273,2021-05-07,2085.0,,,2090.0
274,2021-05-07,2085.0,,,2080.0
275,2021-05-07,2100.0,,,2100.0
276,2021-05-07,2085.0,,,2085.0
277,2021-05-10,2155.0,,,2140.0
278,2021-05-10,2080.0,,,2100.0
279,2021-05-10,2080.0,,,2085.0
280,2021-05-10,2085.0,,,2085.0
281,2021-05-11,2065.0,,,2085.0
282,2021-05-11,2070.0,,,2085.0
283,2021-05-11,2085.0,,,2090.0
284,2021-05-11,2075.0,,,2065.0
285,2021-05-12,2085.0,,,2075.0
286,2021-05-12,2080.0,,,2080.0
287,2021-05-12,2080.0,,,2080.0
288,2021-05-12,2080.0,,,2080.0
289,2021-05-13,2080.0,,,2080.0
290,2021-05-13,2080.0,,,2075.0
291,2021-05-13,2080.0,,,2080.0
292,2021-05-13,2075.0,,,2080.0
