,Datetime,Open,High,Low,Close
0,2016-12-15,15826.0,,,15926.0
1,2016-12-15,15726.0,,,15951.0
2,2016-12-15,15851.0,,,15626.0
3,2016-12-15,15626.0,,,15726.0
4,2016-12-16,16077.0,,,16077.0
5,2016-12-16,16027.0,,,16002.0
6,2016-12-16,16027.0,,,16027.0
7,2016-12-16,16027.0,,,16077.0
8,2016-12-19,16077.0,,,16027.0
9,2016-12-19,15926.0,,,15951.0
10,2016-12-19,15951.0,,,16177.0
11,2016-12-19,16027.0,,,15926.0
12,2016-12-20,15576.0,,,15926.0
13,2016-12-20,15926.0,,,15901.0
14,2016-12-20,15901.0,,,15826.0
15,2016-12-20,15826.0,,,15776.0
16,2016-12-21,15676.0,,,15776.0
17,2016-12-21,15801.0,,,15826.0
18,2016-12-21,15826.0,,,15776.0
19,2016-12-21,15751.0,,,15626.0
20,2016-12-22,15626.0,,,15676.0
21,2016-12-22,15676.0,,,15626.0
22,2016-12-22,15651.0,,,15676.0
23,2016-12-22,15701.0,,,15701.0
24,2016-12-23,15676.0,,,15676.0
25,2016-12-23,15676.0,,,15701.0
26,2016-12-23,15751.0,,,15526.0
27,2016-12-23,15526.0,,,15551.0
28,2016-12-26,15576.0,,,15651.0
29,2016-12-26,15676.0,,,15676.0
30,2016-12-26,15676.0,,,15651.0
31,2016-12-26,15651.0,,,15676.0
32,2016-12-27,15801.0,,,15901.0
33,2016-12-27,15726.0,,,15826.0
34,2016-12-27,15651.0,,,15801.0
35,2016-12-27,15801.0,,,15726.0
36,2016-12-28,15801.0,,,16427.0
37,2016-12-28,16277.0,,,16527.0
38,2016-12-28,16502.0,,,16527.0
39,2016-12-28,16527.0,,,16678.0
40,2016-12-29,16778.0,,,16653.0
41,2016-12-29,16653.0,,,16703.0
42,2016-12-29,16703.0,,,16778.0
43,2016-12-29,16778.0,,,16878.0
44,2017-01-02,16978.0,,,16853.0
45,2017-01-02,16853.0,,,16753.0
46,2017-01-02,16778.0,,,16778.0
47,2017-01-03,16502.0,,,16628.0
