Datetime,Open,High,Low,Close,Volume
2017-03-28,9627.0,9642.0,9589.0,9589.0,142.0
2017-03-29,9666.0,9666.0,9666.0,9666.0,1.0
2017-03-30,9797.0,9816.0,9797.0,9816.0,12.0
2017-03-31,9826.0,9826.0,9792.0,9792.0,23.0
2017-04-03,9802.0,9826.0,9744.0,9744.0,8.0
2017-04-04,9734.0,9734.0,9734.0,9734.0,1.0
2017-04-05,9715.0,9841.0,9700.0,9826.0,4511.0
2017-04-06,9763.0,9763.0,9758.0,9758.0,31.0
2017-04-07,9763.0,9782.0,9695.0,9782.0,4041.0
2017-04-10,9812.0,9812.0,9719.0,9719.0,30.0
2017-04-11,9729.0,9729.0,9729.0,9729.0,0.0
2017-04-12,9768.0,9768.0,9705.0,9734.0,111.0
2017-04-13,9836.0,9836.0,9836.0,9836.0,5.0
2017-04-14,9773.0,9773.0,9773.0,9773.0,0.0
2017-04-17,9768.0,9768.0,9700.0,9700.0,32.0
2017-04-18,9734.0,9734.0,9734.0,9734.0,0.0
2017-04-19,9734.0,9744.0,9734.0,9744.0,59.0
2017-04-20,9671.0,9671.0,9627.0,9652.0,183.0
2017-04-21,9773.0,9773.0,9773.0,9773.0,0.0
2017-04-24,9773.0,9812.0,9753.0,9807.0,10702.0
2017-04-25,9816.0,9976.0,9816.0,9972.0,6464.0
2017-04-26,10035.0,10059.0,9972.0,10030.0,7739.0
2017-04-27,9933.0,9957.0,9913.0,9957.0,4803.0
2017-04-28,9957.0,9972.0,9957.0,9972.0,55.0
2017-05-02,10059.0,10098.0,9947.0,9947.0,20446.0
2017-05-04,10088.0,10131.0,10088.0,10127.0,13902.0
2017-05-08,10156.0,10228.0,10122.0,10228.0,4156.0
2017-05-10,10379.0,10418.0,10209.0,10228.0,5329.0
2017-05-11,10258.0,10422.0,10258.0,10422.0,134.0
2017-05-12,10432.0,10476.0,10379.0,10379.0,1121.0
2017-05-15,10422.0,10422.0,10325.0,10384.0,446.0
2017-05-16,10481.0,10481.0,10393.0,10398.0,191.0
2017-05-17,10466.0,10466.0,10398.0,10403.0,395.0
2017-05-18,10321.0,10359.0,10321.0,10350.0,339.0
2017-05-19,10384.0,10456.0,10384.0,10456.0,118.0
2017-05-22,10422.0,10442.0,10422.0,10442.0,1002.0
2017-05-23,10461.0,10548.0,10461.0,10466.0,1652.0
2017-05-24,10534.0,10573.0,10519.0,10573.0,87.0
2017-05-25,10573.0,10573.0,10476.0,10476.0,1366.0
2017-05-26,10641.0,10684.0,10641.0,10679.0,1841.0
2017-05-29,10796.0,10868.0,10786.0,10786.0,1067.0
2017-05-30,10830.0,10951.0,10742.0,10859.0,515.0
2017-05-31,10859.0,10878.0,10786.0,10820.0,604.0
2017-06-01,10825.0,10825.0,10699.0,10757.0,290398.0
2017-06-02,10771.0,10931.0,10771.0,10931.0,167.0
2017-06-05,10941.0,10985.0,10907.0,10960.0,334.0
2017-06-07,11043.0,11130.0,10975.0,11101.0,15547.0
2017-06-08,11111.0,11266.0,11111.0,11261.0,3151.0
2017-06-09,11276.0,11276.0,11193.0,11261.0,2547.0
2017-06-12,11062.0,11101.0,10805.0,10830.0,14667.0
2017-06-13,10893.0,11164.0,10893.0,11164.0,3499.0
2017-06-14,11271.0,11348.0,11145.0,11174.0,5543.0
2017-06-15,11150.0,11310.0,11135.0,11310.0,14881.0
2017-06-16,11227.0,11416.0,11227.0,11290.0,600.0
2017-06-19,11266.0,11571.0,11266.0,11562.0,1995.0
2017-06-20,11717.0,11717.0,11533.0,11625.0,7823.0
2017-06-21,11426.0,11639.0,11402.0,11639.0,19560.0
2017-06-22,11765.0,11852.0,11712.0,11843.0,5773.0
2017-06-23,11843.0,11867.0,11756.0,11867.0,1854.0
2017-06-26,12012.0,12328.0,12012.0,12318.0,9604.0
2017-06-27,12371.0,12502.0,12221.0,12454.0,13391.0
2017-06-28,12269.0,12337.0,12008.0,12032.0,25829.0
2017-06-29,12192.0,12216.0,11969.0,12032.0,23135.0
2017-06-30,11838.0,12085.0,11789.0,12085.0,7900.0
2017-07-03,12056.0,12056.0,11678.0,11789.0,36075.0
2017-07-04,11867.0,11886.0,11770.0,11852.0,5423.0
2017-07-05,11911.0,12216.0,11911.0,12158.0,8310.0
2017-07-06,12226.0,12226.0,12003.0,12056.0,12510.0
2017-07-07,11945.0,12095.0,11891.0,11935.0,5005.0
2017-07-10,12022.0,12071.0,11916.0,11949.0,6565.0
2017-07-11,11945.0,12114.0,11833.0,12114.0,14041.0
2017-07-12,12168.0,12168.0,11911.0,11959.0,31321.0
2017-07-13,12071.0,12323.0,12056.0,12269.0,8664.0
2017-07-14,12391.0,12391.0,12114.0,12187.0,12190.0
2017-07-17,12308.0,12400.0,12226.0,12400.0,14159.0
2017-07-18,12395.0,12488.0,12381.0,12468.0,14068.0
2017-07-19,12429.0,12458.0,12216.0,12260.0,16435.0
2017-07-20,12294.0,12294.0,11979.0,12100.0,178628.0
2017-07-21,12037.0,12221.0,12037.0,12177.0,21966.0
2017-07-24,12172.0,12240.0,12139.0,12221.0,4952.0
2017-07-25,12235.0,12235.0,11988.0,12037.0,19239.0
2017-07-26,12037.0,12037.0,11625.0,11712.0,20644.0
2017-07-27,11756.0,11877.0,11615.0,11707.0,131919.0
2017-07-28,11722.0,11722.0,11159.0,11217.0,53291.0
2017-07-31,11072.0,11368.0,11072.0,11319.0,7327.0
2017-08-01,11324.0,11450.0,11256.0,11392.0,26812.0
2017-08-02,11562.0,11736.0,11562.0,11736.0,10657.0
2017-08-03,11741.0,11741.0,11343.0,11460.0,4510.0
2017-08-04,11542.0,11547.0,11411.0,11523.0,5528.0
2017-08-07,11610.0,11634.0,11542.0,11552.0,1908.0
2017-08-08,11629.0,11629.0,11528.0,11557.0,1131.0
2017-08-09,11465.0,11465.0,11198.0,11198.0,4146.0
2017-08-10,11135.0,11242.0,10994.0,11159.0,30162.0
2017-08-11,10956.0,11072.0,10936.0,11014.0,23589.0
2017-08-14,11174.0,11310.0,11154.0,11261.0,4853.0
2017-08-16,11445.0,11479.0,11387.0,11445.0,91421.0
2017-08-17,11465.0,11571.0,11465.0,11547.0,1932.0
2017-08-18,11377.0,11562.0,11377.0,11547.0,1752.0
2017-08-21,11663.0,11663.0,11547.0,11620.0,845.0
2017-08-22,11722.0,11760.0,11668.0,11736.0,10729.0
2017-08-23,11896.0,11916.0,11809.0,11891.0,17543.0
2017-08-24,11891.0,11959.0,11862.0,11916.0,1561.0
2017-08-25,11886.0,11935.0,11833.0,11906.0,4389.0
2017-08-28,11857.0,11906.0,11726.0,11760.0,2466.0
2017-08-29,11663.0,11702.0,11566.0,11702.0,54188.0
2017-08-30,11828.0,11998.0,11823.0,11998.0,1914.0
2017-08-31,12061.0,12080.0,12017.0,12071.0,7147.0
2017-09-01,12148.0,12148.0,11945.0,12008.0,180218.0
2017-09-04,11659.0,11935.0,11659.0,11852.0,1491.0
2017-09-05,11852.0,11974.0,11780.0,11974.0,1370.0
2017-09-06,11998.0,12095.0,11969.0,11979.0,126330.0
2017-09-07,12080.0,12172.0,12056.0,12056.0,2566.0
2017-09-08,12197.0,12235.0,12129.0,12192.0,122960.0
2017-09-11,12313.0,12551.0,12313.0,12546.0,86990.0
2017-09-12,12652.0,12652.0,12444.0,12492.0,81158.0
2017-09-13,12589.0,12778.0,12507.0,12701.0,162217.0
2017-09-14,12778.0,12851.0,12711.0,12798.0,3677.0
2017-09-15,12783.0,12924.0,12735.0,12904.0,3688.0
2017-09-18,12958.0,13123.0,12958.0,13113.0,9897.0
2017-09-19,13113.0,13113.0,12846.0,13001.0,90711.0
2017-09-20,13079.0,13079.0,12744.0,12744.0,12801.0
2017-09-21,12788.0,12788.0,12512.0,12609.0,7877.0
2017-09-22,12580.0,12691.0,12303.0,12332.0,2363.0
2017-09-25,12313.0,12536.0,12313.0,12531.0,1478.0
2017-09-26,12439.0,12497.0,12211.0,12216.0,13971.0
2017-09-27,12289.0,12357.0,12245.0,12245.0,87134.0
2017-09-28,12381.0,12381.0,12046.0,12066.0,885.0
2017-09-29,12066.0,12158.0,11891.0,12158.0,7009.0
2017-10-10,12347.0,12575.0,12255.0,12531.0,44831.0
2017-10-11,12599.0,12735.0,12589.0,12735.0,3280.0
2017-10-12,12711.0,12711.0,12468.0,12531.0,1547.0
2017-10-13,12517.0,12517.0,12366.0,12366.0,5969.0
2017-10-16,12386.0,12429.0,12027.0,12105.0,82907.0
