time,open,high,low,close,EMA,MA,MA,MA,MA,MA,Volume,Volume MA,RSI
2020-06-24T16:30:00Z,116.84,117.25,116.64,116.69,44637.25485824541,122.25333333333289,122.24312499999999,120.32600000000028,119.0270000000007,117.43599999999978,27005,44508.9,24.3548576251343
2020-06-24T17:30:00Z,116.64,117.2,116.24,117.2,42008.80388659633,122.17316666666622,122.04087499999999,120.01500000000026,118.5790000000007,116.98599999999979,31495,45434.5,29.126138846883393
2020-06-24T18:30:00Z,117.09,117.39,116.72,116.93,42007.243109277064,122.11049999999956,121.87537499999999,119.73800000000026,118.1500000000007,116.87799999999979,42001,46174.9,28.115090940362137
2020-06-24T19:30:00Z,117.03,117.12,116.31,116.38,43884.99448742165,122.0198333333329,121.67312499999998,119.44600000000028,117.7030000000007,116.8199999999998,51396,48859.2,26.125613898924612
2020-06-25T13:30:00Z,116.48,118.7,116.26,118.67,50019.79558993732,121.98599999999958,121.517125,119.34100000000028,117.59200000000071,117.1739999999998,74559,51532.7,43.91943736105863
2020-06-25T14:30:00Z,118.5,118.56,116.52,116.85,48321.83647194986,121.93116666666624,121.293375,119.12900000000027,117.32100000000071,117.20599999999982,41530,51689.5,36.41273377394355
2020-06-25T15:30:00Z,116.92,117.28,116.25,117.23,42414.26917755989,121.87066666666624,121.09612499999999,118.93550000000027,117.0990000000007,117.2119999999998,18784,48296.5,38.76605718849065
2020-06-25T16:30:00Z,117.32,117.93,117.22,117.68,37888.01534204791,121.80016666666624,120.93237500000001,118.76800000000026,117.12000000000072,117.36199999999981,19783,39571.9,41.525925858990085
2020-06-25T17:30:00Z,117.67,117.84,117.19,117.37,35387.01227363833,121.77633333333291,120.760625,118.58300000000024,117.1900000000007,117.5599999999998,25383,37513.2,40.18234043284154
2020-06-25T18:30:00Z,117.41,118.79,117.13,118.73,33491.80981891066,121.76699999999957,120.629125,118.46900000000024,117.37300000000069,117.57199999999982,25911,35784.7,48.11390469266043
2020-06-25T19:30:00Z,118.61,119.21,118.23,119,35768.647855128525,121.75199999999957,120.513375,118.31550000000023,117.60400000000068,118.00199999999981,44876,37571.8,49.54427799243984
2020-06-26T13:30:00Z,118.26,118.77,116.81,116.98,32858.31828410282,121.69316666666623,120.34887499999998,118.08050000000023,117.58200000000068,117.95199999999981,21217,36544,40.53990594525952
2020-06-26T14:30:00Z,117.07,117.29,116.32,116.32,32346.054627282254,121.5988333333329,120.16962499999997,117.83550000000025,117.52100000000067,117.6799999999998,30297,35373.6,38.103223708783304
2020-06-26T15:30:00Z,116.44,117.06,116.28,117.06,29779.443701825803,121.53199999999957,120.00237499999999,117.64600000000026,117.58900000000067,117.61799999999978,19513,32185.3,42.291437876369514
2020-06-26T16:30:00Z,117,117.42,116.9,117.31,26280.954961460644,121.45933333333292,119.843625,117.52250000000024,117.45300000000066,117.33399999999979,12287,25958.1,43.677976814071414
2020-06-26T17:30:00Z,117.27,117.5,116.96,116.96,23713.563969168514,121.29633333333292,119.66187500000001,117.39250000000024,117.46400000000067,116.92599999999979,13444,23149.5,42.15106794322795
2020-06-26T18:30:00Z,116.9,117.18,116.5,116.87,23452.05117533481,121.15324999999959,119.442875,117.26350000000025,117.42800000000065,116.9039999999998,22406,23511.7,41.746925695860035
2020-06-26T19:30:00Z,116.88,117.58,116.53,117.16,31916.24094026785,121.01158333333292,119.246875,117.24800000000025,117.37600000000066,117.0719999999998,65773,28110.7,43.622656244962464
2020-06-29T13:30:00Z,117.98,118.8,117.41,118.57,29778.39275221428,120.88841666666625,119.1395,117.34300000000026,117.49600000000063,117.3739999999998,21227,27695.1,51.756506116185726
2020-06-29T14:30:00Z,118.62,119.32,118.55,119.05,27675.114201771423,120.78324999999958,119.0415,117.45050000000026,117.52800000000063,117.7219999999998,19262,27030.2,54.18006098826036
2020-06-29T15:30:00Z,119.1,119.37,118.95,119.3,25428.69136141714,120.68908333333293,118.9535,117.58100000000027,117.55800000000063,118.18999999999978,16443,24186.9,55.435755812974534
2020-06-29T16:30:00Z,119.28,119.39,119.11,119.24,23544.953089133713,120.58824999999959,118.849,117.68300000000026,117.78400000000063,118.66399999999979,16010,23666.2,55.04585856255534
2020-06-29T17:30:00Z,119.23,119.36,118.99,119.06,21020.56247130697,120.51341666666626,118.76375,117.78950000000027,118.05800000000063,119.0439999999998,10923,21728.8,53.82284082949264
2020-06-29T18:30:00Z,119.1,119.34,118.91,119.3,21141.049977045575,120.42724999999959,118.69075000000001,117.93550000000027,118.28200000000064,119.18999999999978,21623,21939.8,55.25048461967959
2020-06-29T19:30:00Z,119.38,119.77,118.78,119.77,25393.83998163646,120.34158333333293,118.66575,117.99050000000027,118.52800000000063,119.33399999999979,42405,24951.6,57.98966180911784
2020-06-30T13:30:00Z,119.2,120.17,119.04,119.82,24504.871985309168,120.24191666666626,118.63399999999999,118.13900000000028,118.81400000000062,119.43799999999979,20949,25702.1,58.28221835941025
2020-06-30T14:30:00Z,119.9,120.24,119.3,120.16,22546.697588247334,120.1592499999996,118.61049999999997,118.28550000000027,119.14300000000063,119.62199999999977,14714,24932.9,60.30648094439187
2020-06-30T15:30:00Z,120.06,120.22,119.74,120.13,20662.958070597866,120.09091666666627,118.588,118.40800000000029,119.44000000000062,119.83599999999979,13128,19668.4,60.02969831976624
2020-06-30T16:30:00Z,120.12,120.16,119.34,119.66,18811.16645647829,120.01458333333294,118.55274999999999,118.52250000000029,119.54900000000063,119.90799999999979,11404,18686.1,55.71538889976768
2020-06-30T17:30:00Z,119.66,119.85,119.39,119.82,18116.533165182635,119.94508333333293,118.52299999999998,118.5770000000003,119.62600000000063,119.91799999999981,15338,18293.7,56.85225684490228
2020-06-30T18:30:00Z,119.85,120.15,119.6,120.13,17442.826532146108,119.88674999999961,118.47449999999999,118.6335000000003,119.70900000000063,119.97999999999979,14748,18124.2,59.045971847246136
2020-06-30T19:30:00Z,120.09,121.19,120.08,120.69,24029.061225716887,119.83891666666626,118.44974999999997,118.8190000000003,119.85400000000064,120.08599999999981,50374,21560.6,62.73208168378887
2020-07-01T13:30:00Z,120.69,121.21,119.75,119.84,26141.04898057351,119.77808333333293,118.41524999999997,118.9950000000003,119.93200000000063,120.02799999999982,34589,23927.2,54.686339955530855
2020-07-01T14:30:00Z,119.96,120.17,118.88,118.9,25255.239184458806,119.69724999999958,118.36649999999995,119.0870000000003,119.89200000000065,119.87599999999982,21712,23936.1,47.44005825864655
2020-07-01T15:30:00Z,118.955,119.72,118.9,119.3,23106.191347567044,119.62458333333294,118.35449999999996,119.18650000000032,119.84500000000064,119.77199999999979,14510,21146.6,50.44894657561668
2020-07-01T16:30:00Z,119.3,119.45,118.98,119.19,22666.353078053635,119.54058333333293,118.34524999999994,119.29800000000031,119.78200000000065,119.5839999999998,20907,21142.4,49.60790120723505
2020-07-01T17:30:00Z,119.22,119.22,118.68,118.75,21733.28246244291,119.42591666666627,118.32774999999995,119.39200000000032,119.64100000000064,119.19599999999983,18001,21471.1,46.28403731932465
2020-07-01T18:30:00Z,118.78,119.2,118.63,119.03,21677.825969954327,119.32641666666626,118.36674999999994,119.48550000000034,119.53100000000063,119.0339999999998,21456,22303.9,48.642278213697814
2020-07-01T19:30:00Z,119.04,119.22,118.39,118.5,26016.66077596346,119.25366666666626,118.41249999999994,119.48200000000034,119.41500000000062,118.95399999999981,43372,25500.7,44.6467248931262
2020-07-02T13:30:00Z,119.89,121.42,119.65,120.44,29501.92862077077,119.21149999999959,118.50099999999993,119.55150000000033,119.47700000000063,119.18199999999983,43443,28311.2,58.1859969165867
2020-07-02T14:30:00Z,120.36,120.38,119.26,119.84,30195.542896616615,119.16183333333292,118.57974999999995,119.57850000000033,119.44800000000063,119.31199999999986,32970,30133.4,53.80279914542548
2020-07-02T15:30:00Z,119.94,120.58,119.93,120.57,26498.83431729329,119.11433333333292,118.66399999999994,119.64500000000035,119.43600000000063,119.67599999999985,11712,26267.2,57.952954593768375
2020-07-02T16:30:00Z,120.57,120.66,120.41,120.47,23132.86745383463,119.08099999999959,118.75249999999994,119.71550000000033,119.49900000000063,119.96399999999986,9669,23775.2,57.19495624874455
2020-07-02T17:30:00Z,120.47,120.94,120.47,120.75,21429.693963067704,119.05649999999959,118.86174999999994,119.78800000000032,119.68400000000062,120.41399999999985,14617,23065.7,58.819124314475545
2020-07-02T18:30:00Z,120.76,120.91,120.49,120.55,20396.955170454163,119.05283333333291,118.90874999999994,119.82700000000034,119.80900000000062,120.43599999999984,16266,23241.3,57.15104444536307
2020-07-02T19:30:00Z,120.52,120.57,119.32,119.67,25281.76413636333,119.02916666666624,118.97924999999994,119.81950000000033,119.85700000000062,120.40199999999982,44821,25632.7,50.38085007169721
2020-07-06T13:30:00Z,121.42,121.77,119.76,119.97,26600.011309090663,119.01033333333291,119.04774999999995,119.81000000000033,119.97900000000064,120.28199999999984,31873,27019.9,52.44889899703847
2020-07-06T14:30:00Z,119.86,120.42,119.86,120.15,24072.60904727253,118.99566666666624,119.10949999999994,119.81100000000033,120.09100000000065,120.21799999999982,13963,26270.6,53.69590018900644
2020-07-06T15:30:00Z,120.12,120.27,119.83,120.15,21456.487237818023,118.98033333333291,119.17899999999993,119.83550000000034,120.25600000000065,120.09799999999981,10992,23032.6,53.69590018900644
2020-07-06T16:30:00Z,120.09,120.14,119.66,119.82,19449.38979025442,118.96049999999956,119.20624999999993,119.83550000000034,120.19400000000064,119.95199999999981,11421,19830.4,50.85998449212188
2020-07-06T17:30:00Z,119.82,120.39,119.63,120,18437.111832203536,118.92599999999956,119.23124999999993,119.82900000000033,120.21000000000065,120.01799999999983,14388,17972.2,52.338623035643266
2020-07-06T18:30:00Z,119.98,120.03,119.46,119.66,18552.48946576283,118.8923333333329,119.29824999999994,119.77750000000033,120.11900000000067,119.95599999999982,19014,18702.4,49.3197903035808
2020-07-06T19:30:00Z,119.6,120.24,119.52,120.19,20435.391572610264,118.87516666666622,119.39499999999994,119.79500000000033,120.09100000000066,119.96399999999983,27967,20532.2,53.79381621172462
2020-07-07T13:30:00Z,119.11,119.51,118.68,118.72,23061.71325808821,118.83966666666622,119.43649999999994,119.78600000000031,119.88800000000067,119.67799999999984,33567,22427.2,42.56899080984787
2020-07-07T14:30:00Z,118.7,118.89,118.17,118.67,24944.770606470567,118.82116666666622,119.47049999999993,119.7545000000003,119.70000000000068,119.44799999999982,32477,24048.3,42.246088540347735
2020-07-07T15:30:00Z,118.67,118.76,118.31,118.5,22890.416485176454,118.80349999999954,119.50899999999993,119.7200000000003,119.58300000000068,119.14799999999983,14673,21033.5,41.10444600152799
2020-07-07T16:30:00Z,118.56,118.74,118.44,118.74,20386.333188141165,118.79166666666622,119.55574999999992,119.7195000000003,119.46000000000068,118.96399999999983,10370,18883.2,43.42871651985132
2020-07-07T17:30:00Z,118.72,118.9,118.51,118.63,18502.46655051293,118.81099999999954,119.59249999999993,119.69950000000028,119.30800000000067,118.65199999999982,10967,18583.6,42.59892511899727
2020-07-07T18:30:00Z,118.55,118.6,117.85,117.85,21836.973240410345,118.83066666666622,119.57449999999994,119.66700000000029,119.07800000000066,118.47799999999981,35175,21001.9,37.17482748687692
2020-07-07T19:30:00Z,117.82,117.83,117.36,117.62,26400.778592328275,118.84266666666622,119.53874999999994,119.52600000000027,118.85800000000066,118.26799999999983,44656,24325.4,35.730115762671275
2020-07-08T13:30:00Z,118.1,118.63,117.17,117.95,31999.42287386262,118.86366666666622,119.50499999999992,119.43150000000026,118.65300000000066,118.15799999999983,54394,28326,39.370814605729194
2020-07-08T14:30:00Z,118.01,118.03,116.94,117.08,32502.738299090095,118.86166666666622,119.45099999999994,119.25700000000025,118.39500000000064,117.82599999999984,34516,29876.2,33.91608800758121
2020-07-08T15:30:00Z,117.08,117.18,116.84,116.98,33033.59063927208,118.86249999999954,119.39899999999992,119.08250000000025,118.07400000000064,117.49599999999984,35157,30595.2,33.34423452578115
2020-07-08T16:30:00Z,117,117.14,116.49,116.66,34686.672511417666,118.86716666666621,119.3329999999999,118.87800000000024,117.86800000000065,117.25799999999984,41299,31368.4,31.513161547415578
2020-07-08T17:30:00Z,116.74,117.36,116.74,117.36,32566.938009134134,118.84533333333287,119.27274999999989,118.71850000000025,117.73700000000062,117.20599999999983,24088,30529.5,39.358114492523164
2020-07-08T18:30:00Z,117.37,117.79,116.98,117.59,33249.75040730731,118.85766666666619,119.2169999999999,118.61450000000025,117.64600000000061,117.13399999999983,35981,32660.3,41.720305283718986
2020-07-08T19:30:00Z,117.6,117.74,117.42,117.73,33991.20032584584,118.86599999999953,119.15624999999989,118.50250000000025,117.54500000000061,117.26399999999983,36957,35319,43.171394641706826
2020-07-09T13:30:00Z,117.72,117.72,116.48,116.65,32967.160260676676,118.84883333333285,119.06924999999987,118.32750000000026,117.34700000000062,117.19799999999982,28871,37109.4,35.77193896338454
2020-07-09T14:30:00Z,116.68,116.75,115.21,115.5,35693.12820854134,118.81766666666618,118.96524999999988,118.09500000000025,117.11200000000062,116.96599999999982,46597,38251.6,29.896019542652013
2020-07-09T15:30:00Z,115.62,116.35,115.2,116.05,34116.10256683307,118.77299999999953,118.8709999999999,117.90650000000025,116.95500000000061,116.70399999999981,27808,36566.8,35.36435292466953
2020-07-09T16:30:00Z,116.04,116.34,115.83,116.14,34194.28205346646,118.72533333333287,118.7712499999999,117.71350000000025,116.77400000000061,116.4139999999998,34507,34578.1,36.24078800128249
2020-07-09T17:30:00Z,116.12,116.41,115.95,116.18,30917.425642773167,118.71199999999955,118.65849999999992,117.53950000000025,116.68400000000062,116.10399999999981,17810,32907.5,36.651921873407126
2020-07-09T18:30:00Z,116.15,116.5,115.78,115.81,30196.940514218535,118.70349999999956,118.55774999999991,117.32050000000024,116.56700000000062,115.93599999999981,27315,32123.3,34.43971239065979
2020-07-09T19:30:00Z,115.79,116.01,115.58,115.63,36716.35241137483,118.67966666666622,118.47599999999993,117.16600000000025,116.4640000000006,115.9619999999998,62794,34272.8,33.3840525105834
2020-07-10T13:30:00Z,115.41,117.84,115.29,117.45,47083.08192909986,118.68199999999955,118.42974999999993,117.10500000000025,116.47300000000061,116.24199999999982,88550,40719,50.05441867756416
2020-07-10T14:30:00Z,117.45,118.25,117.45,117.8,43863.06554327989,118.69599999999954,118.39499999999994,117.07000000000025,116.49400000000063,116.57399999999981,30983,40219.2,52.51536086618475
2020-07-10T15:30:00Z,117.87,118.51,117.75,118.15,40346.05243462391,118.71733333333287,118.37999999999992,117.04050000000026,116.53600000000063,116.9679999999998,26278,39151.3,54.90805921899821
2020-07-10T16:30:00Z,118.04,118.135,117.62,117.75,35362.24194769913,118.72716666666621,118.34799999999993,116.99650000000027,116.64600000000061,117.35599999999981,15427,37806.9,51.701671593206164
2020-07-10T17:30:00Z,117.82,118.02,117.65,117.84,31203.7935581593,118.71499999999955,118.33149999999993,116.99600000000028,116.8800000000006,117.79799999999982,14570,34604.2,52.37554321389296
2020-07-10T18:30:00Z,117.91,118.42,117.82,118.37,29983.83484652744,118.70366666666622,118.27974999999995,117.03350000000027,117.1120000000006,117.98199999999981,25104,34333.8,56.24697158901799
2020-07-10T19:30:00Z,118.35,118.48,118.12,118.34,32497.26787722195,118.68766666666622,118.24224999999994,117.0530000000003,117.33200000000059,118.08999999999983,42551,35138.2,55.96962447233507
2020-07-13T13:30:00Z,119.71,120.1,118.67,119.17,32886.21430177756,118.68649999999955,118.20724999999996,117.1575000000003,117.63100000000058,118.29399999999983,34442,36801.4,61.60972964462212
2020-07-13T14:30:00Z,119.23,120.08,118.97,119.95,32229.171441422048,118.70133333333288,118.19424999999994,117.3060000000003,118.0450000000006,118.73399999999984,29601,37030,66.01545541169213
2020-07-13T15:30:00Z,119.98,120.03,119.52,119.63,28455.737153137638,118.70683333333288,118.16624999999995,117.45450000000031,118.44500000000058,119.09199999999983,13362,32086.8,62.82977745087038
2020-07-13T16:30:00Z,119.76,120.74,119.72,120.43,28347.58972251011,118.71783333333288,118.16324999999995,117.60800000000029,118.74300000000058,119.50399999999983,27915,26023.3,67.10371171642592
2020-07-13T17:30:00Z,120.42,120.92,120.42,120.83,29570.07177800809,118.73466666666621,118.19224999999994,117.77000000000028,119.04600000000057,120.00199999999984,34460,26371,69.0216958246457
2020-07-13T18:30:00Z,120.8,120.97,120.12,120.14,35037.45742240647,118.73433333333288,118.19649999999994,117.89050000000027,119.24500000000057,120.19599999999984,56907,29433.9,62.276478662677555
2020-07-13T19:30:00Z,120.11,120.19,119,119.19,38698.76593792518,118.71866666666621,118.17249999999994,118.01750000000027,119.38900000000058,120.04399999999983,53344,33225.6,54.39467051808988
2020-07-14T13:30:00Z,118.62,119.48,117.94,119.4,40503.41275034014,118.71433333333287,118.15374999999995,118.21250000000028,119.5450000000006,119.99799999999982,47722,36540.8,55.72851821218843
2020-07-14T14:30:00Z,119.53,119.95,119.2,119.35,37046.73020027211,118.70649999999955,118.14199999999997,118.37750000000025,119.64300000000057,119.78199999999984,23220,36352.4,55.31369911630464
2020-07-14T15:30:00Z,119.22,119.86,119.21,119.37,34091.58416021769,118.69383333333288,118.12624999999996,118.53900000000026,119.74600000000058,119.48999999999982,22271,34324.4,55.4565260145415
2020-07-14T16:30:00Z,119.46,119.84,119.215,119.3,30998.06732817415,118.67066666666622,118.11724999999997,118.69500000000028,119.75900000000055,119.32199999999982,18624,32742.6,54.796379714448406
2020-07-14T17:30:00Z,119.27,119.81,119.04,119.6,31011.653862539322,118.66666666666623,118.10249999999999,118.88450000000027,119.72400000000054,119.40399999999981,31066,32889.1,57.15056443550041
2020-07-14T18:30:00Z,119.59,120.195,119.34,120.1,30474.32309003146,118.68666666666624,118.13699999999999,119.10800000000026,119.77100000000056,119.54399999999983,28325,34385.4,60.81356130662359
2020-07-14T19:30:00Z,120.12,120.88,120.11,120.62,34121.65847202517,118.70866666666623,118.18574999999998,119.26650000000026,119.79000000000053,119.79799999999982,48711,36465,64.2375817059548
2020-07-15T13:30:00Z,122.26,123.86,122.225,123.34,36174.126777620135,118.77783333333291,118.30675,119.54350000000026,120.04100000000054,120.59199999999983,44384,37457.4,76.03393050377856
2020-07-15T14:30:00Z,123.31,123.96,122.82,123.16,38000.90142209611,118.8513333333329,118.41725,119.79400000000025,120.34300000000053,121.36399999999983,45308,36297.5,74.28760432512951
2020-07-15T15:30:00Z,123.17,123.36,122.37,122.755,35458.32113767689,118.91341666666625,118.52037499999999,120.04425000000026,120.69950000000054,121.99499999999982,25288,33491.9,70.37126355740517
2020-07-15T16:30:00Z,122.68,122.9,122.35,122.8,32203.05691014151,118.98508333333292,118.64412499999999,120.29225000000027,121.03950000000052,122.53499999999981,19182,30637.9,70.55699627283794
2020-07-15T17:30:00Z,122.86,123.055,122.68,122.8,30474.645528113208,119.02441666666626,118.773625,120.51375000000027,121.38450000000053,122.9709999999998,23561,30672,70.55699627283795
2020-07-15T18:30:00Z,122.77,122.95,122.27,122.76,30305.116422490566,119.07308333333293,118.89387500000001,120.73475000000028,121.72350000000051,122.85499999999979,29627,31407.6,70.10395824120233
2020-07-15T19:30:00Z,122.75,123.3,122.7,123.01,32650.09313799245,119.1137499999996,119.04212500000001,120.92675000000028,122.09450000000052,122.82499999999979,42030,33748.2,71.34246425932034
2020-07-16T13:30:00Z,122.51,123.69,122.17,123.66,30744.27451039396,119.16691666666627,119.20912500000001,121.11225000000029,122.50050000000053,123.00599999999979,23121,32953.7,74.32110910088417
2020-07-16T14:30:00Z,123.65,124.445,123.45,124.44,32108.019608315168,119.22841666666626,119.403625,121.35275000000028,122.93450000000055,123.33399999999979,37563,33877.5,77.36189522966434
2020-07-16T15:30:00Z,124.44,124.45,123.49,123.7,29008.815686652135,119.28091666666624,119.56212500000001,121.51625000000028,123.24250000000056,123.51399999999981,16612,30667.6,69.0124287495144
2020-07-16T16:30:00Z,123.69,124.13,123.62,124.01,27281.85254932171,119.35324999999959,119.72262500000002,121.6752500000003,123.30950000000057,123.76399999999981,20374,28266.6,70.45118224522814
2020-07-16T17:30:00Z,124,124,123.69,123.74,25825.882039457367,119.4160833333329,119.87287500000002,121.8552500000003,123.36750000000056,123.90999999999981,20002,25736,67.51109148866412
2020-07-16T18:30:00Z,123.77,123.9,123.14,123.9,25533.705631565892,119.4785833333329,120.05412500000003,122.0907500000003,123.48200000000057,123.95799999999981,24365,25643.7,68.35390876426587
2020-07-16T19:30:00Z,123.86,124.22,123.77,124.06,28591.764505252715,119.54374999999959,120.26812500000003,122.32375000000029,123.60800000000056,123.88199999999979,40824,27807.9,69.21398407471585
2020-07-17T13:30:00Z,124.25,124.26,123.2,123.96,26419.211604202173,119.6127499999996,120.46587500000003,122.5542500000003,123.72400000000057,123.93399999999978,17729,27224.7,67.97060869119981
2020-07-17T14:30:00Z,124,124.52,123.85,124.42,24227.36928336174,119.68641666666626,120.67287500000002,122.8067500000003,123.89000000000058,124.01599999999978,15460,25808,70.58803781363986
2020-07-17T15:30:00Z,124.48,124.55,124.2,124.34,21330.895426689392,119.76441666666626,120.87687500000001,123.0587500000003,124.02300000000056,124.13599999999978,9745,22579.5,69.52394987304329
2020-07-17T16:30:00Z,124.47,125.04,124.47,124.98,22510.916341351513,119.8442499999996,121.10612499999999,123.32775000000031,124.15500000000057,124.35199999999979,27231,22990.5,73.02702843082126
2020-07-17T17:30:00Z,125.01,125.33,124.85,125.32,20832.13307308121,119.95424999999959,121.34837499999999,123.58875000000032,124.24300000000055,124.60399999999981,14117,20645.9,74.69137359621722
2020-07-17T18:30:00Z,125.29,125.62,124.98,125.34,24847.50645846497,120.06541666666627,121.545625,123.82475000000034,124.40700000000054,124.87999999999981,40909,23075.6,74.78991634059956
2020-07-17T19:30:00Z,125.34,125.48,125.22,125.25,26505.205166771975,120.17791666666626,121.73187499999999,123.92025000000032,124.53100000000055,125.04599999999982,33136,24351.8,73.40482666297542
2020-07-20T13:30:00Z,126.07,126.3,125.16,125.6,28205.56413341758,120.2922499999996,121.918125,124.04225000000034,124.71700000000052,125.29799999999982,35007,25852.3,75.31910861318298
2020-07-20T14:30:00Z,125.71,126.21,125.52,126.12,28669.051306734065,120.41708333333294,122.127375,124.21050000000032,124.93900000000053,125.52599999999981,30523,26468.1,77.86795996852528
2020-07-20T15:30:00Z,126.05,126.19,125.54,125.77,30187.24104538725,120.54908333333293,122.32562500000002,124.35900000000031,125.11000000000054,125.6159999999998,36260,26011.7,72.44494109628711
2020-07-20T16:30:00Z,125.77,126.56,125.7,126.49,33641.7928363098,120.69691666666627,122.528625,124.5435000000003,125.36300000000054,125.8459999999998,47460,28984.8,76.12808519297592
2020-07-20T17:30:00Z,126.5,127.07,126.31,126.38,36358.434269047844,120.83741666666627,122.72962500000001,124.72450000000029,125.55900000000051,126.0719999999998,47225,32161.3,74.48991242477669
2020-07-20T18:30:00Z,126.42,126.98,126.42,126.87,39538.547415238274,121.00058333333294,122.92212500000001,124.91750000000027,125.81200000000051,126.3259999999998,52259,36412.7,76.8768938875899
2020-07-20T19:30:00Z,126.86,126.93,126.37,126.37,42858.23793219062,121.15708333333295,123.08262500000001,125.05300000000027,125.95100000000052,126.37599999999979,56137,39303.3,69.70910491472858
2020-07-21T13:30:00Z,130.93,132.17,128.39,128.66,70178.3903457525,121.35708333333294,123.308375,125.26400000000027,126.28500000000054,126.9539999999998,179459,55837.5,79.25103127106784
2020-07-21T14:30:00Z,128.63,129.09,127.18,127.52,73230.112276602,121.5264166666663,123.485625,125.45500000000027,126.50300000000054,127.15999999999978,85437,60290.3,67.8008323534981
2020-07-21T15:30:00Z,127.65,127.75,126.8,127.11,69819.28982128159,121.68508333333294,123.642625,125.61000000000027,126.68900000000053,127.30599999999978,56176,62594.3,64.20781206762312
2020-07-21T16:30:00Z,127.08,127.5,126.99,127.07,62408.831857025274,121.84074999999962,123.81587499999998,125.77650000000028,126.83600000000054,127.3459999999998,32767,62370.3,63.85229376423695
2020-07-21T17:30:00Z,127.09,127.59,126.93,127.05,61188.46548562022,122.01408333333296,124.01237499999999,125.93400000000028,126.92900000000054,127.48199999999979,56307,64948.7,63.662486696654035
2020-07-21T18:30:00Z,127.02,127.12,126.1,126.75,62893.57238849618,122.20158333333296,124.19612500000001,126.06850000000028,127.02700000000054,127.0999999999998,69714,68294.1,60.74555459229602
2020-07-21T19:30:00Z,126.75,126.78,125.81,125.92,62764.45791079694,122.36608333333295,124.360375,126.1665000000003,126.97000000000055,126.77999999999979,62248,69772.9,53.44891143432401
2020-07-22T13:30:00Z,125.91,128.91,125.86,128.08,76139.56632863755,122.56508333333295,124.578125,126.34950000000029,127.14000000000055,126.97399999999979,129640,78014.4,65.17311964077
2020-07-22T14:30:00Z,128.05,129.47,127.99,129.21,76635.05306291004,122.7822499999996,124.825875,126.59300000000027,127.37400000000056,127.40199999999982,78617,80650.2,69.5007679588424
2020-07-22T15:30:00Z,129.19,129.19,128.26,128.45,67276.24245032803,122.99291666666628,125.04712499999998,126.76650000000026,127.58200000000056,127.68199999999983,29841,78020.6,63.761994116429996
2020-07-22T16:30:00Z,128.4,128.5,127.87,127.95,58705.39396026243,123.1982499999996,125.24337499999997,126.89800000000025,127.51100000000056,127.92199999999984,24422,62516.9,60.237954222357374
2020-07-22T17:30:00Z,127.96,128.24,127.69,128.19,53383.515168209946,123.37724999999959,125.43262499999996,127.04050000000025,127.57800000000057,128.37599999999986,32096,57182.8,61.34238846580005
