time,open,high,low,close,EMA,MA,MA,MA,MA,MA,Volume,Volume MA,RSI,Plot,Plot
2019-02-01T19:15:00Z,133.79,133.79,133.61,133.66,6917.838803590258,NaN,NaN,134.406,134.10899999999998,133.81000000000003,5700,6794.3,32.35349891976854,NaN,NaN
2019-02-01T19:30:00Z,133.72,133.84,133.69,133.8,6434.271042872207,NaN,NaN,134.37,134.01599999999996,133.78600000000003,4500,6322.1,37.381307276394224,NaN,NaN
2019-02-01T19:45:00Z,133.76,133.76,133.41,133.47,7629.4168342977655,NaN,NaN,134.31,133.91799999999995,133.71200000000005,12410,6563.1,31.447998215376302,NaN,NaN
2019-02-01T20:00:00Z,133.46,133.57,133.35,133.57,8563.533467438212,NaN,NaN,134.2395,133.82899999999995,133.66000000000003,12300,7453.1,34.82398717737347,NaN,NaN
2019-02-01T20:15:00Z,133.59,133.7,133.53,133.62,9236.026773950569,NaN,NaN,134.183,133.75799999999995,133.62400000000002,11926,8156.2,36.50765696399841,NaN,NaN
2019-02-01T20:30:00Z,133.66,133.86,133.66,133.85,8784.021419160455,NaN,NaN,134.141,133.73599999999993,133.66200000000003,6976,8562.8,43.711015895969574,NaN,NaN
2019-02-01T20:45:00Z,133.85,134.14,133.65,134.1,14200.217135328365,NaN,NaN,134.11999999999998,133.75399999999993,133.72200000000004,35865,11303.9,50.310033159187725,NaN,NaN
2019-02-04T14:30:00Z,133.55,133.55,132.99,133.35,13480.173708262691,NaN,NaN,134.064,133.70499999999993,133.69800000000004,10600,11983.3,36.489386738869015,NaN,NaN
2019-02-04T14:45:00Z,133.47,133.96,133.47,133.56,12099.138966610153,NaN,NaN,134.004,133.67799999999994,133.69600000000005,6575,11681.2,41.34786530144811,NaN,NaN
2019-02-04T15:00:00Z,133.56,133.68,133.27,133.67,11639.311173288123,NaN,NaN,133.948,133.66499999999994,133.70600000000005,9800,11665.2,43.774183893730616,NaN,NaN
2019-02-04T15:15:00Z,133.63,133.7,133.46,133.51,10151.448938630498,NaN,NaN,133.8795,133.64999999999992,133.63800000000003,4200,11515.2,41.11023468796646,NaN,NaN
2019-02-04T15:30:00Z,133.48,133.91,133.48,133.83,9061.159150904397,NaN,NaN,133.8345,133.65299999999993,133.58400000000003,4700,11535.2,47.93473202683477,NaN,NaN
2019-02-04T15:45:00Z,133.75,133.83,133.68,133.78,8660.927320723518,NaN,NaN,133.80100000000002,133.6839999999999,133.67000000000002,7060,11000.2,47.017881349290775,NaN,NaN
2019-02-04T16:00:00Z,133.85,134.05,133.83,133.96,8468.941856578815,NaN,NaN,133.776,133.72299999999993,133.75000000000006,7701,10540.3,50.67549810910349,NaN,NaN
2019-02-04T16:15:00Z,133.92,134.05,133.92,133.95,7755.153485263052,NaN,NaN,133.757,133.75599999999994,133.80600000000007,4900,9837.7,50.467054294513396,NaN,NaN
2019-02-04T16:30:00Z,134.04,134.1,133.95,133.97,7039.322788210442,NaN,NaN,133.752,133.76799999999997,133.89800000000008,4176,9557.7,50.90203416979443,NaN,NaN
2019-02-04T16:45:00Z,134,134.2,134,134.18,6731.458230568353,NaN,NaN,133.765,133.77599999999998,133.96800000000005,5500,6521.2,55.337061346247424,NaN,NaN
2019-02-04T17:00:00Z,134.19,134.37,134.19,134.33,6305.166584454682,NaN,NaN,133.78949999999998,133.87399999999997,134.07800000000006,4600,5921.2,58.23882566670028,NaN,NaN
2019-02-04T17:15:00Z,134.32,134.41,134.28,134.28,6438.133267563746,NaN,NaN,133.81199999999998,133.94599999999997,134.14200000000005,6970,5960.7,56.911497580034336,-10.386344907318382,NaN
2019-02-04T17:30:00Z,134.255,134.4,134.24,134.38,6122.706614050997,NaN,NaN,133.84099999999998,134.01699999999997,134.22800000000007,4861,5466.8,58.927678962169,-7.191348828246398,NaN
2019-02-04T17:45:00Z,134.39,134.39,134.2,134.28,5701.7652912407975,NaN,134.13899999999998,133.872,134.09399999999997,134.29000000000005,4018,5448.6,56.10070875625188,-5.151678845601526,NaN
2019-02-04T18:00:00Z,134.29,134.38,134.25,134.27,5720.412232992638,NaN,134.13275,133.8955,134.13799999999998,134.30800000000005,5795,5558.1,55.81236073739832,-3.516896500204942,NaN
2019-02-04T18:15:00Z,134.26,134.36,134.25,134.27,5469.32978639411,NaN,134.12275,133.9355,134.18699999999995,134.29600000000002,4465,5298.6,55.81236073739832,-2.1391380151044843,NaN
2019-02-04T18:30:00Z,134.27,134.49,134.26,134.45,5410.263829115288,NaN,134.1095,133.97949999999997,134.23599999999996,134.33,5174,5045.9,60.094165783966375,0.3249783980962301,NaN
2019-02-04T18:45:00Z,134.51,134.7,134.51,134.7,5268.21106329223,NaN,134.10825,134.03349999999998,134.31099999999998,134.39400000000003,4700,5025.9,65.14581523410543,4.152476074709555,NaN
2019-02-04T19:00:00Z,134.72,134.84,134.62,134.79,4834.568850633785,NaN,134.11075,134.08049999999997,134.39299999999997,134.49600000000004,3100,4918.3,66.77635456591176,7.908480362155379,NaN
2019-02-04T19:15:00Z,134.8,134.82,134.64,134.71,4567.655080507027,NaN,134.1155,134.111,134.44599999999997,134.58400000000003,3500,4718.3,63.9141193524874,10.341497840299803,NaN
2019-02-04T19:30:00Z,134.74,134.74,134.54,134.58,4774.324064405622,NaN,134.11825,134.17249999999999,134.47099999999995,134.64600000000004,5601,4818.4,59.45442738052573,11.246640796374333,NaN
2019-02-04T19:45:00Z,134.59,134.59,134.45,134.45,4739.459251524498,NaN,134.11049999999997,134.21699999999998,134.48799999999997,134.64600000000004,4600,4581.4,55.29905056564983,10.872849588866428,NaN
2019-02-04T20:00:00Z,134.43,134.54,134.36,134.5,4631.567401219598,NaN,134.10324999999997,134.25849999999997,134.49999999999994,134.60600000000005,4200,4515.3,56.556702123452055,10.916327610861146,NaN
2019-02-04T20:15:00Z,134.51,134.58,134.49,134.56,4600.453920975679,NaN,134.09525,134.31099999999998,134.52799999999996,134.56000000000003,4476,4561.1,58.08083265336415,11.379772417586542,2.9813550763441294
2019-02-04T20:30:00Z,134.57,134.75,134.57,134.75,5244.7631367805425,NaN,134.09575,134.35699999999997,134.57599999999996,134.56800000000004,7822,4763.8,62.56022994565049,13.123901942485887,4.430290342935809
2019-02-04T20:45:00Z,134.76,135.17,134.62,135.17,10038.010509424434,NaN,134.11375,134.42649999999998,134.66599999999997,134.686,29211,7238.4,70.15282921825161,17.424199893533235,6.286563135878298
2019-02-05T14:30:00Z,135.66,135.75,135.36,135.55,9400.408407539548,NaN,134.14100000000002,134.50599999999997,134.77599999999995,134.906,6850,7406,75.07741192121864,23.1272455010789,8.692374902335526
2019-02-05T14:45:00Z,135.6,135.66,135.44,135.47,8840.326726031639,NaN,134.16950000000003,134.58199999999997,134.85299999999995,135.1,6600,7596,72.37023089970299,26.681575764392484,11.262260739772234
2019-02-05T15:00:00Z,135.48,135.5,135.15,135.17,8712.261380825312,NaN,134.19700000000003,134.642,134.89099999999996,135.22199999999998,8200,8106,63.1711814387488,26.545274378242556,13.445548402410852
2019-02-05T15:15:00Z,135.21,135.21,134.95,135.13,8216.40910466025,NaN,134.22725000000003,134.6895,134.93299999999994,135.29799999999997,6233,8379.3,62.03885873408971,26.068893546669432,15.24888342301922
2019-02-05T15:30:00Z,135.19,135.65,135.17,135.65,10406.1272837282,NaN,134.2725,134.7555,135.03999999999996,135.39399999999998,19165,9735.7,69.65403842578621,28.438736964884328,17.133148214714236
2019-02-05T15:45:00Z,135.7,135.74,135.51,135.68,9044.90182698256,NaN,134.31875000000002,134.82549999999998,135.16299999999995,135.42,3600,9635.7,70.02760238941048,30.363388974961868,19.023182609035327
2019-02-05T16:00:00Z,135.68,135.81,135.51,135.51,8489.921461586047,NaN,134.36150000000004,134.88199999999998,135.26399999999995,135.42799999999997,6270,9842.7,65.13446645169685,30.314606049336987,20.63624310050699
2019-02-05T16:15:00Z,135.48,135.53,135.31,135.37,7988.137169268838,134.40483333333336,134.40425000000002,134.93649999999997,135.34499999999997,135.468,5981,9993.2,61.333619219738786,29.03899696383274,21.83663650955353
2019-02-05T16:30:00Z,135.37,135.43,135.22,135.43,8399.70973541507,134.42000000000002,134.44500000000002,134.99449999999996,135.41299999999998,135.528,10046,10215.6,62.3476918395962,28.330514029219138,22.764333298077187
2019-02-05T16:45:00Z,135.37,135.43,135.235,135.3,8045.367788332056,134.4305,134.49075000000002,135.04599999999996,135.426,135.45800000000003,6628,7957.3,58.75237049920654,26.6388361773798,23.31783370940613
2019-02-05T17:00:00Z,135.29,135.49,135.24,135.33,7692.494230665645,134.43633333333335,134.53475000000003,135.08999999999997,135.40399999999997,135.388,6281,7900.4,59.33514315475959,25.436644379185395,23.620520947946027
2019-02-05T17:15:00Z,135.33,135.38,135.08,135.15,7222.595384532516,134.443,134.57300000000004,135.11249999999998,135.37199999999999,135.316,5343,7774.7,54.37142807347274,22.91359467645882,23.51953148059071
2019-02-05T17:30:00Z,135.17,135.2,135.075,135.16,6587.476307626012,134.45083333333335,134.60575,135.13099999999997,135.37099999999998,135.274,4047,7359.4,54.59866330550506,20.926923620380038,23.149158929132042
2019-02-05T17:45:00Z,135.2,135.25,135,135,6718.78104610081,134.4588333333333,134.62825,135.14549999999997,135.358,135.18800000000002,7244,7460.5,50.2837587682855,17.939516374085926,22.40492427841117
2019-02-05T18:00:00Z,135.04,135.08,134.93,135.03,6156.024836880648,134.46816666666666,134.67024999999998,135.16799999999998,135.296,135.13400000000001,3905,5934.5,51.06466290113807,15.67910350253254,21.444092738999935
2019-02-05T18:15:00Z,135.05,135.24,135.045,135.23,5465.619869504519,134.476,134.71199999999996,135.207,135.25099999999998,135.114,2704,5844.9,56.02384559519633,15.067508429941675,20.533152123420184
2019-02-05T18:30:00Z,135.26,135.31,135.2,135.28,4912.495895603615,134.48416666666668,134.75224999999995,135.246,135.22799999999998,135.14000000000001,2700,5487.9,57.191834801593394,14.885186123282656,19.726299837686252
2019-02-05T18:45:00Z,135.22,135.28,135.16,135.27,4612.796716482892,134.49066666666667,134.79624999999996,135.2815,135.218,135.162,3414,5231.2,56.866528127347365,14.647541593121504,19.000762945605572
2019-02-05T19:00:00Z,135.29,135.58,135.29,135.48,4623.437373186314,134.5031666666667,134.83749999999995,135.318,135.22299999999998,135.258,4666,4693.2,61.78265853722003,15.835538428894234,18.54858801464681
2019-02-05T19:15:00Z,135.44,135.46,135.32,135.35,5307.949898549052,134.51816666666667,134.87674999999996,135.327,135.22799999999998,135.32200000000003,8046,4835,57.41972284987048,15.62418006331693,18.130815450171113
2019-02-05T19:30:00Z,135.35,135.37,135.17,135.22,5341.359918839242,134.53083333333336,134.90824999999998,135.3105,135.21699999999998,135.32000000000002,5475,4754.4,53.36159517819333,14.265865842447436,17.578679791924873
2019-02-05T19:45:00Z,135.23,135.28,135.19,135.2,5093.087935071393,134.54533333333336,134.93949999999998,135.29699999999997,135.22199999999998,135.30400000000003,4100,4630.1,52.74399282148676,12.975904430960172,16.921140454644203
2019-02-05T20:00:00Z,135.195,135.195,135.115,135.14,5372.2703480571145,134.5631666666667,134.96874999999997,135.29549999999998,135.21999999999997,135.27800000000005,6489,4874.3,50.842844844338394,11.358090429504932,16.12641902248145
2019-02-05T20:15:00Z,135.135,135.35,135.135,135.32,5099.616278445692,134.5865,134.99724999999995,135.30499999999998,135.25199999999995,135.24600000000004,4009,4550.8,55.97022292921285,11.361391614866097,15.445700821393542
2019-02-05T20:30:00Z,135.33,135.41,135.225,135.23,6367.493022756554,134.60966666666667,135.01974999999996,135.28399999999996,135.27199999999996,135.22200000000004,11439,5304.2,52.99384081482897,10.518628353918386,14.741833326039949
2019-02-05T20:45:00Z,135.24,135.56,135.14,135.52,9214.594418205244,134.63783333333333,135.05074999999997,135.27599999999998,135.30099999999996,135.28200000000004,20603,7094.1,60.31668460530625,12.027848342631794,14.354121185553069
2019-02-06T14:30:00Z,135.42,135.57,135.28,135.57,8065.875534564196,134.66733333333335,135.08049999999997,135.279,135.32999999999996,135.35600000000005,3471,7171.2,61.43227736747008,13.596953499508503,14.245954373260988
2019-02-06T14:45:00Z,135.63,135.68,135.44,135.46,7212.700427651356,134.69733333333335,135.10999999999996,135.2835,135.34899999999996,135.42000000000004,3800,7209.8,57.596104126329664,13.788892924976297,14.18065988064889
2019-02-06T15:00:00Z,135.46,135.88,135.32,135.72,9226.760342121084,134.72933333333333,135.14624999999995,135.298,135.37299999999996,135.50000000000006,17283,8471.5,63.411872786338975,15.834153997281906,14.416873325882177
2019-02-06T15:15:00Z,135.76,136.27,135.76,136.03,10648.608273696867,134.772,135.19024999999993,135.3345,135.44099999999997,135.66000000000003,16336,9300.5,68.89045359171999,19.569393151815618,15.15294758672981
2019-02-06T15:30:00Z,136.04,136.37,135.97,136.37,9965.686618957494,134.81866666666664,135.23824999999994,135.3865,135.55599999999998,135.83000000000004,7234,9476.4,73.56563694732313,24.56447011431724,16.497450804956586
2019-02-06T15:45:00Z,136.39,136.61,136.37,136.45,11475.549295165994,134.86583333333334,135.28199999999995,135.45149999999998,135.68099999999998,136.00600000000003,17515,10817.9,74.53533965931467,28.786502543311336,18.25302962472155
2019-02-06T16:00:00Z,136.46,136.48,136.13,136.31,10424.039436132796,134.90683333333334,135.31999999999996,135.509,135.79799999999994,136.17600000000002,6218,10790.8,69.71561161431046,30.61429352271073,20.01892446729143
2019-02-06T16:15:00Z,136.32,136.35,136.01,136.13,9974.231548906237,134.94066666666666,135.35549999999995,135.5655,135.87899999999996,136.258,8175,11207.4,63.986614735196696,30.226863607292422,21.477201487291573
2019-02-06T16:30:00Z,136.16,136.44,136.16,136.4,9905.98523912499,134.99149999999997,135.40099999999995,135.634,135.99599999999998,136.33200000000002,9633,11026.8,68.20703344354591,31.334685360712076,22.88541346920879
2019-02-06T16:45:00Z,136.35,136.46,136.05,136.13,9286.588191299992,135.03433333333328,135.44299999999996,135.679,136.05699999999996,136.28400000000002,6809,9647.4,60.563608281946834,29.59610614685901,23.84408385173025
2019-02-06T17:00:00Z,136.07,136.14,135.94,136.1,8843.870553039993,135.07483333333326,135.48299999999998,135.71999999999997,136.10999999999996,136.21400000000003,7073,10007.6,59.76224774062805,27.99068948091589,24.436456084471057
2019-02-06T17:15:00Z,136.17,136.27,136.04,136.27,7655.096442431995,135.12083333333328,135.52574999999996,135.76999999999998,136.19099999999997,136.20600000000005,2900,9917.6,62.76858759474371,27.617294957592353,24.8908616377741
2019-02-06T17:30:00Z,136.23,136.32,136.23,136.26,6904.0771539455955,135.1613333333333,135.56349999999998,135.809,136.24499999999995,136.23200000000003,3900,8579.3,62.4729008906389,27.233047505272832,25.22545961884535
2019-02-06T17:45:00Z,136.26,136.31,136.2,136.25,6143.261723156476,135.20249999999996,135.59049999999996,135.85399999999998,136.26699999999997,136.20200000000006,3100,7255.7,62.15756881979547,26.832645856198237,25.455057652752906
2019-02-06T18:00:00Z,136.26,136.42,136.26,136.38,5491.409378525181,135.2428333333333,135.61124999999998,135.912,136.26799999999997,136.25200000000004,2884,6820.7,64.65520927681614,27.202664846158775,25.704715823239457
2019-02-06T18:15:00Z,136.39,136.45,136.37,136.37,5032.527502820145,135.28316666666663,135.63374999999996,135.97050000000002,136.25999999999996,136.30600000000004,3197,5388.9,64.3036264225453,27.409963811940447,25.94832267876817
2019-02-06T18:30:00Z,136.35,136.52,136.34,136.5,5286.022002256116,135.3253333333333,135.66699999999997,136.03850000000003,136.27899999999997,136.35200000000003,6300,5397.1,66.8289196703447,28.294863415840215,26.283542784064178
2019-02-06T18:45:00Z,136.48,136.52,136.34,136.41,4828.817601804893,135.36249999999998,135.69899999999996,136.09300000000002,136.30699999999996,136.38200000000003,3000,4879.6,63.480704953892065,28.129592149076064,26.547264121923018
2019-02-06T19:00:00Z,136.34,136.34,136.16,136.22,4463.054081443914,135.39399999999995,135.71324999999996,136.14249999999998,136.28899999999996,136.37600000000003,3000,4216.3,56.98930999385874,26.097337491540262,26.482988889011196
2019-02-06T19:15:00Z,136.24,136.29,136.19,136.29,3970.443265155131,135.42749999999998,135.72849999999997,136.18099999999998,136.30499999999998,136.35800000000003,2000,3735.4,58.666297120474916,24.857794546180326,26.250818268606785
2019-02-06T19:30:00Z,136.25,136.35,136.15,136.35,4072.754612124105,135.4603333333333,135.74949999999995,136.21999999999997,136.32999999999998,136.35400000000004,4482,3476.3,60.102248176010484,24.208101958767582,25.95900165291547
2019-02-06T19:45:00Z,136.35,136.43,136.26,136.36,4748.003689699284,135.49499999999998,135.77424999999997,136.265,136.339,136.32600000000005,7449,3931.2,60.34948750824891,23.73434858758511,25.64119407215399
2019-02-06T20:00:00Z,136.34,136.56,136.34,136.54,4418.402951759427,135.5328333333333,135.80199999999996,136.30599999999998,136.367,136.35200000000003,3100,3851.2,64.60164556498819,24.494542199436122,25.477386661765724
2019-02-06T20:15:00Z,136.55,136.64,136.5,136.64,4154.722361407542,135.57233333333326,135.83549999999997,136.33649999999997,136.406,136.43600000000004,3100,3851.2,66.73591088712816,25.757951238633304,25.517467315603948
2019-02-06T20:30:00Z,136.64,136.64,136.42,136.44,4539.777889126033,135.60549999999995,135.86324999999994,136.33999999999997,136.41199999999998,136.46600000000004,6080,4170.8,59.06557394612975,24.62510414946746,25.389986863298734
2019-02-06T20:45:00Z,136.42,136.57,136.25,136.25,6297.822311300826,135.63133333333332,135.89074999999997,136.32999999999998,136.4,136.44600000000003,13330,5184.1,52.85093614458763,21.695519698695534,24.862205839783993
2019-02-07T14:30:00Z,133.63,133.85,133.28,133.45,7036.457849040661,135.60899999999998,135.84799999999996,136.18699999999998,136.095,135.864,9991,5553.2,19.795668435566313,-3.933613281074971,20.748517393946997
2019-02-07T14:45:00Z,133.37,133.66,133.2,133.66,7111.566279232529,135.59149999999997,135.81449999999995,136.06349999999998,135.82,135.288,7412,5994.4,23.65248384591834,-16.946367219085744,15.363533877799462
2019-02-07T15:00:00Z,133.71,134.11,133.7,134.03,7291.853023386024,135.5823333333333,135.78949999999995,135.945,135.601,134.76600000000002,8013,6495.7,30.036172576725846,-22.617852657511023,9.93762151561225
2019-02-07T15:15:00Z,134.06,134.44,133.99,134.41,7027.482418708819,135.58166666666665,135.76899999999995,135.85899999999998,135.413,134.35999999999999,5970,6892.7,35.95865512395392,-23.98714197583556,5.091226731119707
2019-02-07T15:30:00Z,134.39,134.45,133.82,133.91,7228.585934967055,135.57183333333333,135.73474999999996,135.74949999999995,135.16900000000004,133.892,8033,7247.8,32.107366979290376,-26.656124383964283,0.55589085753628
2019-02-07T15:45:00Z,133.91,133.95,133.39,133.4,7398.468747973644,135.55249999999998,135.68799999999993,135.60599999999997,134.87300000000005,133.88199999999998,8078,7310.7,28.727599902669894,-30.089052856801384,-3.8219582445119578
2019-02-07T16:00:00Z,133.39,133.4,132.96,133.06,8326.174998378916,135.52433333333332,135.62749999999997,135.44599999999997,134.52500000000003,133.76199999999997,12037,8204.4,26.709073965839963,-33.45707496014325,-8.055546346745
2019-02-07T16:15:00Z,133.05,133.1,132.63,132.66,8141.339998703133,135.4825,135.56024999999994,135.26649999999995,134.12700000000004,133.48799999999997,7402,8634.6,24.525727549186968,-36.90008309225982,-12.176194453247117
2019-02-07T16:30:00Z,132.67,132.67,132.12,132.49,9311.671998962505,135.43149999999997,135.49199999999993,135.07199999999995,133.73200000000003,133.10399999999998,13993,9425.9,23.641208670529863,-39.825807064567336,-16.12613911200715
2019-02-07T16:45:00Z,132.43,132.47,132.18,132.24,9082.737599170005,135.37766666666664,135.41799999999995,134.86549999999994,133.33100000000005,132.76999999999998,8167,8909.6,22.363864778801926,-42.57490622007998,-19.90453441316041
2019-02-07T17:00:00Z,132.27,132.67,132.17,132.64,8246.190079336004,135.3355,135.35549999999995,134.67249999999993,133.25000000000003,132.618,4900,8400.5,28.976086723761085,-42.60051980256456,-23.146818040218143
2019-02-07T17:15:00Z,132.58,132.83,132.57,132.61,7446.952063468803,135.2935,135.28774999999993,134.48249999999993,133.145,132.52799999999996,4250,8084.3,28.778120142617155,-42.681958646782576,-25.93755241258449
2019-02-07T17:30:00Z,132.63,132.74,132.42,132.43,6721.561650775043,135.23983333333334,135.21774999999997,134.29299999999995,132.985,132.482,3820,7665,27.56140359490358,-43.11553266479742,-28.391549591472053
2019-02-07T17:45:00Z,132.39,132.51,132.29,132.39,6177.249320620034,135.18499999999997,135.13949999999994,134.09799999999993,132.78300000000002,132.462,4000,7468,27.285327795439144,-43.54379025784332,-30.556155400953664
2019-02-07T18:00:00Z,132.43,132.84,132.4,132.83,6061.799456496027,135.1403333333333,135.07099999999997,133.92199999999994,132.675,132.57999999999998,5600,7224.7,34.99841629157444,-41.5978551837661,-32.13354108421258
2019-02-07T18:15:00Z,132.92,133.12,132.74,133.1,5698.439565196822,135.1025,135.01199999999997,133.75899999999993,132.64499999999998,132.672,4245,6841.4,39.25638686358713,-38.66019137363379,-33.06591969698704
2019-02-07T18:30:00Z,133.1,133.29,133.03,133.03,5378.551652157457,135.06249999999997,134.94474999999994,133.58349999999993,132.642,132.756,4099,6047.6,38.551309436993755,-36.46087886903006,-33.55091386442176
2019-02-07T18:45:00Z,133.01,133.18,132.96,133.1,5202.841321725966,135.0258333333333,134.87149999999997,133.40649999999994,132.68599999999998,132.89000000000001,4500,5757.4,39.71732325569611,-34.31384069534165,-33.65990341169603
2019-02-07T19:00:00Z,133.09,133.1,132.84,132.86,5045.473057380773,134.98466666666664,134.78374999999997,133.22749999999994,132.72299999999998,132.984,4416,4799.7,37.11680708122958,-33.156630653345864,-33.58800730336029
2019-02-07T19:15:00Z,132.87,133.1,132.74,133.1,4996.378445904618,134.95049999999998,134.7,133.06999999999994,132.80899999999997,133.038,4800,4463,41.25877980595618,-30.980620108634742,-33.2155234183995
2019-02-07T19:30:00Z,133.11,133.12,132.96,132.98,4561.902756723694,134.91416666666663,134.61674999999997,133.04649999999995,132.843,133.014,2824,4255.4,39.84556767769472,-29.526503632829044,-32.688520591889436
2019-02-07T19:45:00Z,132.98,133.05,132.88,132.9,4389.522205378956,134.87916666666663,134.53599999999994,133.00849999999997,132.87199999999999,132.988,3700,4200.4,38.8892246738937,-28.55439195334896,-32.09793078638366
2019-02-07T20:00:00Z,133.01,133.04,132.86,132.91,3991.6177643031647,134.8438333333333,134.44874999999996,132.95249999999993,132.92,132.95,2400,4058.4,39.086033803590375,-27.691208580332457,-31.468399042662057
2019-02-07T20:15:00Z,132.96,132.99,132.85,132.99,4053.294211442532,134.8065,134.37024999999994,132.88149999999996,132.97999999999996,132.976,4300,4088.4,40.730531060579125,-26.529596834870706,-30.762855870120436
2019-02-07T20:30:00Z,133.01,133.21,132.74,133.1,6170.635369154026,134.77016666666665,134.29524999999995,132.84099999999995,133.00699999999998,132.976,14640,4992.4,43.00883263271635,-24.93667180978702,-29.930543861501377
2019-02-07T20:45:00Z,133.1,133.33,132.98,133.16,8959.30829532322,134.735,134.21749999999992,132.82899999999995,133.01299999999998,133.012,20114,6579.3,44.26727604703297,-23.246946359538263,-28.97574421836379
2019-02-08T14:30:00Z,132.55,133.235,132.43,133.19,7958.646636258576,134.69683333333336,134.1407499999999,132.83549999999997,133.029,133.07,3956,6565,44.92215013271582,-21.63316608103422,-27.926804484459566
2019-02-08T14:45:00Z,133.12,133.13,132.81,132.97,6666.917309006861,134.65716666666668,134.05874999999992,132.85099999999994,133.01600000000002,133.08200000000002,1500,6265,41.10750001479767,-21.10725586280168,-26.952583252794152
2019-02-08T15:00:00Z,132.9,132.92,132.52,132.52,6682.533847205488,134.61216666666667,133.96224999999993,132.85249999999996,132.98200000000003,132.988,6745,6497.9,34.62982709900915,-22.43523109559301,-26.307247230336845
2019-02-08T15:15:00Z,132.58,132.74,132.47,132.68,5989.227077764391,134.57016666666667,133.86999999999995,132.87449999999995,132.94000000000003,132.90400000000002,3216,6339.5,38.34967733736175,-22.52963841983476,-25.767588828836548
2019-02-08T15:30:00Z,132.65,132.84,132.65,132.7,5308.181662211513,134.52949999999998,133.77499999999992,132.87749999999994,132.91200000000003,132.812,2584,6315.5,38.81834151949632,-22.480788000978645,-25.298045853428277
2019-02-08T15:45:00Z,132.61,132.61,132.29,132.39,5901.54532976921,134.48066666666668,133.67449999999994,132.86649999999992,132.86100000000002,132.652,8275,6773,34.447183472628154,-23.695942425827468,-25.06917393519959
2019-02-08T16:00:00Z,132.37,132.5,132.19,132.5,6175.036263815368,134.43516666666667,133.58149999999995,132.86999999999995,132.82,132.558,7269,7259.9,37.15157523588575,-23.963205394318976,-24.911178429359502
