,Close_x,Name,Datetime,Close_y,High,Low,Open,Diff
638,10400.0,A068790,2016-07-29,10100.0,10100.0,9770.0,9880.0,0.022267206477732792
47,12998.0,A006730,2016-07-29,12998.0,13092.0,12715.0,12715.0,0.02225717656311443
434,7420.0,A073110,2016-07-29,7360.0,8130.0,7170.0,7200.0,0.022222222222222223
263,3030.0,A050110,2016-07-29,3010.0,3010.0,2930.0,2945.0,0.022071307300509338
77,9648.0,A074600,2016-07-29,9347.0,9347.0,8921.0,9146.0,0.021976820467964137
478,12100.0,A096610,2016-07-29,11650.0,11750.0,11150.0,11400.0,0.021929824561403508
581,2045.0,A082850,2016-07-29,2125.0,2170.0,2070.0,2080.0,0.021634615384615384
155,16000.0,A041910,2016-07-29,16600.0,16650.0,16150.0,16250.0,0.021538461538461538
384,11850.0,A053980,2016-07-29,12000.0,12100.0,11500.0,11750.0,0.02127659574468085
243,4300.0,A002290,2016-07-29,4325.0,4340.0,4205.0,4235.0,0.021251475796930343
597,6940.0,A039290,2016-07-29,6800.0,6810.0,6660.0,6660.0,0.021021021021021023
311,5750.0,A025950,2016-07-29,5860.0,5860.0,5740.0,5740.0,0.020905923344947737
658,13100.0,A060720,2016-07-29,12300.0,12350.0,11950.0,12050.0,0.02074688796680498
512,30383.0,A099320,2016-07-29,29930.0,30131.0,28972.0,29325.0,0.020630861040068203
622,4420.0,A078150,2016-07-29,4340.0,4350.0,4160.0,4255.0,0.0199764982373678
386,4955.0,A045660,2016-07-29,4955.0,4975.0,4840.0,4860.0,0.01954732510288066
397,4760.0,A008370,2016-07-29,4790.0,4795.0,4700.0,4700.0,0.019148936170212766
719,16250.0,A063170,2016-07-29,16050.0,16100.0,15500.0,15750.0,0.01904761904761905
433,2220.0,A052860,2016-07-29,2165.0,2215.0,2110.0,2125.0,0.018823529411764704
492,10950.0,A036930,2016-07-29,11050.0,11050.0,10600.0,10850.0,0.018433179723502304
621,6590.0,A063570,2016-07-29,6720.0,6750.0,6600.0,6600.0,0.01818181818181818
653,10652.0,A089140,2016-07-29,11219.0,11420.0,11019.0,11019.0,0.018150467374534893
725,27350.0,A016100,2016-07-29,28150.0,29400.0,27400.0,27650.0,0.018083182640144666
114,3935.0,A019990,2016-07-29,3975.0,3985.0,3905.0,3905.0,0.01792573623559539
700,40386.0,A084110,2016-07-29,41642.0,41723.0,40508.0,40913.0,0.017818297362696453
645,2365.0,A009620,2016-07-29,2289.0,2338.0,2249.0,2249.0,0.017785682525566917
690,2493.0,A033340,2016-07-29,2443.0,2493.0,2385.0,2401.0,0.01749271137026239
48,3650.0,A025880,2016-07-29,3520.0,3635.0,3410.0,3460.0,0.017341040462427744
174,35600.0,A052400,2016-07-29,35700.0,36200.0,35000.0,35100.0,0.017094017094017096
32,1700.0,A065530,2016-07-29,1520.0,1630.0,1470.0,1495.0,0.016722408026755852
118,20881.0,A068760,2016-07-29,21362.0,21493.0,20925.0,21012.0,0.016657148296211687
582,6260.0,A064480,2016-07-29,6220.0,6250.0,6100.0,6120.0,0.016339869281045753
685,2240.0,A037330,2016-07-29,2185.0,2205.0,2115.0,2150.0,0.01627906976744186
594,1514.0,A010170,2016-07-29,1567.0,1576.0,1528.0,1542.0,0.01621271076523995
16,6950.0,A075130,2016-07-29,6930.0,7070.0,6750.0,6820.0,0.016129032258064516
441,10350.0,A065570,2016-07-29,10150.0,10200.0,9930.0,9990.0,0.016016016016016016
296,4957.0,A065150,2016-07-29,5106.0,5285.0,5026.0,5026.0,0.01591723040191007
544,1920.0,A037230,2016-07-29,1940.0,1940.0,1910.0,1910.0,0.015706806282722512
364,13050.0,A037370,2016-07-29,13000.0,13450.0,12650.0,12800.0,0.015625
607,4083.0,A032500,2016-07-29,4126.0,4290.0,4058.0,4063.0,0.015505783903519567
341,3941.0,A043590,2016-07-29,3874.0,3890.0,3773.0,3815.0,0.01546526867627785
298,2169.0,A010280,2016-07-29,2207.0,2230.0,2141.0,2174.0,0.01517939282428703
380,7430.0,A039740,2016-07-29,7410.0,7470.0,7280.0,7300.0,0.015068493150684932
642,8740.0,A032850,2016-07-29,8770.0,9120.0,8580.0,8640.0,0.015046296296296295
439,9432.0,A069410,2016-07-29,9499.0,9769.0,9364.0,9364.0,0.014416915847928235
329,13600.0,A036480,2016-07-29,13370.0,13480.0,13170.0,13180.0,0.014415781487101669
41,2470.0,A050760,2016-07-29,2495.0,2515.0,2440.0,2460.0,0.014227642276422764
30,10109.0,A067290,2016-07-29,10300.0,10777.0,10061.0,10157.0,0.014078960322929998
377,7190.0,A054210,2016-07-29,7230.0,7450.0,7040.0,7130.0,0.014025245441795231
692,3155.0,A040350,2016-07-29,3285.0,3310.0,3220.0,3240.0,0.013888888888888888
421,5357.0,A083550,2016-07-29,5375.0,5412.0,5266.0,5302.0,0.013768389287061486
262,8970.0,A054410,2016-07-29,9080.0,9120.0,8910.0,8960.0,0.013392857142857142
212,21500.0,A052260,2016-07-29,22800.0,23300.0,22450.0,22500.0,0.013333333333333334
252,3920.0,A031510,2016-07-29,3800.0,3855.0,3750.0,3750.0,0.013333333333333334
718,1555.0,A027040,2016-07-29,1520.0,1545.0,1500.0,1500.0,0.013333333333333334
181,10714.0,A049550,2016-07-29,10140.0,10317.0,9655.0,10008.0,0.013189448441247002
271,53100.0,A095700,2016-07-29,55000.0,55800.0,54200.0,54300.0,0.01289134438305709
460,3200.0,A067010,2016-07-29,3200.0,3220.0,3140.0,3160.0,0.012658227848101266
326,322.0,A032800,2016-07-29,321.0,325.0,315.0,317.0,0.012618296529968454
521,19275.0,A072020,2016-07-29,19680.0,19842.0,18991.0,19437.0,0.012501929310078716
383,2840.0,A035620,2016-07-29,2875.0,2875.0,2805.0,2840.0,0.01232394366197183
141,41500.0,A067280,2016-07-29,41500.0,42200.0,41000.0,41000.0,0.012195121951219513
576,12350.0,A052330,2016-07-29,12450.0,12600.0,12250.0,12300.0,0.012195121951219513
532,5900.0,A010470,2016-07-29,5820.0,5860.0,5750.0,5750.0,0.01217391304347826
64,4040.0,A039310,2016-07-29,4165.0,4195.0,4095.0,4115.0,0.012150668286755772
575,1002.0,A038880,2016-07-29,1012.0,1012.0,984.0,1000.0,0.012
529,5850.0,A044960,2016-07-29,5920.0,5970.0,5840.0,5850.0,0.011965811965811967
508,2799.0,A005860,2016-07-29,2803.0,2889.0,2713.0,2770.0,0.011913357400722021
143,1275.0,A019010,2016-07-29,1295.0,1300.0,1275.0,1280.0,0.01171875
659,6717.0,A036200,2016-07-29,6717.0,6743.0,6486.0,6640.0,0.011596385542168675
506,3540.0,A050860,2016-07-29,3540.0,3565.0,3480.0,3500.0,0.011428571428571429
627,9426.0,A039440,2016-07-29,9071.0,9118.0,8745.0,8969.0,0.011372505296019624
11,4370.0,A054920,2016-07-29,4450.0,4470.0,4335.0,4400.0,0.011363636363636364
696,18042.0,A080160,2016-07-29,17842.0,17975.0,17475.0,17642.0,0.011336583153837433
57,13400.0,A007770,2016-07-29,13450.0,13500.0,13250.0,13300.0,0.011278195488721804
75,6600.0,A023770,2016-07-29,6750.0,6876.0,6550.0,6675.0,0.011235955056179775
205,160200.0,A035760,2016-07-29,162000.0,162000.0,159400.0,160200.0,0.011235955056179775
86,824.0,A023760,2016-07-29,824.0,825.0,809.0,815.0,0.011042944785276074
108,36600.0,A064760,2016-07-29,36850.0,36950.0,35800.0,36450.0,0.010973936899862825
306,12487.0,A032960,2016-07-29,12095.0,12095.0,11964.0,11964.0,0.010949515212303577
55,1653.0,A054300,2016-07-29,1671.0,1711.0,1626.0,1653.0,0.010889292196007259
457,7505.0,A093190,2016-07-29,7372.0,7479.0,7293.0,7293.0,0.010832304949952009
94,6730.0,A083930,2016-07-29,6590.0,6630.0,6380.0,6520.0,0.010736196319018405
651,19350.0,A066620,2016-07-29,19150.0,19150.0,18850.0,18950.0,0.010554089709762533
285,6670.0,A030960,2016-07-29,6810.0,6810.0,6740.0,6740.0,0.010385756676557863
228,14500.0,A032190,2016-07-29,14750.0,14850.0,14500.0,14600.0,0.010273972602739725
356,8100.0,A032750,2016-07-29,7880.0,8190.0,7720.0,7800.0,0.010256410256410256
280,1985.0,A042110,2016-07-29,1980.0,1985.0,1945.0,1960.0,0.01020408163265306
563,4940.0,A094820,2016-07-29,4970.0,4970.0,4875.0,4920.0,0.01016260162601626
742,4053.0,A083640,2016-07-29,3813.0,3952.0,3711.0,3775.0,0.010066225165562914
717,5728.0,A007390,2016-07-29,5728.0,5919.0,5652.0,5671.0,0.010051137365543996
661,10750.0,A044480,2016-07-29,10200.0,10550.0,9940.0,10100.0,0.009900990099009901
355,4623.0,A039610,2016-07-29,4616.0,4646.0,4563.0,4571.0,0.009844672938087946
587,7670.0,A058450,2016-07-29,7633.0,7707.0,7366.0,7559.0,0.009789654716232306
602,15000.0,A065510,2016-07-29,15500.0,15550.0,15300.0,15350.0,0.009771986970684038
187,3383.0,A061250,2016-07-29,3433.0,3566.0,3383.0,3400.0,0.009705882352941177
70,1392.0,A038620,2016-07-29,1357.0,1383.0,1326.0,1344.0,0.009672619047619048
338,10550.0,A073490,2016-07-29,10600.0,10650.0,10450.0,10500.0,0.009523809523809525
231,5403.0,A049520,2016-07-29,5403.0,5403.0,5328.0,5353.0,0.009340556697179151
464,15900.0,A054800,2016-07-29,16300.0,16300.0,16150.0,16150.0,0.009287925696594427
438,4455.0,A091340,2016-07-29,4435.0,4495.0,4390.0,4395.0,0.009101251422070534
259,38500.0,A043150,2016-07-29,39100.0,39450.0,38600.0,38750.0,0.00903225806451613
103,2755.0,A088290,2016-07-29,2800.0,2900.0,2745.0,2775.0,0.009009009009009009
0,2225.0,A032680,2016-07-29,2275.0,2280.0,2220.0,2255.0,0.008869179600886918
566,11650.0,A104200,2016-07-29,11650.0,11700.0,11500.0,11550.0,0.008658008658008658
96,12050.0,A012620,2016-07-29,12000.0,12150.0,11850.0,11900.0,0.008403361344537815
168,12450.0,A041520,2016-07-29,12000.0,12100.0,11850.0,11900.0,0.008403361344537815
669,5220.0,A089790,2016-07-29,5060.0,5190.0,4970.0,5020.0,0.00796812749003984
99,3205.0,A032080,2016-07-29,3210.0,3225.0,3175.0,3185.0,0.007849293563579277
284,3466.0,A048830,2016-07-29,3480.0,3480.0,3393.0,3453.0,0.007819287576020852
342,12550.0,A039200,2016-07-29,12950.0,13250.0,12600.0,12850.0,0.007782101167315175
528,5210.0,A013810,2016-07-29,5230.0,5280.0,5170.0,5190.0,0.007707129094412331
694,2183.0,A016670,2016-07-29,2244.0,2276.0,2211.0,2227.0,0.007633587786259542
294,3365.0,A042510,2016-07-29,3335.0,3360.0,3280.0,3310.0,0.0075528700906344415
536,9630.0,A087730,2016-07-29,9480.0,9500.0,9400.0,9410.0,0.007438894792773645
395,1355.0,A016600,2016-07-29,1365.0,1365.0,1325.0,1355.0,0.007380073800738007
287,13900.0,A079960,2016-07-29,13700.0,13750.0,13550.0,13600.0,0.007352941176470588
539,22000.0,A102710,2016-07-29,20650.0,20900.0,20150.0,20500.0,0.007317073170731708
366,8150.0,A046210,2016-07-29,8300.0,8420.0,8210.0,8240.0,0.007281553398058253
485,73200.0,A084990,2016-07-29,73373.0,73776.0,72681.0,72854.0,0.007123836714524941
151,57100.0,A039840,2016-07-29,57200.0,57600.0,55700.0,56800.0,0.007042253521126761
234,8790.0,A039010,2016-07-29,8600.0,8640.0,8420.0,8540.0,0.00702576112412178
249,4645.0,A041020,2016-07-29,4762.0,4804.0,4654.0,4729.0,0.0069782194967223515
216,7150.0,A066700,2016-07-29,7220.0,7320.0,7130.0,7170.0,0.00697350069735007
636,5940.0,A064800,2016-07-29,5820.0,5920.0,5520.0,5780.0,0.006920415224913495
461,1335.0,A021045,2016-07-29,1320.0,1330.0,1311.0,1311.0,0.006864988558352402
270,1327.0,A084180,2016-07-29,1336.0,1341.0,1322.0,1327.0,0.006782215523737754
462,4425.0,A038500,2016-07-29,4460.0,4470.0,4380.0,4430.0,0.006772009029345372
689,5820.0,A035080,2016-07-29,5950.0,6030.0,5910.0,5910.0,0.00676818950930626
255,25301.0,A041960,2016-07-29,26301.0,26301.0,25910.0,26127.0,0.0066597772419336315
471,6100.0,A079170,2016-07-29,6070.0,6090.0,6000.0,6030.0,0.006633499170812604
202,4945.0,A064260,2016-07-29,4735.0,5008.0,4704.0,4704.0,0.006590136054421769
379,3185.0,A076080,2016-07-29,3070.0,3075.0,3020.0,3050.0,0.006557377049180328
749,5940.0,A034940,2016-07-29,6170.0,6310.0,6130.0,6130.0,0.0065252854812398045
274,1555.0,A036120,2016-07-29,1580.0,1585.0,1445.0,1570.0,0.006369426751592357
117,4152.0,A036620,2016-07-29,3478.0,4157.0,3322.0,3456.0,0.00636574074074074
449,4110.0,A033130,2016-07-29,3995.0,4010.0,3945.0,3970.0,0.006297229219143577
79,16100.0,A034230,2016-07-29,16050.0,16100.0,15700.0,15950.0,0.006269592476489028
715,6430.0,A025870,2016-07-29,6420.0,6550.0,6380.0,6380.0,0.006269592476489028
430,3235.0,A024060,2016-07-29,3240.0,3250.0,3195.0,3220.0,0.006211180124223602
1,4080.0,A057030,2016-07-29,4100.0,4200.0,4070.0,4075.0,0.006134969325153374
354,8170.0,A013990,2016-07-29,8300.0,8550.0,8180.0,8250.0,0.006060606060606061
127,8420.0,A098120,2016-07-29,8410.0,8540.0,8060.0,8360.0,0.005980861244019139
331,3435.0,A031310,2016-07-29,3450.0,3525.0,3365.0,3430.0,0.0058309037900874635
178,3650.0,A048470,2016-07-29,3500.0,3540.0,3465.0,3480.0,0.005747126436781609
522,6156.0,A053950,2016-07-29,6191.0,6191.0,6095.0,6156.0,0.0056855100714749834
167,2710.0,A032280,2016-07-29,2670.0,2670.0,2640.0,2655.0,0.005649717514124294
351,5300.0,A048770,2016-07-29,5360.0,5380.0,5290.0,5330.0,0.005628517823639775
551,3590.0,A093380,2016-07-29,3575.0,3580.0,3540.0,3555.0,0.005625879043600563
35,5310.0,A008290,2016-07-29,5450.0,5500.0,5310.0,5420.0,0.005535055350553505
89,6155.0,A013310,2016-07-29,6253.0,6324.0,6123.0,6220.0,0.005305466237942123
469,2860.0,A009520,2016-07-29,2850.0,2855.0,2815.0,2835.0,0.005291005291005291
232,3166.0,A085670,2016-07-29,3230.0,3263.0,3143.0,3213.0,0.005291005291005291
547,6060.0,A051980,2016-07-29,5740.0,5810.0,5610.0,5710.0,0.005253940455341506
403,5500.0,A103230,2016-07-29,5780.0,5850.0,5480.0,5750.0,0.0052173913043478265
314,5206.0,A052460,2016-07-29,5228.0,5240.0,5046.0,5201.0,0.005191309363583926
235,7030.0,A078070,2016-07-29,7134.0,7204.0,7065.0,7099.0,0.004930271869277363
193,6120.0,A060370,2016-07-29,6130.0,6140.0,6050.0,6100.0,0.004918032786885246
635,6130.0,A022100,2016-07-29,6130.0,6200.0,6080.0,6100.0,0.004918032786885246
409,3265.0,A036710,2016-07-29,3110.0,3170.0,3085.0,3095.0,0.004846526655896607
189,2952.0,A053590,2016-07-29,2961.0,3050.0,2938.0,2947.0,0.004750593824228029
288,3200.0,A033100,2016-07-29,3190.0,3210.0,3165.0,3175.0,0.004724409448818898
278,6380.0,A011560,2016-07-29,6380.0,6390.0,6290.0,6350.0,0.004724409448818898
445,3693.0,A007530,2016-07-29,3830.0,4158.0,3675.0,3812.0,0.00472193074501574
303,4280.0,A017510,2016-07-29,4300.0,4305.0,4255.0,4280.0,0.004672897196261682
190,3295.0,A079190,2016-07-29,3305.0,3395.0,3260.0,3290.0,0.004559270516717325
711,101138.0,A102940,2016-07-29,104740.0,105875.0,104273.0,104273.0,0.004478628216316784
121,11800.0,A093920,2016-07-29,11700.0,11750.0,11500.0,11650.0,0.004291845493562232
138,3690.0,A090740,2016-07-29,3525.0,3550.0,3490.0,3510.0,0.004273504273504274
744,929.0,A065500,2016-07-29,942.0,955.0,920.0,938.0,0.0042643923240938165
258,12050.0,A039830,2016-07-29,11850.0,12000.0,11700.0,11800.0,0.00423728813559322
484,3530.0,A039020,2016-07-29,3565.0,3585.0,3550.0,3550.0,0.004225352112676056
208,11503.0,A078890,2016-07-29,11455.0,11455.0,11262.0,11407.0,0.0042079424914526166
100,6170.0,A023600,2016-07-29,6205.0,6222.0,6170.0,6179.0,0.004207800614986244
634,4068.0,A095190,2016-07-29,4068.0,4077.0,3970.0,4051.0,0.004196494692668477
619,11266.0,A064550,2016-07-29,11313.0,11546.0,11266.0,11266.0,0.004171844487839517
119,4601.0,A046310,2016-07-29,4685.0,4731.0,4638.0,4666.0,0.0040720102871838835
531,9910.0,A109860,2016-07-29,9930.0,9940.0,9890.0,9890.0,0.004044489383215369
242,7680.0,A039560,2016-07-29,7550.0,7640.0,7490.0,7520.0,0.003989361702127659
610,12650.0,A049830,2016-07-29,12700.0,12700.0,12600.0,12650.0,0.003952569169960474
679,5050.0,A059210,2016-07-29,5150.0,5250.0,5100.0,5130.0,0.003898635477582846
702,6066.0,A053660,2016-07-29,5975.0,6043.0,5907.0,5952.0,0.003864247311827957
556,4190.0,A090460,2016-07-29,3955.0,4095.0,3880.0,3940.0,0.0038071065989847717
733,5370.0,A035900,2016-07-29,5300.0,5380.0,5270.0,5280.0,0.003787878787878788
560,5300.0,A085910,2016-07-29,5320.0,5320.0,5260.0,5300.0,0.0037735849056603774
670,13800.0,A091120,2016-07-29,13350.0,13500.0,13200.0,13300.0,0.0037593984962406013
165,2855.0,A042940,2016-07-29,2920.0,2950.0,2855.0,2910.0,0.003436426116838488
363,6812.0,A018620,2016-07-29,6747.0,6833.0,6459.0,6725.0,0.0032713754646840148
750,16000.0,A069110,2016-07-29,16000.0,16250.0,15950.0,15950.0,0.003134796238244514
588,2497.0,A098660,2016-07-29,2457.0,2463.0,2346.0,2450.0,0.002857142857142857
283,7000.0,A033500,2016-07-29,7020.0,7040.0,6810.0,7000.0,0.002857142857142857
211,18850.0,A052710,2016-07-29,18450.0,18600.0,18250.0,18400.0,0.002717391304347826
93,3046.0,A079650,2016-07-29,3034.0,3038.0,2990.0,3026.0,0.0026437541308658294
404,3995.0,A058220,2016-07-29,3800.0,3870.0,3745.0,3790.0,0.002638522427440633
170,19800.0,A030520,2016-07-29,19350.0,19450.0,19100.0,19300.0,0.0025906735751295338
559,3940.0,A068330,2016-07-29,3930.0,3945.0,3820.0,3920.0,0.002551020408163265
196,2010.0,A011370,2016-07-29,1980.0,2010.0,1960.0,1975.0,0.002531645569620253
683,4035.0,A011320,2016-07-29,4095.0,4135.0,4050.0,4085.0,0.0024479804161566705
247,2085.0,A051780,2016-07-29,2090.0,2095.0,2065.0,2085.0,0.002398081534772182
159,41685.0,A078160,2016-07-29,42491.0,43147.0,42138.0,42390.0,0.002382637414484548
281,2065.0,A075970,2016-07-29,2105.0,2145.0,2080.0,2100.0,0.002380952380952381
398,4429.0,A067990,2016-07-29,4468.0,4483.0,4385.0,4458.0,0.0022431583669807087
550,4685.0,A037350,2016-07-29,4560.0,4580.0,4515.0,4550.0,0.002197802197802198
180,9830.0,A041440,2016-07-29,9920.0,9940.0,9840.0,9900.0,0.00202020202020202
624,5000.0,A069920,2016-07-29,4970.0,5060.0,4870.0,4960.0,0.0020161290322580645
