,Close_x,Name,Datetime,Close_y,High,Low,Open,Diff
230,50000.0,A100120,2016-07-29,49800.0,49900.0,49050.0,49700.0,0.002012072434607646
241,4481.0,A058820,2016-07-29,4639.0,4819.0,4558.0,4630.0,0.0019438444924406047
269,56200.0,A053800,2016-07-29,56100.0,56100.0,55200.0,56000.0,0.0017857142857142857
120,5650.0,A007370,2016-07-29,5830.0,5990.0,5810.0,5820.0,0.001718213058419244
163,6190.0,A005160,2016-07-29,6120.0,6250.0,6000.0,6110.0,0.0016366612111292963
571,2935.0,A064090,2016-07-29,3105.0,3290.0,3065.0,3100.0,0.0016129032258064516
667,4760.0,A033230,2016-07-29,4975.0,5029.0,4906.0,4967.0,0.0016106301590497283
27,3175.0,A001840,2016-07-29,3235.0,3245.0,3150.0,3230.0,0.0015479876160990713
125,13220.0,A086450,2016-07-29,13260.0,13520.0,13120.0,13240.0,0.0015105740181268882
629,11288.0,A072870,2016-07-29,11355.0,11423.0,11305.0,11339.0,0.001411059176294206
488,1513.0,A060380,2016-07-29,1518.0,1524.0,1498.0,1516.0,0.0013192612137203166
256,37400.0,A038290,2016-07-29,38000.0,38200.0,37300.0,37950.0,0.0013175230566534915
67,3970.0,A040610,2016-07-29,3880.0,3945.0,3860.0,3875.0,0.0012903225806451613
519,7730.0,A086980,2016-07-29,7910.0,8000.0,7890.0,7900.0,0.0012658227848101266
10,4155.0,A035460,2016-07-29,4135.0,4220.0,3960.0,4130.0,0.0012106537530266344
297,703.72,KOSDAQ,2016-07-29,706.24,706.83,705.13,705.39,0.0012050071591602131
132,172900.0,A028150,2016-07-29,170100.0,171900.0,168600.0,169900.0,0.0011771630370806356
641,4965.0,A013120,2016-07-29,4935.0,4950.0,4875.0,4930.0,0.0010141987829614604
207,10550.0,A066310,2016-07-29,10000.0,10200.0,9920.0,9990.0,0.001001001001001001
699,112600.0,A078340,2016-07-29,115600.0,117300.0,115500.0,115500.0,0.0008658008658008658
134,5750.0,A053290,2016-07-29,5710.0,5750.0,5600.0,5710.0,0.0
428,7133.0,A023900,2016-07-29,6833.0,6833.0,6733.0,6833.0,0.0
672,9590.0,A043710,2016-07-29,9590.0,9590.0,9590.0,9590.0,0.0
408,8530.0,A033640,2016-07-29,8440.0,8620.0,8320.0,8440.0,0.0
666,12250.0,A065710,2016-07-29,12300.0,12400.0,12100.0,12300.0,0.0
424,1705.0,A054220,2016-07-29,1655.0,1690.0,1650.0,1655.0,0.0
447,2025.0,A060540,2016-07-29,2050.0,2090.0,2015.0,2050.0,0.0
172,12000.0,A054930,2016-07-29,11750.0,12050.0,11550.0,11750.0,0.0
340,4505.0,A080530,2016-07-29,4379.0,4496.0,4338.0,4379.0,0.0
657,10000.0,A101490,2016-07-29,9620.0,9780.0,9450.0,9620.0,0.0
465,13529.0,A038070,2016-07-29,14071.0,14264.0,13877.0,14071.0,0.0
620,4153.0,A073010,2016-07-29,4153.0,4153.0,4153.0,4153.0,0.0
124,4480.0,A033200,2016-07-29,4005.0,4070.0,3995.0,4005.0,0.0
703,2080.0,A039240,2016-07-29,2080.0,2080.0,2040.0,2080.0,0.0
385,2255.0,A045890,2016-07-29,2285.0,2295.0,2250.0,2285.0,0.0
36,2035.0,A045390,2016-07-29,1985.0,2000.0,1945.0,1985.0,0.0
38,8010.0,A115570,2016-07-29,7930.0,7970.0,7850.0,7930.0,0.0
530,1700.0,A037030,2016-07-29,1700.0,1700.0,1700.0,1700.0,0.0
586,14450.0,A042420,2016-07-29,14400.0,14400.0,14200.0,14400.0,0.0
142,2687.0,A042000,2016-07-29,3835.0,3835.0,3835.0,3835.0,0.0
139,61300.0,A049960,2016-07-29,62300.0,62600.0,61500.0,62300.0,0.0
472,2755.0,A029960,2016-07-29,2755.0,2780.0,2735.0,2755.0,0.0
378,13500.0,A092460,2016-07-29,13950.0,14200.0,13600.0,13950.0,0.0
401,4700.0,A024880,2016-07-29,4745.0,4795.0,4695.0,4745.0,0.0
682,16250.0,A018310,2016-07-29,16350.0,16400.0,16100.0,16350.0,0.0
213,8052.0,A080440,2016-07-29,8052.0,8052.0,8052.0,8052.0,0.0
746,9809.0,A046440,2016-07-29,9946.0,10038.0,9763.0,9946.0,0.0
97,2998.0,A049630,2016-07-29,2919.0,2956.0,2859.0,2919.0,0.0
273,5380.0,A006140,2016-07-29,5400.0,5473.0,5366.0,5400.0,0.0
184,15239.0,A032860,2016-07-29,15239.0,15239.0,15239.0,15239.0,0.0
609,9380.0,A069510,2016-07-29,9350.0,9350.0,9290.0,9350.0,0.0
728,4605.0,A066430,2016-07-29,4605.0,4605.0,4605.0,4605.0,0.0
54,8470.0,A086520,2016-07-29,8204.0,8337.0,8138.0,8204.0,0.0
752,2287.0,A016920,2016-07-29,2278.0,2306.0,2260.0,2278.0,0.0
495,1830.0,A023440,2016-07-29,1830.0,1830.0,1830.0,1830.0,0.0
201,4232.0,A050890,2016-07-29,4211.0,4306.0,4198.0,4211.0,0.0
516,3275.0,A001810,2016-07-29,3185.0,3190.0,3140.0,3185.0,0.0
578,8100.0,A017650,2016-07-29,8100.0,8100.0,8100.0,8100.0,0.0
723,1260.0,A060900,2016-07-29,1260.0,1260.0,1260.0,1260.0,0.0
517,2300.0,A042040,2016-07-29,2270.0,2360.0,2210.0,2270.0,0.0
220,2605.0,A049720,2016-07-29,2600.0,2610.0,2580.0,2600.0,0.0
339,22650.0,A009300,2016-07-29,22400.0,22950.0,22150.0,22400.0,0.0
199,12450.0,A025770,2016-07-29,12800.0,12850.0,12550.0,12800.0,0.0
7,34350.0,A036800,2016-07-29,33800.0,34250.0,33650.0,33800.0,0.0
335,3350.0,A059090,2016-07-29,3530.0,3560.0,3480.0,3530.0,0.0
282,16300.0,A038870,2016-07-29,16900.0,17150.0,16800.0,16900.0,0.0
219,9500.0,A080520,2016-07-29,9390.0,9430.0,9200.0,9400.0,-0.0010638297872340426
724,8830.0,A024830,2016-07-29,8780.0,8830.0,8770.0,8790.0,-0.0011376564277588168
109,4265.0,A088910,2016-07-29,4260.0,4305.0,4260.0,4265.0,-0.0011723329425556857
226,2458.0,A052670,2016-07-29,2479.0,2497.0,2479.0,2482.0,-0.0012087026591458502
741,7710.0,A082210,2016-07-29,7730.0,7840.0,7610.0,7740.0,-0.0012919896640826874
534,3850.0,A054540,2016-07-29,3765.0,3810.0,3680.0,3770.0,-0.001326259946949602
209,7460.0,A028080,2016-07-29,7430.0,7480.0,7370.0,7440.0,-0.0013440860215053765
72,6860.0,A036180,2016-07-29,7060.0,7080.0,6870.0,7070.0,-0.0014144271570014145
333,6680.0,A035610,2016-07-29,6750.0,6800.0,6670.0,6760.0,-0.0014792899408284023
37,4658.0,A053280,2016-07-29,4713.0,4748.0,4630.0,4720.0,-0.0014830508474576272
28,6775.0,A045970,2016-07-29,6697.0,6707.0,6600.0,6707.0,-0.001490979573579842
726,6680.0,A040420,2016-07-29,6660.0,6690.0,6660.0,6670.0,-0.0014992503748125937
585,5059.0,A046120,2016-07-29,5068.0,5146.0,4963.0,5076.0,-0.0015760441292356187
248,6290.0,A045520,2016-07-29,6230.0,6370.0,6220.0,6240.0,-0.0016025641025641025
470,3155.0,A038110,2016-07-29,3110.0,3120.0,3075.0,3115.0,-0.0016051364365971107
454,6110.0,A081580,2016-07-29,6100.0,6160.0,6050.0,6110.0,-0.0016366612111292963
115,6010.0,A069330,2016-07-29,6010.0,6020.0,5800.0,6020.0,-0.0016611295681063123
660,5940.0,A083450,2016-07-29,5890.0,5950.0,5760.0,5900.0,-0.001694915254237288
315,5990.0,A000440,2016-07-29,5890.0,5950.0,5890.0,5900.0,-0.001694915254237288
321,5870.0,A051380,2016-07-29,5870.0,5990.0,5760.0,5880.0,-0.0017006802721088435
183,5400.0,A044060,2016-07-29,5440.0,5510.0,5410.0,5450.0,-0.001834862385321101
20,4388.0,A038540,2016-07-29,4479.0,4571.0,4413.0,4488.0,-0.002005347593582888
23,2550.0,A019570,2016-07-29,2465.0,2505.0,2380.0,2470.0,-0.0020242914979757085
497,4332.0,A091580,2016-07-29,4143.0,4264.0,4123.0,4152.0,-0.002167630057803468
217,9300.0,A017890,2016-07-29,9200.0,9250.0,9060.0,9220.0,-0.0021691973969631237
348,3264.0,A035200,2016-07-29,3211.0,3245.0,3177.0,3218.0,-0.002175264139216905
176,2145.0,A053050,2016-07-29,2155.0,2160.0,2140.0,2160.0,-0.0023148148148148147
680,1823.0,A097780,2016-07-29,1691.0,1711.0,1652.0,1695.0,-0.002359882005899705
225,20308.0,A108230,2016-07-29,19916.0,20455.0,19425.0,19965.0,-0.0024542950162784872
473,9998.0,A049070,2016-07-29,9998.0,10124.0,9923.0,10023.0,-0.0024942631946522995
601,40000.0,A034950,2016-07-29,39800.0,40200.0,39750.0,39900.0,-0.002506265664160401
632,7450.0,A027050,2016-07-29,7720.0,7810.0,7720.0,7740.0,-0.002583979328165375
197,7390.0,A025980,2016-07-29,7700.0,7780.0,7600.0,7720.0,-0.0025906735751295338
236,3830.0,A051390,2016-07-29,3845.0,3915.0,3805.0,3855.0,-0.0025940337224383916
450,18100.0,A042520,2016-07-29,18950.0,19100.0,18700.0,19000.0,-0.002631578947368421
136,18700.0,A003100,2016-07-29,18650.0,19000.0,18650.0,18700.0,-0.00267379679144385
755,35850.0,A031390,2016-07-29,36150.0,36400.0,36100.0,36250.0,-0.002758620689655172
34,6470.0,A114450,2016-07-29,6680.0,6770.0,6660.0,6700.0,-0.0029850746268656717
289,1655.0,A065420,2016-07-29,1610.0,1640.0,1595.0,1615.0,-0.0030959752321981426
325,16050.0,A085660,2016-07-29,16050.0,16250.0,15900.0,16100.0,-0.003105590062111801
352,5057.0,A005670,2016-07-29,5057.0,5121.0,5009.0,5073.0,-0.003153952296471516
477,3135.0,A033290,2016-07-29,3110.0,3120.0,3020.0,3120.0,-0.003205128205128205
337,3110.0,A114190,2016-07-29,3090.0,3125.0,3050.0,3100.0,-0.0032258064516129032
101,900.0,A094860,2016-07-29,912.0,926.0,906.0,915.0,-0.003278688524590164
369,1500.0,A072770,2016-07-29,1505.0,1510.0,1485.0,1510.0,-0.0033112582781456954
78,1485.0,A035890,2016-07-29,1490.0,1525.0,1470.0,1495.0,-0.0033444816053511705
324,3840.0,A024910,2016-07-29,3852.0,3865.0,3797.0,3865.0,-0.0033635187580853816
164,14300.0,A065680,2016-07-29,14300.0,14450.0,14100.0,14350.0,-0.003484320557491289
466,5610.0,A066130,2016-07-29,5680.0,5750.0,5650.0,5700.0,-0.0035087719298245615
240,2900.0,A001000,2016-07-29,2790.0,2820.0,2760.0,2800.0,-0.0035714285714285713
573,13650.0,A060590,2016-07-29,13800.0,14050.0,13800.0,13850.0,-0.0036101083032490976
319,7940.0,A048410,2016-07-29,8220.0,8360.0,8200.0,8250.0,-0.0036363636363636364
541,5470.0,A007330,2016-07-29,5460.0,5480.0,5420.0,5480.0,-0.0036496350364963502
410,2144.0,A060230,2016-07-29,2152.0,2239.0,2152.0,2160.0,-0.003703703703703704
299,13350.0,A026040,2016-07-29,13250.0,13550.0,13100.0,13300.0,-0.0037593984962406013
493,4422.0,A045060,2016-07-29,4400.0,4431.0,4391.0,4417.0,-0.0038487661308580483
593,2440.0,A065060,2016-07-29,2560.0,2610.0,2530.0,2570.0,-0.0038910505836575876
605,3900.0,A035290,2016-07-29,3835.0,3920.0,3750.0,3850.0,-0.003896103896103896
507,2271.0,A064520,2016-07-29,2280.0,2303.0,2267.0,2289.0,-0.003931847968545216
227,152000.0,A036490,2016-07-29,147400.0,150200.0,143800.0,148000.0,-0.004054054054054054
368,3645.0,A036640,2016-07-29,3665.0,3695.0,3660.0,3680.0,-0.004076086956521739
697,3550.0,A013720,2016-07-29,3485.0,3525.0,3450.0,3500.0,-0.004285714285714286
535,12074.0,A082660,2016-07-29,11538.0,11789.0,11521.0,11588.0,-0.00431480842250604
157,10950.0,A072470,2016-07-29,11200.0,11450.0,11150.0,11250.0,-0.0044444444444444444
662,16357.0,A060250,2016-07-29,17010.0,17278.0,16050.0,17086.0,-0.004448086152405478
191,11250.0,A015710,2016-07-29,11000.0,11150.0,10800.0,11050.0,-0.004524886877828055
26,3425.0,A073540,2016-07-29,3220.0,3290.0,3160.0,3235.0,-0.00463678516228748
111,30942.0,A049180,2016-07-29,30870.0,33521.0,29510.0,31014.0,-0.0046430644225188625
40,42150.0,A058470,2016-07-29,42050.0,42300.0,41750.0,42250.0,-0.004733727810650888
419,4215.0,A017480,2016-07-29,4200.0,4250.0,4175.0,4220.0,-0.004739336492890996
105,10350.0,A019210,2016-07-29,10250.0,10300.0,10150.0,10300.0,-0.0048543689320388345
53,2040.0,A033600,2016-07-29,2040.0,2100.0,2015.0,2050.0,-0.004878048780487805
122,2651.0,A024740,2016-07-29,2651.0,2693.0,2630.0,2664.0,-0.00487987987987988
527,39400.0,A041830,2016-07-29,40600.0,41200.0,40500.0,40800.0,-0.004901960784313725
233,9140.0,A041140,2016-07-29,10000.0,10150.0,9970.0,10050.0,-0.004975124378109453
370,7640.0,A019660,2016-07-29,7970.0,8120.0,7810.0,8010.0,-0.004993757802746567
358,4900.0,A004590,2016-07-29,4950.0,5070.0,4830.0,4975.0,-0.005025125628140704
250,1955.0,A002680,2016-07-29,1950.0,1985.0,1940.0,1960.0,-0.00510204081632653
406,2840.0,A070590,2016-07-29,2915.0,2995.0,2845.0,2930.0,-0.005119453924914676
83,5519.0,A089010,2016-07-29,5605.0,5634.0,5529.0,5634.0,-0.0051473198438054665
90,37600.0,A036190,2016-07-29,38650.0,39150.0,38000.0,38850.0,-0.005148005148005148
735,5630.0,A039860,2016-07-29,5750.0,5820.0,5720.0,5780.0,-0.005190311418685121
498,8024.0,A079000,2016-07-29,8033.0,8076.0,7963.0,8076.0,-0.005324418028727093
82,3620.0,A045340,2016-07-29,3670.0,3750.0,3610.0,3690.0,-0.005420054200542005
307,1705.0,A023460,2016-07-29,1810.0,1920.0,1760.0,1820.0,-0.005494505494505495
574,5470.0,A080470,2016-07-29,5400.0,5430.0,5330.0,5430.0,-0.0055248618784530384
39,17650.0,A038390,2016-07-29,17750.0,17850.0,17600.0,17850.0,-0.0056022408963585435
716,1786.0,A089230,2016-07-29,1768.0,1786.0,1746.0,1778.0,-0.00562429696287964
61,8550.0,A052770,2016-07-29,8800.0,8870.0,8680.0,8850.0,-0.005649717514124294
153,2287.0,A046070,2016-07-29,2284.0,2318.0,2272.0,2297.0,-0.0056595559425337396
525,4300.0,A066900,2016-07-29,4285.0,4320.0,4265.0,4310.0,-0.00580046403712297
186,4210.0,A032620,2016-07-29,4240.0,4290.0,4240.0,4265.0,-0.005861664712778429
394,8240.0,A095910,2016-07-29,8270.0,8330.0,8170.0,8320.0,-0.006009615384615385
182,8200.0,A096640,2016-07-29,8230.0,8750.0,8170.0,8280.0,-0.006038647342995169
712,32281.0,A036830,2016-07-29,31178.0,31801.0,30986.0,31370.0,-0.006120497290404845
710,9740.0,A078020,2016-07-29,9720.0,9870.0,9720.0,9780.0,-0.006134969325153374
62,955.0,A096040,2016-07-29,966.0,1030.0,946.0,972.0,-0.006172839506172839
194,4780.0,A088800,2016-07-29,4695.0,4770.0,4640.0,4725.0,-0.006349206349206349
596,3810.0,A054040,2016-07-29,3860.0,3885.0,3810.0,3885.0,-0.006435006435006435
301,7440.0,A014970,2016-07-29,7680.0,7910.0,7660.0,7730.0,-0.00646830530401035
251,6190.0,A046940,2016-07-29,6100.0,6210.0,6070.0,6140.0,-0.006514657980456026
496,4640.0,A038060,2016-07-29,4570.0,4620.0,4555.0,4600.0,-0.006521739130434782
286,4041.0,A061040,2016-07-29,3901.0,4034.0,3901.0,3927.0,-0.006620830150241915
730,5600.0,A041930,2016-07-29,5680.0,5720.0,5620.0,5720.0,-0.006993006993006993
701,4772.0,A056730,2016-07-29,5006.0,5114.0,4988.0,5042.0,-0.007140023800079333
336,2065.0,A006580,2016-07-29,2085.0,2100.0,2050.0,2100.0,-0.007142857142857143
540,4842.0,A021650,2016-07-29,4914.0,4950.0,4789.0,4950.0,-0.007272727272727273
131,6402.0,A037070,2016-07-29,6402.0,6506.0,6270.0,6449.0,-0.0072879516204062645
160,13450.0,A018680,2016-07-29,13600.0,13800.0,13600.0,13700.0,-0.0072992700729927005
362,26750.0,A115310,2016-07-29,26750.0,27100.0,26500.0,26950.0,-0.0074211502782931356
736,1166.0,A043100,2016-07-29,1166.0,1187.0,1166.0,1175.0,-0.007659574468085106
740,5671.0,A101680,2016-07-29,5649.0,5700.0,5604.0,5693.0,-0.007728789741788161
513,9700.0,A050120,2016-07-29,9600.0,9875.0,9600.0,9675.0,-0.007751937984496124
756,9250.0,A011040,2016-07-29,9500.0,9600.0,9450.0,9575.0,-0.007832898172323759
68,6250.0,A080420,2016-07-29,6300.0,6675.0,6275.0,6350.0,-0.007874015748031496
413,5020.0,A014200,2016-07-29,5030.0,5090.0,5000.0,5070.0,-0.007889546351084813
353,7530.0,A053350,2016-07-29,7540.0,7720.0,7480.0,7600.0,-0.007894736842105263
21,8690.0,A023160,2016-07-29,8700.0,8800.0,8670.0,8770.0,-0.00798175598631699
693,3100.0,A089150,2016-07-29,3095.0,3120.0,3060.0,3120.0,-0.008012820512820512
567,2390.0,A009730,2016-07-29,2470.0,2530.0,2460.0,2490.0,-0.008032128514056224
154,6460.0,A065130,2016-07-29,6150.0,6250.0,6110.0,6200.0,-0.008064516129032258
644,8670.0,A080010,2016-07-29,8600.0,8790.0,8500.0,8670.0,-0.008073817762399077
520,6360.0,A079940,2016-07-29,6100.0,6150.0,6050.0,6150.0,-0.008130081300813009
128,4000.0,A046110,2016-07-29,4120.0,4210.0,4105.0,4155.0,-0.00842358604091456
144,11900.0,A033160,2016-07-29,11700.0,11850.0,11650.0,11800.0,-0.00847457627118644
308,32950.0,A092730,2016-07-29,34850.0,35150.0,34350.0,35150.0,-0.008534850640113799
292,4630.0,A060570,2016-07-29,4560.0,4635.0,4520.0,4600.0,-0.008695652173913044
706,2300.0,A011080,2016-07-29,2280.0,2305.0,2255.0,2300.0,-0.008695652173913044
266,4015.0,A032540,2016-07-29,3965.0,4010.0,3925.0,4000.0,-0.00875
608,5780.0,A036000,2016-07-29,5620.0,5730.0,5600.0,5670.0,-0.008818342151675485
739,5570.0,A037440,2016-07-29,5620.0,5680.0,5550.0,5670.0,-0.008818342151675485
650,4520.0,A052220,2016-07-29,4470.0,4520.0,4465.0,4510.0,-0.008869179600886918
22,33825.0,A018120,2016-07-29,33674.0,33976.0,33573.0,33976.0,-0.008888627266305628
705,8390.0,A053700,2016-07-29,8535.0,8612.0,8410.0,8612.0,-0.008941012540640966
729,8780.0,A036560,2016-07-29,8760.0,8840.0,8650.0,8840.0,-0.00904977375565611
509,1416.0,A021040,2016-07-29,1412.0,1425.0,1394.0,1425.0,-0.009122807017543859
332,2798.0,A067630,2016-07-29,2566.0,2647.0,2491.0,2590.0,-0.009266409266409266
748,4060.0,A086670,2016-07-29,4260.0,4335.0,4220.0,4300.0,-0.009302325581395349
318,20500.0,A053030,2016-07-29,21100.0,21500.0,21000.0,21300.0,-0.009389671361502348
486,7350.0,A048430,2016-07-29,7380.0,7450.0,7310.0,7450.0,-0.009395973154362415
204,2585.0,A033310,2016-07-29,2625.0,2690.0,2605.0,2650.0,-0.009433962264150943
505,10712.0,A067000,2016-07-29,10902.0,11093.0,10885.0,11006.0,-0.009449391241141195
611,8236.0,A054450,2016-07-29,8275.0,8354.0,8118.0,8354.0,-0.009456547761551352
475,7320.0,A067170,2016-07-29,7330.0,7450.0,7250.0,7400.0,-0.00945945945945946
140,5021.0,A083660,2016-07-29,5100.0,5217.0,5090.0,5149.0,-0.00951641095358322
85,6212.0,A038340,2016-07-29,5979.0,6125.0,5950.0,6037.0,-0.009607420904422726
107,8133.0,A043650,2016-07-29,8122.0,8235.0,8088.0,8201.0,-0.00963297158883063
580,5748.0,A094940,2016-07-29,5626.0,5782.0,5417.0,5681.0,-0.00968139412075339
275,7130.0,A038680,2016-07-29,7100.0,7280.0,7100.0,7170.0,-0.009762900976290097
542,4050.0,A043200,2016-07-29,4030.0,4070.0,3995.0,4070.0,-0.009828009828009828
63,4271.0,A012340,2016-07-29,4328.0,4514.0,4271.0,4371.0,-0.00983756577442233
169,5040.0,A017000,2016-07-29,5030.0,5080.0,4935.0,5080.0,-0.00984251968503937
24,4020.0,A086250,2016-07-29,3990.0,4035.0,3930.0,4030.0,-0.009925558312655087
656,8100.0,A094850,2016-07-29,7890.0,7970.0,7870.0,7970.0,-0.010037641154328732
561,6336.0,A044180,2016-07-29,6069.0,6151.0,6008.0,6131.0,-0.010112542815201435
29,13515.0,A115160,2016-07-29,13469.0,13607.0,13330.0,13607.0,-0.010141838759462042
382,15400.0,A079370,2016-07-29,14550.0,14750.0,14400.0,14700.0,-0.01020408163265306
110,6090.0,A060260,2016-07-29,5780.0,5930.0,5730.0,5840.0,-0.010273972602739725
698,4931.0,A101330,2016-07-29,4963.0,5015.0,4840.0,5015.0,-0.01036889332003988
309,1890.0,A049120,2016-07-29,1905.0,1985.0,1885.0,1925.0,-0.01038961038961039
95,74800.0,A048260,2016-07-29,76200.0,77500.0,76000.0,77000.0,-0.01038961038961039
504,2780.0,A049470,2016-07-29,2820.0,2880.0,2810.0,2850.0,-0.010526315789473684
73,54186.0,A016250,2016-07-29,53015.0,54230.0,52234.0,53579.0,-0.010526512252934918
708,2113.0,A053270,2016-07-29,2142.0,2203.0,2137.0,2165.0,-0.010623556581986143
375,769.0,A041190,2016-07-29,745.0,768.0,740.0,753.0,-0.010624169986719787
390,14150.0,A092070,2016-07-29,13850.0,14250.0,13450.0,14000.0,-0.010714285714285714
387,1830.0,A081150,2016-07-29,1800.0,1830.0,1795.0,1820.0,-0.01098901098901099
265,2788.0,A012860,2016-07-29,2690.0,2729.0,2686.0,2720.0,-0.011029411764705883
360,7100.0,A030190,2016-07-29,7160.0,7250.0,7100.0,7240.0,-0.011049723756906077
592,1671.0,A033540,2016-07-29,1679.0,1698.0,1666.0,1698.0,-0.011189634864546525
538,9930.0,A051360,2016-07-29,9720.0,9830.0,9680.0,9830.0,-0.011190233977619531
652,5140.0,A078350,2016-07-29,5290.0,5480.0,5130.0,5350.0,-0.011214953271028037
614,6830.0,A062860,2016-07-29,6820.0,6900.0,6740.0,6900.0,-0.011594202898550725
316,3375.0,A068930,2016-07-29,3405.0,3450.0,3385.0,3445.0,-0.011611030478955007
714,8803.0,A052420,2016-07-29,8908.0,9119.0,8838.0,9013.0,-0.011649839121269278
268,7050.0,A004780,2016-07-29,6750.0,6830.0,6650.0,6830.0,-0.01171303074670571
479,935.0,A032820,2016-07-29,922.0,938.0,913.0,933.0,-0.011789924973204717
171,4400.0,A018290,2016-07-29,4545.0,4680.0,4495.0,4600.0,-0.011956521739130435
643,5950.0,A104460,2016-07-29,5760.0,5880.0,5680.0,5830.0,-0.012006861063464836
33,11326.0,A012790,2016-07-29,11573.0,11749.0,11467.0,11714.0,-0.012036878948267032
148,8090.0,A036030,2016-07-29,8160.0,8280.0,8120.0,8260.0,-0.012106537530266344
400,10977.0,A082920,2016-07-29,11114.0,11296.0,10886.0,11251.0,-0.012176695404852902
5,16000.0,A084730,2016-07-29,16050.0,16350.0,15700.0,16250.0,-0.012307692307692308
754,11900.0,A047560,2016-07-29,11950.0,12150.0,11800.0,12100.0,-0.012396694214876033
757,25046.0,A095340,2016-07-29,25551.0,25873.0,24862.0,25873.0,-0.01244540640822479
494,2345.0,A048550,2016-07-29,2370.0,2415.0,2365.0,2400.0,-0.0125
489,31900.0,A003800,2016-07-29,31600.0,32000.0,31420.0,32000.0,-0.0125
320,2290.0,A063440,2016-07-29,2360.0,2390.0,2325.0,2390.0,-0.012552301255230125
411,11900.0,A043370,2016-07-29,11750.0,11950.0,11600.0,11900.0,-0.012605042016806723
753,1575.0,A099220,2016-07-29,1565.0,1600.0,1555.0,1585.0,-0.012618296529968454
195,76200.0,A063080,2016-07-29,78000.0,79300.0,77900.0,79000.0,-0.012658227848101266
623,6240.0,A093640,2016-07-29,6140.0,6280.0,6080.0,6220.0,-0.012861736334405145
293,10300.0,A069540,2016-07-29,9970.0,10100.0,9660.0,10100.0,-0.01287128712871287
188,1097.0,A073640,2016-07-29,1140.0,1164.0,1111.0,1155.0,-0.012987012987012988
511,2595.0,A065170,2016-07-29,2650.0,2685.0,2630.0,2685.0,-0.01303538175046555
720,3330.0,A074430,2016-07-29,3365.0,3435.0,3320.0,3410.0,-0.013196480938416423
686,4515.0,A056080,2016-07-29,4485.0,4575.0,4440.0,4545.0,-0.013201320132013201
732,2579.0,A109960,2016-07-29,2594.0,2694.0,2539.0,2629.0,-0.013313046785850133
372,922.0,A021880,2016-07-29,960.0,973.0,938.0,973.0,-0.013360739979445015
19,4790.0,A065690,2016-07-29,4785.0,4980.0,4750.0,4850.0,-0.013402061855670102
444,6905.0,A114570,2016-07-29,6822.0,6963.0,6822.0,6916.0,-0.013591671486408328
467,3370.0,A039420,2016-07-29,3265.0,3310.0,3250.0,3310.0,-0.013595166163141994
552,10210.0,A097870,2016-07-29,9731.0,9868.0,9594.0,9868.0,-0.01388325901905148
376,9230.0,A014620,2016-07-29,9230.0,9400.0,9210.0,9360.0,-0.013888888888888888
279,14000.0,A095660,2016-07-29,14050.0,14250.0,14050.0,14250.0,-0.014035087719298246
224,10400.0,A086390,2016-07-29,9820.0,10150.0,9750.0,9960.0,-0.014056224899598393
631,27026.0,A025900,2016-07-29,27417.0,27915.0,27026.0,27808.0,-0.014060701956271576
416,9830.0,A036670,2016-07-29,10400.0,10650.0,10200.0,10550.0,-0.014218009478672985
709,17100.0,A024950,2016-07-29,17300.0,17550.0,17150.0,17550.0,-0.014245014245014245
432,2145.0,A044780,2016-07-29,2075.0,2125.0,2075.0,2105.0,-0.014251781472684086
655,1302.0,A019590,2016-07-29,1314.0,1333.0,1299.0,1333.0,-0.014253563390847712
367,1380.0,A043340,2016-07-29,1380.0,1400.0,1340.0,1400.0,-0.014285714285714285
572,9320.0,A044340,2016-07-29,9550.0,9750.0,9480.0,9690.0,-0.014447884416924664
747,23200.0,A054050,2016-07-29,23850.0,24350.0,23600.0,24200.0,-0.014462809917355372
92,14394.0,A066980,2016-07-29,14289.0,14552.0,14237.0,14500.0,-0.014551724137931035
162,6493.0,A024810,2016-07-29,6554.0,6677.0,6510.0,6651.0,-0.014584273041647873
51,16750.0,A054670,2016-07-29,16800.0,17050.0,16700.0,17050.0,-0.01466275659824047
18,5450.0,A024800,2016-07-29,5350.0,5490.0,5280.0,5430.0,-0.014732965009208104
422,3944.0,A027580,2016-07-29,3814.0,3935.0,3782.0,3872.0,-0.014979338842975207
455,1915.0,A052900,2016-07-29,1955.0,1985.0,1910.0,1985.0,-0.015113350125944584
589,5540.0,A023790,2016-07-29,5810.0,6220.0,5730.0,5900.0,-0.015254237288135594
393,2900.0,A054180,2016-07-29,2887.0,3069.0,2746.0,2932.0,-0.015347885402455661
254,5850.0,A024120,2016-07-29,5770.0,5910.0,5770.0,5860.0,-0.015358361774744027
515,7550.0,A115440,2016-07-29,7610.0,7860.0,7610.0,7730.0,-0.015523932729624839
425,2135.0,A099520,2016-07-29,2154.0,2207.0,2135.0,2188.0,-0.015539305301645339
161,8810.0,A049430,2016-07-29,8810.0,8950.0,8790.0,8950.0,-0.01564245810055866
640,3500.0,A024940,2016-07-29,3460.0,3550.0,3450.0,3515.0,-0.015647226173541962
459,615.0,A078130,2016-07-29,626.0,638.0,620.0,636.0,-0.015723270440251572
152,3764.0,A067900,2016-07-29,3759.0,3858.0,3726.0,3820.0,-0.015968586387434557
545,11900.0,A021320,2016-07-29,12300.0,12650.0,12050.0,12500.0,-0.016
