,Close_x,Name,Datetime,Close_y,Diff
579,1695.0,A054220,2016-08-01 15:00:00,1655.0,0.02416918429003021
404,3995.0,A061040,2016-08-01 15:00:00,3901.0,0.024096385542168676
150,2989.0,A049630,2016-08-01 15:00:00,2919.0,0.023980815347721823
231,13000.0,A100030,2016-08-01 15:00:00,12700.0,0.023622047244094488
336,2855.0,A001000,2016-08-01 15:00:00,2790.0,0.023297491039426525
980,1555.0,A027040,2016-08-01 15:00:00,1520.0,0.023026315789473683
14,2450.0,A064820,2016-08-01 15:00:00,2395.0,0.022964509394572025
953,6112.0,A053660,2016-08-01 15:00:00,5975.0,0.022928870292887028
339,7720.0,A039560,2016-08-01 15:00:00,7550.0,0.022516556291390728
563,3180.0,A036710,2016-08-01 15:00:00,3110.0,0.022508038585209004
1028,9100.0,A161570,2016-08-01 15:00:00,8900.0,0.02247191011235955
917,13650.0,A091120,2016-08-01 15:00:00,13350.0,0.02247191011235955
281,4800.0,A088800,2016-08-01 15:00:00,4695.0,0.022364217252396165
23,29800.0,A096240,2016-08-01 15:00:00,29150.0,0.022298456260720412
548,7830.0,A126700,2016-08-01 15:00:00,7660.0,0.022193211488250653
153,32300.0,A108320,2016-08-01 15:00:00,31600.0,0.022151898734177215
116,54187.0,A016250,2016-08-01 15:00:00,53015.0,0.022106950862963312
391,19106.0,A067390,2016-08-01 15:00:00,18695.0,0.021984487830970848
961,2330.0,A011080,2016-08-01 15:00:00,2280.0,0.021929824561403508
785,5749.0,A094940,2016-08-01 15:00:00,5626.0,0.02186277995023107
474,26831.0,A117670,2016-08-01 15:00:00,26265.0,0.021549590710070437
211,11950.0,A033160,2016-08-01 15:00:00,11700.0,0.021367521367521368
204,3600.0,A090740,2016-08-01 15:00:00,3525.0,0.02127659574468085
236,6250.0,A005160,2016-08-01 15:00:00,6120.0,0.021241830065359478
186,17100.0,A046890,2016-08-01 15:00:00,16750.0,0.020895522388059702
371,3690.0,A033110,2016-08-01 15:00:00,3615.0,0.02074688796680498
17,4220.0,A035460,2016-08-01 15:00:00,4135.0,0.020556227327690448
902,27450.0,A056090,2016-08-01 15:00:00,26900.0,0.020446096654275093
278,6060.0,A058610,2016-08-01 15:00:00,5940.0,0.020202020202020204
615,17700.0,A059100,2016-08-01 15:00:00,17350.0,0.020172910662824207
728,3840.0,A054540,2016-08-01 15:00:00,3765.0,0.0199203187250996
316,20309.0,A108230,2016-08-01 15:00:00,19916.0,0.01973287808796947
1,10650.0,A089980,2016-08-01 15:00:00,10450.0,0.019138755980861243
809,6930.0,A039290,2016-08-01 15:00:00,6800.0,0.01911764705882353
136,24200.0,A088130,2016-08-01 15:00:00,23750.0,0.018947368421052633
929,1723.0,A097780,2016-08-01 15:00:00,1691.0,0.018923713778829097
341,6700.0,A131100,2016-08-01 15:00:00,6576.0,0.018856447688564478
676,4221.0,A091580,2016-08-01 15:00:00,4143.0,0.01882693700217234
257,4330.0,A036810,2016-08-01 15:00:00,4250.0,0.018823529411764704
675,4655.0,A038060,2016-08-01 15:00:00,4570.0,0.018599562363238512
648,109800.0,A039030,2016-08-01 15:00:00,107800.0,0.01855287569573284
406,13950.0,A079960,2016-08-01 15:00:00,13700.0,0.01824817518248175
538,14100.0,A092070,2016-08-01 15:00:00,13850.0,0.018050541516245487
107,18570.0,A096530,2016-08-01 15:00:00,18243.0,0.017924683440223646
411,4640.0,A060570,2016-08-01 15:00:00,4560.0,0.017543859649122806
839,69700.0,A183490,2016-08-01 15:00:00,68500.0,0.017518248175182483
396,6440.0,A069140,2016-08-01 15:00:00,6330.0,0.017377567140600316
477,3941.0,A043590,2016-08-01 15:00:00,3874.0,0.01729478575116159
95,6886.0,A065650,2016-08-01 15:00:00,6769.0,0.017284680159550894
536,2950.0,A039230,2016-08-01 15:00:00,2900.0,0.017241379310344827
431,14750.0,A175140,2016-08-01 15:00:00,14500.0,0.017241379310344827
565,11950.0,A043370,2016-08-01 15:00:00,11750.0,0.01702127659574468
963,4974.0,A187790,2016-08-01 15:00:00,4891.0,0.01696994479656512
111,1380.0,A038620,2016-08-01 15:00:00,1357.0,0.01694915254237288
509,7432.0,A138080,2016-08-01 15:00:00,7309.0,0.01682856751949651
16,3060.0,A043290,2016-08-01 15:00:00,3010.0,0.016611295681063124
562,8580.0,A033640,2016-08-01 15:00:00,8440.0,0.016587677725118485
955,3400.0,A054090,2016-08-01 15:00:00,3345.0,0.016442451420029897
305,9350.0,A017890,2016-08-01 15:00:00,9200.0,0.016304347826086956
299,18750.0,A052710,2016-08-01 15:00:00,18450.0,0.016260162601626018
527,1580.0,A050090,2016-08-01 15:00:00,1555.0,0.01607717041800643
818,5720.0,A038950,2016-08-01 15:00:00,5630.0,0.015985790408525755
940,2481.0,A033340,2016-08-01 15:00:00,2443.0,0.015554645927138764
841,2097.0,A111870,2016-08-01 15:00:00,2065.0,0.01549636803874092
268,5837.0,A121890,2016-08-01 15:00:00,5748.0,0.015483646485734168
108,3940.0,A040610,2016-08-01 15:00:00,3880.0,0.015463917525773196
195,172700.0,A028150,2016-08-01 15:00:00,170100.0,0.015285126396237508
337,6690.0,A072950,2016-08-01 15:00:00,6590.0,0.015174506828528073
941,33600.0,A065660,2016-08-01 15:00:00,33100.0,0.015105740181268883
947,18109.0,A080160,2016-08-01 15:00:00,17842.0,0.01496469005716848
358,3333.0,A057680,2016-08-01 15:00:00,3284.0,0.01492082825822168
427,1783.0,A089890,2016-08-01 15:00:00,1757.0,0.014797951052931132
842,6230.0,A093640,2016-08-01 15:00:00,6140.0,0.014657980456026058
621,7479.0,A093190,2016-08-01 15:00:00,7372.0,0.014514378730330983
68,4560.0,A042370,2016-08-01 15:00:00,4495.0,0.014460511679644048
314,1755.0,A126640,2016-08-01 15:00:00,1730.0,0.014450867052023121
587,1701.0,A018000,2016-08-01 15:00:00,1677.0,0.014311270125223614
198,5790.0,A053290,2016-08-01 15:00:00,5710.0,0.014010507880910683
217,16242.0,A083310,2016-08-01 15:00:00,16019.0,0.01392096884949123
535,1825.0,A081150,2016-08-01 15:00:00,1800.0,0.013888888888888888
867,5840.0,A104460,2016-08-01 15:00:00,5760.0,0.013888888888888888
966,14650.0,A089030,2016-08-01 15:00:00,14450.0,0.01384083044982699
798,2491.0,A098660,2016-08-01 15:00:00,2457.0,0.013838013838013839
636,3310.0,A039420,2016-08-01 15:00:00,3265.0,0.013782542113323124
726,5900.0,A010470,2016-08-01 15:00:00,5820.0,0.013745704467353952
183,4130.0,A096870,2016-08-01 15:00:00,4075.0,0.013496932515337423
732,9850.0,A051360,2016-08-01 15:00:00,9720.0,0.013374485596707819
897,3800.0,A205100,2016-08-01 15:00:00,3750.0,0.013333333333333334
13,34250.0,A036800,2016-08-01 15:00:00,33800.0,0.013313609467455622
366,3371.0,A123840,2016-08-01 15:00:00,3327.0,0.013225127742711151
1007,5370.0,A035900,2016-08-01 15:00:00,5300.0,0.013207547169811321
712,6180.0,A079940,2016-08-01 15:00:00,6100.0,0.013114754098360656
761,5420.0,A091970,2016-08-01 15:00:00,5350.0,0.013084112149532711
472,3130.0,A114190,2016-08-01 15:00:00,3090.0,0.012944983818770227
76,42492.0,A119610,2016-08-01 15:00:00,41950.0,0.012920143027413587
640,3150.0,A038110,2016-08-01 15:00:00,3110.0,0.012861736334405145
909,9470.0,A098460,2016-08-01 15:00:00,9350.0,0.012834224598930482
1029,1200.0,A025440,2016-08-01 15:00:00,1185.0,0.012658227848101266
791,2815.0,A045300,2016-08-01 15:00:00,2780.0,0.012589928057553957
545,2820.0,A017250,2016-08-01 15:00:00,2785.0,0.012567324955116697
311,2445.0,A094970,2016-08-01 15:00:00,2415.0,0.012422360248447204
882,4525.0,A052220,2016-08-01 15:00:00,4470.0,0.012304250559284116
911,12450.0,A065710,2016-08-01 15:00:00,12300.0,0.012195121951219513
88,8304.0,A086520,2016-08-01 15:00:00,8204.0,0.01218917601170161
606,6905.0,A114570,2016-08-01 15:00:00,6822.0,0.012166520082087365
458,4087.0,A136480,2016-08-01 15:00:00,4038.0,0.012134720158494304
786,5326.0,A126880,2016-08-01 15:00:00,5263.0,0.011970359110773323
680,5100.0,A170030,2016-08-01 15:00:00,5040.0,0.011904761904761904
492,4416.0,A225530,2016-08-01 15:00:00,4365.0,0.01168384879725086
45,6775.0,A045970,2016-08-01 15:00:00,6697.0,0.011647006122144244
436,5250.0,A056000,2016-08-01 15:00:00,5190.0,0.011560693641618497
506,13150.0,A037370,2016-08-01 15:00:00,13000.0,0.011538461538461539
355,6170.0,A046940,2016-08-01 15:00:00,6100.0,0.011475409836065573
935,2210.0,A037330,2016-08-01 15:00:00,2185.0,0.011441647597254004
102,977.0,A096040,2016-08-01 15:00:00,966.0,0.011387163561076604
931,6230.0,A020710,2016-08-01 15:00:00,6160.0,0.011363636363636364
367,4650.0,A042500,2016-08-01 15:00:00,4600.0,0.010869565217391304
817,12860.0,A049950,2016-08-01 15:00:00,12722.0,0.010847351045433109
686,19300.0,A084370,2016-08-01 15:00:00,19100.0,0.010471204188481676
425,14550.0,A032790,2016-08-01 15:00:00,14400.0,0.010416666666666666
354,1970.0,A002680,2016-08-01 15:00:00,1950.0,0.010256410256410256
61,8010.0,A115570,2016-08-01 15:00:00,7930.0,0.01008827238335435
861,10200.0,A068790,2016-08-01 15:00:00,10100.0,0.009900990099009901
605,8180.0,A170790,2016-08-01 15:00:00,8100.0,0.009876543209876543
601,10250.0,A065570,2016-08-01 15:00:00,10150.0,0.009852216748768473
805,7260.0,A154040,2016-08-01 15:00:00,7190.0,0.009735744089012517
586,2080.0,A115530,2016-08-01 15:00:00,2060.0,0.009708737864077669
372,2716.0,A012860,2016-08-01 15:00:00,2690.0,0.009665427509293681
498,52500.0,A237690,2016-08-01 15:00:00,52000.0,0.009615384615384616
325,3160.0,A137940,2016-08-01 15:00:00,3130.0,0.009584664536741214
64,53668.0,A114120,2016-08-01 15:00:00,53165.0,0.00946111163359353
409,1625.0,A065420,2016-08-01 15:00:00,1610.0,0.009316770186335404
330,8680.0,A039010,2016-08-01 15:00:00,8600.0,0.009302325581395349
921,10950.0,A052190,2016-08-01 15:00:00,10850.0,0.009216589861751152
865,4980.0,A013120,2016-08-01 15:00:00,4935.0,0.00911854103343465
332,3880.0,A051390,2016-08-01 15:00:00,3845.0,0.009102730819245773
691,13689.0,A142280,2016-08-01 15:00:00,13566.0,0.009066784608580274
84,16950.0,A054670,2016-08-01 15:00:00,16800.0,0.008928571428571428
226,11300.0,A072470,2016-08-01 15:00:00,11200.0,0.008928571428571428
678,4020.0,A067570,2016-08-01 15:00:00,3985.0,0.00878293601003764
969,7364.0,A121800,2016-08-01 15:00:00,7300.0,0.008767123287671232
737,4065.0,A043200,2016-08-01 15:00:00,4030.0,0.008684863523573201
908,7859.0,A015750,2016-08-01 15:00:00,7792.0,0.008598562628336756
979,5777.0,A007390,2016-08-01 15:00:00,5728.0,0.008554469273743016
181,11800.0,A093920,2016-08-01 15:00:00,11700.0,0.008547008547008548
602,21559.0,A185490,2016-08-01 15:00:00,21377.0,0.008513823267998316
363,11950.0,A039830,2016-08-01 15:00:00,11850.0,0.008438818565400843
485,3238.0,A035200,2016-08-01 15:00:00,3211.0,0.008408595453129867
158,3264.0,A139670,2016-08-01 15:00:00,3237.0,0.008341056533827619
227,12100.0,A136540,2016-08-01 15:00:00,12000.0,0.008333333333333333
407,6362.0,A137400,2016-08-01 15:00:00,6311.0,0.008081128188876565
351,6280.0,A045520,2016-08-01 15:00:00,6230.0,0.008025682182985553
652,929.0,A032820,2016-08-01 15:00:00,922.0,0.007592190889370932
625,1330.0,A021045,2016-08-01 15:00:00,1320.0,0.007575757575757576
284,1995.0,A011370,2016-08-01 15:00:00,1980.0,0.007575757575757576
224,2660.0,A036540,2016-08-01 15:00:00,2640.0,0.007575757575757576
420,13350.0,A026040,2016-08-01 15:00:00,13250.0,0.007547169811320755
152,4011.0,A131760,2016-08-01 15:00:00,3981.0,0.007535795026375283
39,4020.0,A086250,2016-08-01 15:00:00,3990.0,0.007518796992481203
143,14395.0,A066980,2016-08-01 15:00:00,14289.0,0.007418293792427742
743,961.0,A131090,2016-08-01 15:00:00,954.0,0.007337526205450734
663,13800.0,A045100,2016-08-01 15:00:00,13700.0,0.0072992700729927005
948,3510.0,A013720,2016-08-01 15:00:00,3485.0,0.007173601147776184
672,4431.0,A045060,2016-08-01 15:00:00,4400.0,0.007045454545454546
571,5930.0,A058630,2016-08-01 15:00:00,5890.0,0.006791171477079796
747,4590.0,A037350,2016-08-01 15:00:00,4560.0,0.006578947368421052
820,3860.0,A035290,2016-08-01 15:00:00,3835.0,0.00651890482398957
322,3125.0,A096630,2016-08-01 15:00:00,3105.0,0.00644122383252818
695,1421.0,A021040,2016-08-01 15:00:00,1412.0,0.006373937677053824
78,6320.0,A002230,2016-08-01 15:00:00,6280.0,0.006369426751592357
275,6330.0,A203690,2016-08-01 15:00:00,6290.0,0.006359300476947536
54,9555.0,A196490,2016-08-01 15:00:00,9495.0,0.00631911532385466
33,4815.0,A065690,2016-08-01 15:00:00,4785.0,0.006269592476489028
11,16150.0,A084730,2016-08-01 15:00:00,16050.0,0.006230529595015576
456,323.0,A032800,2016-08-01 15:00:00,321.0,0.006230529595015576
266,2613.0,A155650,2016-08-01 15:00:00,2597.0,0.0061609549480169425
38,2480.0,A019570,2016-08-01 15:00:00,2465.0,0.006085192697768763
843,5000.0,A069920,2016-08-01 15:00:00,4970.0,0.006036217303822937
244,3345.0,A151860,2016-08-01 15:00:00,3325.0,0.006015037593984963
48,16800.0,A034810,2016-08-01 15:00:00,16700.0,0.005988023952095809
721,1527.0,A113810,2016-08-01 15:00:00,1518.0,0.005928853754940711
288,5100.0,A095500,2016-08-01 15:00:00,5070.0,0.005917159763313609
873,8531.0,A126600,2016-08-01 15:00:00,8481.0,0.0058955311873599816
9,4355.0,A061970,2016-08-01 15:00:00,4330.0,0.005773672055427252
122,7507.0,A070300,2016-08-01 15:00:00,7464.0,0.005760986066452305
1016,4554.0,A131970,2016-08-01 15:00:00,4528.0,0.005742049469964664
439,3773.0,A119850,2016-08-01 15:00:00,3752.0,0.005597014925373134
694,2818.0,A005860,2016-08-01 15:00:00,2803.0,0.005351409204423832
422,9251.0,A038530,2016-08-01 15:00:00,9202.0,0.005324929363181917
145,3050.0,A079650,2016-08-01 15:00:00,3034.0,0.005273566249176005
885,19250.0,A066620,2016-08-01 15:00:00,19150.0,0.005221932114882507
359,5800.0,A024120,2016-08-01 15:00:00,5770.0,0.005199306759098787
1017,7770.0,A082210,2016-08-01 15:00:00,7730.0,0.00517464424320828
654,3501.0,A140520,2016-08-01 15:00:00,3483.0,0.00516795865633075
413,3915.0,A119500,2016-08-01 15:00:00,3895.0,0.005134788189987163
497,4975.0,A004590,2016-08-01 15:00:00,4950.0,0.005050505050505051
813,40000.0,A034950,2016-08-01 15:00:00,39800.0,0.005025125628140704
997,3045.0,A196700,2016-08-01 15:00:00,3030.0,0.0049504950495049506
642,6100.0,A079170,2016-08-01 15:00:00,6070.0,0.004942339373970346
162,10300.0,A019210,2016-08-01 15:00:00,10250.0,0.004878048780487805
542,2901.0,A054180,2016-08-01 15:00:00,2887.0,0.0048493245583650845
872,4170.0,A053260,2016-08-01 15:00:00,4150.0,0.004819277108433735
954,2090.0,A039240,2016-08-01 15:00:00,2080.0,0.004807692307692308
187,8450.0,A098120,2016-08-01 15:00:00,8410.0,0.0047562425683709865
622,2130.0,A014940,2016-08-01 15:00:00,2120.0,0.0047169811320754715
735,2145.0,A128660,2016-08-01 15:00:00,2135.0,0.00468384074941452
727,32250.0,A023910,2016-08-01 15:00:00,32100.0,0.004672897196261682
915,2160.0,A025320,2016-08-01 15:00:00,2150.0,0.004651162790697674
302,3300.0,A032580,2016-08-01 15:00:00,3285.0,0.0045662100456621
192,130908.0,A106520,2016-08-01 15:00:00,130322.0,0.004496554687619896
936,4505.0,A056080,2016-08-01 15:00:00,4485.0,0.004459308807134894
442,3420.0,A068930,2016-08-01 15:00:00,3405.0,0.004405286343612335
27,6960.0,A075130,2016-08-01 15:00:00,6930.0,0.004329004329004329
767,11700.0,A104200,2016-08-01 15:00:00,11650.0,0.004291845493562232
296,11504.0,A078890,2016-08-01 15:00:00,11455.0,0.004277608031427325
216,11900.0,A091700,2016-08-01 15:00:00,11850.0,0.004219409282700422
1019,4810.0,A036170,2016-08-01 15:00:00,4790.0,0.0041753653444676405
837,11360.0,A064550,2016-08-01 15:00:00,11313.0,0.004154512507734465
523,7260.0,A054210,2016-08-01 15:00:00,7230.0,0.004149377593360996
206,4865.0,A101930,2016-08-01 15:00:00,4845.0,0.0041279669762641896
592,7390.0,A073110,2016-08-01 15:00:00,7360.0,0.004076086956521739
558,5039.0,A094170,2016-08-01 15:00:00,5019.0,0.003984857541342897
924,5040.0,A091440,2016-08-01 15:00:00,5020.0,0.00398406374501992
916,5080.0,A089790,2016-08-01 15:00:00,5060.0,0.003952569169960474
