,Date,SellPrices,Trades
136,2021-01-08,"[4310.0, 20800.0, 14500.0, 5910.0, 3045.0]","{'A130740': 4030.0, 'A071670': 20150.0, 'A308100': 14750.0, 'A035810': 5710.0, 'A104040': 2975.0}"
137,2021-01-11,"[6800.0, 15900.0, 4355.0, 28600.0, 11550.0]","{'A059100': 6050.0, 'A317120': 14750.0, 'A012340': 3995.0, 'A050960': 29750.0, 'A293580': 10250.0}"
138,2021-01-12,"[11150.0, 1300.0, 6030.0, 418.0, 8721.0]","{'A044060': 13650.0, 'A054630': 1260.0, 'A138070': 6180.0, 'A058420': 375.0, 'A241690': 8721.0}"
139,2021-01-13,"[9160.0, 4150.0, 38000.0, 11500.0, 12000.0]","{'A171090': 9490.0, 'A218150': 3925.0, 'A050960': 36650.0, 'A036030': 9760.0, 'A175140': 11150.0}"
140,2021-01-14,"[4350.0, 39353.0, 3270.0, 4800.0, 2855.0]","{'A086980': 4510.0, 'A042000': 40656.0, 'A040610': 2975.0, 'A126870': 4975.0, 'A035080': 3020.0}"
141,2021-01-15,"[5300.0, 4805.0, 7745.0, 10550.0, 8034.0]","{'A043610': 5050.0, 'A226400': 4825.0, 'A063760': 7560.0, 'A010240': 10400.0, 'A307750': 8529.0}"
142,2021-01-18,"[3700.0, 940.0, 1990.0, 1505.0, 10650.0]","{'A303030': 3380.0, 'A900070': 835.0, 'A011080': 2095.0, 'A065500': 1510.0, 'A149950': 10800.0}"
143,2021-01-19,"[559.0, 2190.0, 16150.0, 4400.0, 8720.0]","{'A045890': 521.0, 'A204840': 1890.0, 'A007770': 14200.0, 'A039020': 4105.0, 'A307750': 9254.0}"
144,2021-01-20,"[4210.0, 17400.0, 2475.0, 4815.0, 9580.0]","{'A001810': 4095.0, 'A170920': 17400.0, 'A038530': 2095.0, 'A073190': 4900.0, 'A053450': 9720.0}"
145,2021-01-21,"[2695.0, 18500.0, 7510.0, 3995.0, 2470.0]","{'A053270': 2385.0, 'A054780': 17800.0, 'A256840': 5780.0, 'A056080': 4000.0, 'A038530': 2720.0}"
146,2021-01-22,"[24600.0, 66100.0, 3100.0, 8190.0, 6400.0]","{'A251370': 25350.0, 'A099320': 67600.0, 'A053270': 3100.0, 'A256840': 7510.0, 'A080220': 5650.0}"
147,2021-01-25,"[145050.0, 7580.0, 29100.0, 16000.0, 3350.0]","{'A268600': 142949.0, 'A082850': 6640.0, 'A194480': 22400.0, 'A025870': 13100.0, 'A014940': 3330.0}"
148,2021-01-26,"[198969.0, 3265.0, 32000.0, 5060.0, 1460.0]","{'A268600': 185814.0, 'A046390': 3145.0, 'A194480': 29100.0, 'A217500': 4780.0, 'A033170': 1350.0}"
149,2021-01-27,"[8150.0, 5200.0, 6000.0, 39000.0, 1670.0]","{'A036540': 7930.0, 'A035080': 5040.0, 'A140070': 5610.0, 'A053610': 34800.0, 'A038880': 1660.0}"
150,2021-01-28,"[3420.0, 22500.0, 10650.0, 4350.0, 1325.0]","{'A083640': 3575.0, 'A025870': 22100.0, 'A227100': 9750.0, 'A297570': 4150.0, 'A025440': 1440.0}"
151,2021-01-29,"[3150.0, 8350.0, 72800.0, 2210.0, 12200.0]","{'A001000': 3055.0, 'A054410': 7830.0, 'A048260': 74500.0, 'A269620': 2290.0, 'A030960': 12900.0}"
152,2021-02-01,"[7350.0, 35100.0, 35550.0, 3040.0, 3180.0]","{'A017000': 6690.0, 'A053610': 36800.0, 'A241820': 35400.0, 'A121850': 2930.0, 'A030350': 3020.0}"
153,2021-02-02,"[3560.0, 41100.0, 7970.0, 39600.0, 1635.0]","{'A317320': 3250.0, 'A194480': 41850.0, 'A256840': 7860.0, 'A327260': 37400.0, 'A025440': 1570.0}"
154,2021-02-03,"[8160.0, 2480.0, 31800.0, 4595.0, 2310.0]","{'A087730': 8160.0, 'A192410': 2470.0, 'A048410': 30400.0, 'A046390': 4695.0, 'A193250': 2160.0}"
155,2021-02-04,"[4115.0, 6590.0, 2480.0, 3150.0, 5360.0]","{'A053270': 3995.0, 'A067920': 6010.0, 'A193250': 2635.0, 'A012860': 3120.0, 'A154040': 5420.0}"
156,2021-02-05,"[5560.0, 5860.0, 14900.0, 403.0, 14400.0]","{'A067570': 5620.0, 'A053270': 5190.0, 'A211270': 15000.0, 'A096040': 361.0, 'A024120': 11100.0}"
157,2021-02-08,"[3090.0, 13250.0, 4145.0, 7420.0, 4835.0]","{'A333430': 3145.0, 'A024120': 14400.0, 'A121850': 3950.0, 'A232140': 7370.0, 'A035080': 4900.0}"
158,2021-02-09,"[498.0, 2660.0, 14100.0, 1833.0, 2115.0]","{'A096040': 434.0, 'A027830': 2460.0, 'A181340': 13300.0, 'A024810': 1807.0, 'A057880': 2070.0}"
159,2021-02-10,"[2702.0, 600.0, 1965.0, 968.0, 4985.0]","{'A060380': 2400.0, 'A096040': 564.0, 'A036090': 1890.0, 'A060900': 906.0, 'A151910': 5050.0}"
160,2021-02-15,"[806.0, 12450.0, 3190.0, 1985.0, 32900.0]","{'A096040': 733.0, 'A086890': 10900.0, 'A192410': 3250.0, 'A027580': 1890.0, 'A053030': 32900.0}"
161,2021-02-16,"[859.0, 1485.0, 782.0, 4835.0, 952.0]","{'A215090': 798.0, 'A141070': 1410.0, 'A019570': 760.0, 'A218150': 4780.0, 'A096040': 952.0}"
162,2021-02-17,"[16800.0, 3237.0, 21300.0, 793.0, 2449.0]","{'A036030': 15600.0, 'A024810': 3079.0, 'A051160': 21300.0, 'A036630': 748.0, 'A053060': 2467.0}"
163,2021-02-18,"[11500.0, 8680.0, 4124.0, 7950.0, 3755.0]","{'A261200': 11375.0, 'A064260': 6680.0, 'A024810': 4001.0, 'A094480': 6120.0, 'A189980': 3410.0}"
164,2021-02-19,"[8110.0, 8270.0, 20700.0, 12550.0, 2870.0]","{'A234100': 7810.0, 'A064260': 8680.0, 'A221610': 20650.0, 'A219550': 11950.0, 'A041020': 2960.0}"
165,2021-02-22,"[1180.0, 32500.0, 1745.0, 4150.0, 1850.0]","{'A044180': 1050.0, 'A042420': 26350.0, 'A060900': 1740.0, 'A191410': 3900.0, 'A051980': 1850.0}"
166,2021-02-23,"[199800.0, 2450.0, 32150.0, 17200.0, 12650.0]","{'A086900': 197600.0, 'A051980': 2405.0, 'A042420': 34250.0, 'A274090': 16400.0, 'A121800': 13150.0}"
167,2021-02-24,"[540.0, 315.0, 44450.0, 1810.0, 10750.0]","{'A900280': 521.0, 'A053110': 278.0, 'A139670': 41950.0, 'A027710': 1830.0, 'A052600': 10350.0}"
168,2021-02-25,"[453.0, 9410.0, 1115.0, 330.0, 22200.0]","{'A045890': 399.0, 'A067730': 8780.0, 'A113810': 1000.0, 'A053110': 358.0, 'A115450': 21700.0}"
169,2021-02-26,"[3035.0, 56000.0, 2800.0, 52500.0, 2390.0]","{'A064240': 3185.0, 'A048410': 52000.0, 'A222420': 2665.0, 'A139670': 54200.0, 'A052900': 2235.0}"
170,2021-03-02,"[10100.0, 9240.0, 2440.0, 9425.0, 6760.0]","{'A115500': 8600.0, 'A089150': 8520.0, 'A192250': 2340.0, 'A067630': 9100.0, 'A063570': 6700.0}"
171,2021-03-03,"[758.0, 4750.0, 2369.0, 1105.0, 1045.0]","{'A096040': 668.0, 'A047080': 4910.0, 'A024810': 2290.0, 'A019570': 978.0, 'A049470': 1020.0}"
172,2021-03-04,"[9860.0, 19700.0, 5890.0, 1120.0, 6180.0]","{'A058630': 9100.0, 'A171090': 17800.0, 'A218150': 5640.0, 'A101400': 1015.0, 'A225330': 6300.0}"
173,2021-03-05,"[35400.0, 9480.0, 5310.0, 2375.0, 11550.0]","{'A032685': 31850.0, 'A009520': 8720.0, 'A053290': 4450.0, 'A066910': 2395.0, 'A019770': 11550.0}"
174,2021-03-08,"[6800.0, 11750.0, 8170.0, 3140.0, 5050.0]","{'A053290': 5780.0, 'A009520': 11300.0, 'A068050': 7670.0, 'A042040': 2975.0, 'A053270': 4995.0}"
175,2021-03-09,"[4430.0, 6910.0, 6390.0, 895.0, 53400.0]","{'A075970': 4035.0, 'A053290': 7510.0, 'A053260': 5600.0, 'A096040': 895.0, 'A263050': 53000.0}"
176,2021-03-10,"[6530.0, 4415.0, 3020.0, 13900.0, 5630.0]","{'A052460': 5830.0, 'A303030': 3970.0, 'A014190': 2650.0, 'A121800': 13500.0, 'A008370': 5640.0}"
177,2021-03-11,"[7360.0, 5860.0, 2360.0, 17150.0, 15200.0]","{'A039670': 7360.0, 'A094480': 5960.0, 'A027710': 2265.0, 'A007770': 16800.0, 'A007330': 15950.0}"
178,2021-03-12,"[3520.0, 14554.0, 2985.0, 9800.0, 6200.0]","{'A014190': 3330.0, 'A185490': 14009.0, 'A192410': 3095.0, 'A064260': 9370.0, 'A319400': 5970.0}"
179,2021-03-15,"[5210.0, 4140.0, 8460.0, 6960.0, 12600.0]","{'A189980': 4485.0, 'A025880': 3185.0, 'A100790': 8520.0, 'A067010': 6570.0, 'A277880': 12900.0}"
180,2021-03-16,"[4040.0, 3100.0, 6080.0, 5750.0, 1275.0]","{'A025880': 4140.0, 'A027830': 3035.0, 'A027360': 5680.0, 'A075970': 5510.0, 'A044180': 1215.0}"
181,2021-03-17,"[7860.0, 12200.0, 12500.0, 19050.0, 12550.0]","{'A212560': 7330.0, 'A307930': 12000.0, 'A067730': 11800.0, 'A053030': 19800.0, 'A085370': 12550.0}"
182,2021-03-18,"[9200.0, 16101.0, 377.0, 8750.0, 75400.0]","{'A222980': 9360.0, 'A185490': 16965.0, 'A900120': 391.0, 'A035610': 9060.0, 'A194480': 76400.0}"
183,2021-03-19,"[7020.0, 27000.0, 7280.0, 4480.0, 2210.0]","{'A041190': 7180.0, 'A950180': 27800.0, 'A114810': 7400.0, 'A019660': 4610.0, 'A204630': 2400.0}"
184,2021-03-22,"[628.0, 9890.0, 7350.0, 2960.0, 13800.0]","{'A029480': 652.0, 'A089150': 9990.0, 'A121850': 7290.0, 'A038110': 2980.0, 'A034810': 13850.0}"
185,2021-03-23,"[4690.0, 10850.0, 16600.0, 1150.0, 7630.0]","{'A014190': 4660.0, 'A064850': 9900.0, 'A049830': 12800.0, 'A054300': 1050.0, 'A053260': 7760.0}"
186,2021-03-24,"[6360.0, 8170.0, 5500.0, 18250.0, 12150.0]","{'A115570': 6470.0, 'A043610': 7730.0, 'A066670': 5130.0, 'A049830': 16600.0, 'A036030': 11250.0}"
187,2021-03-25,"[7170.0, 1705.0, 8790.0, 2465.0, 2495.0]","{'A234300': 7280.0, 'A011080': 1640.0, 'A068050': 8950.0, 'A204630': 2490.0, 'A322780': 2540.0}"
188,2021-03-26,"[20750.0, 3005.0, 133300.0, 9800.0, 290.0]","{'A049830': 21550.0, 'A208640': 2940.0, 'A194480': 133000.0, 'A212560': 10000.0, 'A053110': 287.0}"
189,2021-03-29,"[7650.0, 7400.0, 1160.0, 30750.0, 2085.0]","{'A124560': 7240.0, 'A225530': 6950.0, 'A050090': 1100.0, 'A299910': 30000.0, 'A208710': 2125.0}"
190,2021-03-30,"[13500.0, 8070.0, 17450.0, 8250.0, 1335.0]","{'A086890': 13000.0, 'A317530': 6900.0, 'A048910': 17650.0, 'A039610': 8230.0, 'A050090': 1325.0}"
191,2021-03-31,"[11750.0, 4060.0, 26100.0, 10050.0, 4185.0]","{'A222980': 11100.0, 'A014470': 3755.0, 'A007330': 24100.0, 'A041190': 9640.0, 'A027830': 4195.0}"
192,2021-04-01,"[1620.0, 8170.0, 37500.0, 8100.0, 3390.0]","{'A058530': 1620.0, 'A094480': 8320.0, 'A224110': 37550.0, 'A080520': 7430.0, 'A340360': 3545.0}"
193,2021-04-02,"[8850.0, 2160.0, 16700.0, 5110.0, 6380.0]","{'A052190': 8850.0, 'A058420': 2160.0, 'A053290': 15600.0, 'A021080': 4815.0, 'A297570': 6450.0}"
194,2021-04-05,"[9300.0, 4536.0, 6330.0, 3355.0, 38050.0]","{'A053260': 9560.0, 'A246690': 4409.0, 'A021080': 6250.0, 'A039240': 3410.0, 'A050960': 38450.0}"
195,2021-04-06,"[3770.0, 22950.0, 1800.0, 6100.0, 2365.0]","{'A066910': 3510.0, 'A007770': 22550.0, 'A053590': 1760.0, 'A092300': 5740.0, 'A019550': 2195.0}"
196,2021-04-07,"[2485.0, 9830.0, 20300.0, 6070.0, 5540.0]","{'A043590': 2485.0, 'A205470': 9420.0, 'A053290': 20900.0, 'A246690': 5803.0, 'A203650': 5590.0}"
197,2021-04-08,"[5030.0, 6920.0, 1895.0, 1245.0, 3945.0]","{'A309930': 4275.0, 'A123750': 6990.0, 'A033830': 1895.0, 'A215090': 1200.0, 'A043290': 3975.0}"
198,2021-04-09,"[15050.0, 4300.0, 59600.0, 75300.0, 30400.0]","{'A109820': 14100.0, 'A065770': 3540.0, 'A025950': 57600.0, 'A299660': 72600.0, 'A053160': 26350.0}"
199,2021-04-12,"[5350.0, 5360.0, 2000.0, 8570.0, 18000.0]","{'A226350': 5350.0, 'A065770': 4600.0, 'A044180': 1780.0, 'A020710': 8090.0, 'A293580': 17250.0}"
200,2021-04-13,"[5840.0, 45350.0, 4340.0, 2820.0, 4885.0]","{'A065770': 5980.0, 'A048910': 45350.0, 'A023460': 3950.0, 'A019550': 2780.0, 'A037400': 3760.0}"
201,2021-04-14,"[21400.0, 2500.0, 11650.0, 55100.0, 2775.0]","{'A300080': 19500.0, 'A038620': 2145.0, 'A039860': 9980.0, 'A263720': 53000.0, 'A255220': 2675.0}"
202,2021-04-15,"[3240.0, 6500.0, 2620.0, 3445.0, 15900.0]","{'A078860': 2495.0, 'A133750': 5950.0, 'A339950': 2455.0, 'A127710': 3325.0, 'A072870': 16300.0}"
203,2021-04-16,"[20350.0, 26700.0, 5670.0, 26699.0, 1795.0]","{'A086890': 18950.0, 'A206640': 28100.0, 'A046210': 5880.0, 'A185490': 26699.0, 'A036170': 1870.0}"
204,2021-04-19,"[32300.0, 3850.0, 5310.0, 4130.0, 51800.0]","{'A200670': 35750.0, 'A038620': 3620.0, 'A013990': 5340.0, 'A323230': 3590.0, 'A084110': 51800.0}"
205,2021-04-20,"[1560.0, 14900.0, 18050.0, 1320.0, 3600.0]","{'A195990': 1525.0, 'A031980': 14000.0, 'A102120': 17550.0, 'A043710': 1350.0, 'A227950': 3540.0}"
206,2021-04-21,"[8670.0, 25800.0, 40250.0, 5390.0, 61200.0]","{'A037440': 6900.0, 'A049830': 26350.0, 'A200670': 38400.0, 'A104480': 5610.0, 'A084110': 60100.0}"
207,2021-04-22,"[9530.0, 1342.0, 11000.0, 6770.0, 2175.0]","{'A037440': 8970.0, 'A084180': 1402.0, 'A109080': 11600.0, 'A024940': 6880.0, 'A024850': 2140.0}"
208,2021-04-23,"[4220.0, 1785.0, 14500.0, 1125.0, 2878.0]","{'A317320': 3665.0, 'A114120': 1785.0, 'A190650': 13500.0, 'A096040': 1070.0, 'A024810': 2702.0}"
209,2021-04-26,"[6200.0, 3715.0, 23500.0, 2781.0, 5350.0]","{'A238090': 5880.0, 'A310200': 3500.0, 'A205470': 20900.0, 'A024810': 3246.0, 'A108860': 5270.0}"
210,2021-04-27,"[543.0, 25200.0, 31400.0, 6680.0, 2515.0]","{'A039230': 543.0, 'A300080': 26000.0, 'A253840': 28850.0, 'A082850': 6480.0, 'A049120': 2570.0}"
211,2021-04-28,"[7800.0, 6870.0, 2445.0, 1005.0, 8350.0]","{'A017480': 7800.0, 'A035200': 7380.0, 'A310870': 2765.0, 'A096040': 1030.0, 'A024940': 8610.0}"
212,2021-04-29,"[62000.0, 5080.0, 21750.0, 20450.0, 12000.0]","{'A084110': 64500.0, 'A290660': 4540.0, 'A109820': 22200.0, 'A013720': 20450.0, 'A317530': 12250.0}"
213,2021-04-30,"[2450.0, 39400.0, 11450.0, 18450.0, 28550.0]","{'A083660': 1885.0, 'A950130': 36400.0, 'A171120': 11600.0, 'A214610': 18250.0, 'A033310': 29800.0}"
