Code,Return
A000020_동화약품,188.00
A000040_KR모터스,-76.00
A000050_경방,73.00
A000060_메리츠화재,28.00
A000070_삼양홀딩스,120.00
A000075_삼양홀딩스우,71.00
A000080_하이트진로,5.00
A000087_하이트진로2우B,27.00
A000100_유한양행,66.00
A000105_유한양행우,171.00
A000120_CJ대한통운,104.00
A000140_하이트진로홀딩스,22.00
A000145_하이트진로홀딩스우,-5.00
A000150_두산,-26.00
A000155_두산우,27.00
A000157_두산2우B,147.00
A000180_성창기업지주,-3.00
A000210_DL,21.00
A000215_DL우,49.00
A000220_유유제약,68.00
A000225_유유제약1우,228.00
A000227_유유제약2우B,324.00
A000230_일동홀딩스,46.00
A000240_한국앤컴퍼니,8.00
A000270_기아,11.00
A000300_대유플러스,-60.00
A000320_노루홀딩스,50.00
A000325_노루홀딩스우,197.00
A000370_한화손해보험,-38.00
A000390_삼화페인트,11.00
A000400_롯데손해보험,-62.00
A000430_대원강업,2.00
A000480_조선내화,17.00
A000490_대동,26.00
A000500_가온전선,-25.00
A000520_삼일제약,200.00
A000540_흥국화재,-63.00
A000545_흥국화재우,161.00
A000547_흥국화재2우B,339.00
A000590_CS홀딩스,0
A000640_동아쏘시오홀딩스,-7.00
A000650_천일고속,106.00
A000660_SK하이닉스,164.00
A000670_영풍,0
A000680_LS네트웍스,-30.00
A000700_유수홀딩스,-14.00
A000720_현대건설,-19.00
A000725_현대건설우,604.00
A000760_이화산업,22.00
A000810_삼성화재,0
A000815_삼성화재우,37.00
A000850_화천기공,2.00
A000860_강남제비스코,-6.00
A000880_한화,-2.00
A000885_한화우,128.00
A00088K_한화3우B,-3.00
A000890_보해양조,-23.00
A000910_유니온,44.00
A000950_전방,-42.00
A000970_한국주철관,125.00
A000990_DB하이텍,427.00
A000995_DB하이텍1우,247.00
A001020_페이퍼코리아,-74.00
A001040_CJ,14.00
A001045_CJ우,94.00
A00104K_CJ4우(전환),28.00
A001060_JW중외제약,137.00
A001065_JW중외제약우,246.00
A001067_JW중외제약2우B,250.00
A001070_대한방직,263.00
A001080_만호제강,-17.00
A001120_LX인터내셔널,-18.00
A001130_대한제분,0
A001140_국보,-24.00
A001200_유진투자증권,-7.00
A001210_금호전기,-80.00
A001230_동국제강,-55.00
A001250_GS글로벌,-67.00
A001260_남광토건,0
A001270_부국증권,0
A001275_부국증권우,57.00
A001290_상상인증권,-41.00
A001340_백광산업,2.00
A001360_삼성제약,39.00
A001380_SG글로벌,-19.00
A001390_KG케미칼,44.00
A001420_태원물산,57.00
A001430_세아베스틸,1.00
A001440_대한전선,0
A001450_현대해상,4.00
A001460_BYC,0
A001465_BYC우,50.00
A001470_삼부토건,-8.00
A001500_현대차증권,-46.00
A001510_SK증권,-31.00
A001515_SK증권우,433.00
A001520_동양,-53.00
A001525_동양우,-86.00
A001527_동양2우B,-71.00
A001529_동양3우B,-72.00
A001530_DI동일,49.00
A001550_조비,88.00
A001560_제일연마,57.00
A001570_금양,485.00
A001620_케이비아이동국실업,-62.00
A001630_종근당홀딩스,799.00
A001680_대상,192.00
A001685_대상우,289.00
A001720_신영증권,19.00
A001725_신영증권우,16.00
A001740_SK네트웍스,-59.00
A001745_SK네트웍스우,651.00
A001750_한양증권,15.00
A001755_한양증권우,27.00
A001770_SHD,17.00
A001780_알루코,-59.00
A001790_대한제당,-3.00
A001795_대한제당우,65.00
A001800_오리온홀딩스,-7.00
A001820_삼화콘덴서,501.00
A001880_DL건설,225.00
A001940_KISCO홀딩스,15.00
A002020_코오롱,13.00
A002025_코오롱우,43.00
A002030_아세아,48.00
A002070_비비안,33.00
A002100_경농,208.00
A002140_고려산업,317.00
A002150_도화엔지니어링,12.00
A002170_삼양통상,90.00
A002200_한국수출포장,55.00
A002210_동성제약,593.00
A002220_한일철강,-18.00
A002240_고려제강,-10.00
A002270_롯데푸드,0
A002310_아세아제지,96.00
A002320_한진,55.00
A002350_넥센타이어,1.00
A002355_넥센타이어1우B,1.00
A002360_SH에너지화학,107.00
A002380_KCC,0
A002390_한독,128.00
A002410_범양건영,0
A002420_세기상사,32.00
A002450_삼익악기,26.00
A002460_화성산업,104.00
A002600_조흥,91.00
A002620_제일파마홀딩스,111.00
A002630_오리엔트바이오,-20.00
A002690_동일제강,-11.00
A002700_신일전자,273.00
