Code,Return
A060590,-75.00
A060720,112.00
A060850,-4.00
A060900,11.00
A061040,89.00
A061250,-35.00
A061970,73.00
A062860,91.00
A062970,4.00
A063080,4.00
A063170,124.00
A063440,42.00
A063570,26.00
A063760,18.00
A064090,-76.00
A064240,-53.00
A064260,-16.00
A064290,329.00
A064480,-34.00
A064510,-32.00
A064520,-71.00
A064550,-48.00
A064760,229.00
A064800,-45.00
A064820,101.00
A064850,-100.00
A065060,-52.00
A065130,-35.00
A065150,-24.00
A065170,-41.00
A065350,214.00
A065370,124.00
A065420,-56.00
A065440,20.00
A065450,-28.00
A065500,-10.00
A065510,-11.00
A065530,156.00
A065560,-64.00
A065570,35.00
A065620,-79.00
A065650,-39.00
A065660,15.00
A065680,94.00
A065690,-66.00
A065710,83.00
A065770,-18.00
A065950,-6.00
A066110,-31.00
A066130,70.00
A066310,-16.00
A066360,-2.00
A066410,-83.00
A066430,-6.00
A066590,68.00
A066620,-27.00
A066670,-25.00
A066700,-35.00
A066790,-37.00
A066900,53.00
A066910,-16.00
A066970,493.00
A066980,48.00
A067000,-61.00
A067010,51.00
A067080,-36.00
A067160,-57.00
A067170,-47.00
A067280,-43.00
A067290,-49.00
A067310,127.00
A067390,-41.00
A067570,80.00
A067630,482.00
A067730,153.00
A067770,87.00
A067900,132.00
A067920,-6.00
A067990,40.00
A068050,220.00
A068240,-20.00
A068330,235.00
A068760,13.00
A068790,83.00
A068930,47.00
A068940,-68.00
A069080,59.00
A069110,-71.00
A069140,50.00
A069330,-51.00
A069410,-25.00
A069510,-22.00
A069540,-47.00
A069920,-70.00
A070300,-50.00
A070590,37.00
A071200,-23.00
A071280,66.00
A071460,89.00
A071670,84.00
A071850,-63.00
A072020,-13.00
A072470,-49.00
A072520,-100.00
A072770,-62.00
A072870,-19.00
A072950,56.00
A072990,80.00
A073010,28.00
A073070,-55.00
A073110,-6.00
A073190,-17.00
A073490,190.00
A073540,-58.00
A073560,-53.00
A073570,-20.00
A073640,221.00
A074430,-10.00
A074600,2.00
A075130,21.00
A075970,235.00
A076080,10.00
A076610,-63.00
A077360,-1.00
A078020,1.00
A078070,107.00
A078130,1036.00
A078140,0
A078150,37.00
A078160,-44.00
A078340,12.00
A078350,16.00
A078590,197.00
A078600,176.00
A078650,-16.00
A078860,-47.00
A078890,-6.00
A078940,-47.00
A079000,-9.00
A079170,33.00
A079190,-7.00
A079370,173.00
A079650,99.00
A079810,38.00
A079940,51.00
A079950,-37.00
A079960,11.00
A079970,-39.00
A080000,-9.00
A080010,-45.00
A080160,-52.00
A080220,-36.00
A080420,-30.00
A080440,-68.00
A080470,54.00
A080520,-17.00
A080530,-33.00
A080580,1453.00
A080720,-3.00
A081150,-8.00
A081580,8.00
A082210,-20.00
A082270,-25.00
A082660,-53.00
A082800,7.00
A082850,258.00
A082920,-40.00
A083310,-21.00
A083450,310.00
A083470,-54.00
A083500,-39.00
A083550,-1.00
A083640,-42.00
A083650,132.00
A083660,-58.00
A083790,14.00
A083930,129.00
A084110,-7.00
A084180,-46.00
A084370,185.00
A084650,-80.00
A084730,281.00
A084850,-13.00
A084990,-51.00
A085370,-55.00
A08537M,14.00
A085660,-77.00
A085670,-29.00
A085810,77.00
A085910,-9.00
A086040,-27.00
A086060,-42.00
A086250,-27.00
A086390,54.00
A086450,52.00
A086520,521.00
A086670,46.00
A086710,0
A086820,-33.00
A086890,60.00
A086900,2.00
A086960,44.00
A086980,-11.00
A087010,-57.00
A087260,-27.00
A087600,-26.00
A087730,-37.00
A088130,-49.00
A088290,78.00
A088390,145.00
A088800,446.00
A088910,-16.00
A089010,172.00
A089030,10.00
A089140,-60.00
A089150,273.00
A089230,-59.00
A089530,-56.00
A089600,16.00
A089790,212.00
A089850,109.00
A089890,398.00
A089970,345.00
A089980,290.00
A090150,-14.00
A090360,108.00
A090410,-45.00
A090460,546.00
A090470,37.00
A090710,-77.00
A090740,-58.00
A090850,85.00
A091120,-3.00
A091340,27.00
A091440,-39.00
A091580,-100.00
A091590,114.00
A091700,3.00
A091970,18.00
A091990,-27.00
A092040,11.00
A092070,45.00
A092130,61.00
A092190,-13.00
A092300,98.00
A092460,4.00
A092600,-15.00
A092730,11.00
A092870,-7.00
A093190,-16.00
A093320,333.00
A093380,75.00
A093520,-27.00
A093640,-35.00
A093920,35.00
A094170,215.00
A094360,1.00
A094480,203.00
A094820,46.00
A094840,164.00
A094850,36.00
A094860,311.00
A094940,137.00
A094970,50.00
A095190,19.00
A095270,-38.00
A095340,51.00
A095500,39.00
A095610,-61.00
A095660,-28.00
A095700,-28.00
A095910,11.00
A096040,10.00
A096240,-32.00
A096350,-31.00
A096530,311.00
A096610,9.00
A096630,2.00
A096640,-69.00
A096690,-49.00
A096870,120.00
A097520,25.00
A097780,11.00
A097800,71.00
A097870,-49.00
A098120,-33.00
A098460,181.00
A098660,-57.00
A099190,-58.00
A099220,7.00
A099320,250.00
A099410,-32.00
A099440,-61.00
A099520,-60.00
A099750,7.00
A100030,3.00
A100090,506.00
A100120,-20.00
A100130,120.00
A100590,62.00
A100660,48.00
A100700,-25.00
A100790,41.00
A101000,-69.00
A101160,160.00
A101170,93.00
A101240,35.00
A101330,47.00
A101360,556.00
A101390,117.00
A101400,-51.00
A101490,300.00
A101670,-33.00
A101680,-73.00
A101730,67.00
A101930,66.00
A102120,-38.00
A102710,-46.00
A102940,-63.00
A103230,-43.00
A103840,22.00
A104040,-37.00
A104200,-38.00
A104460,100.00
A104480,4.00
A104540,35.00
A104620,58.00
A104830,28.00
A105330,-37.00
A105550,65.00
A105740,85.00
A106080,-50.00
A106190,-19.00
A106240,110.00
A106520,-81.00
A108230,-75.00
A108320,-9.00
A108380,42.00
A108490,100.00
A108860,-49.00
A109080,10.00
A109610,-77.00
A109740,2.00
A109820,31.00
A109860,33.00
A109960,-71.00
A110020,-14.00
A110790,-25.00
A110990,38.00
A111710,55.00
A111820,-46.00
A111870,-62.00
A112040,-15.00
A113810,-41.00
A114120,-54.00
A114190,5.00
A114450,-46.00
A114570,-84.00
A114630,-24.00
A114810,-35.00
A115160,-1.00
A115180,-33.00
A115310,-12.00
A115440,-10.00
A115450,-55.00
A115480,-24.00
A115500,12.00
A115530,-1.00
A115570,-14.00
A115610,-73.00
A115960,-22.00
A117670,-79.00
A117730,150.00
A118990,-26.00
A119500,53.00
A119610,-31.00
A119830,-4.00
A119850,10.00
A119860,360.00
A120240,6.00
A121440,104.00
A121600,171.00
A121800,-53.00
A121850,89.00
A121890,-69.00
A122310,6.00
A122350,122.00
A122450,226.00
A122640,-65.00
A122690,-46.00
A122870,-22.00
A122990,22.00
A123010,41.00
A123040,-43.00
A123330,-51.00
A123410,-13.00
A123420,5.00
A123570,91.00
A123750,136.00
A123840,-42.00
A123860,4.00
A124500,-53.00
A124560,-42.00
A125210,7.00
A126340,74.00
A126600,41.00
A126640,58.00
A126700,-35.00
A126870,-6.00
A126880,-25.00
A127120,-50.00
A127160,-72.00
A127710,-60.00
A128540,78.00
A128660,-34.00
A129890,-3.00
A130500,-79.00
A130580,77.00
A130740,105.00
A131030,-29.00
A131090,28.00
A131100,-51.00
A131180,-12.00
A131220,-26.00
A131290,418.00
A131370,-58.00
A131390,223.00
A131400,1.00
A131760,-46.00
A131970,969.00
A133750,14.00
A134060,-35.00
A134580,100.00
A136480,-27.00
A136510,-57.00
A136540,63.00
A137400,207.00
A137940,13.00
A137950,66.00
A138070,1.00
A138080,-54.00
A138360,-36.00
A138580,89.00
A138610,525.00
A138690,-47.00
A139050,-38.00
A139670,296.00
A140070,62.00
A140410,182.00
A140520,-17.00
A140670,-31.00
A140860,522.00
A141000,-40.00
A141020,-77.00
A141070,-33.00
A141080,-31.00
A142210,110.00
A142280,-84.00
A142760,-73.00
A143160,106.00
A143240,-2.00
A143540,65.00
A144510,61.00
A144960,-40.00
A145020,3.00
A147760,7.00
A147830,20.00
A148140,-5.00
A148150,-1.00
A148250,218.00
A149950,150.00
A149980,20.00
A150840,-46.00
A150900,32.00
A151860,-2.00
A151910,628.00
A153460,44.00
A153490,-20.00
A153710,-59.00
A154030,-19.00
A154040,-30.00
A155650,23.00
A156100,-62.00
A158310,-32.00
A158430,-36.00
A159580,19.00
A159910,-64.00
A160550,150.00
A160600,-35.00
A160980,174.00
A161570,-61.00
A161580,-35.00
A163730,-10.00
A164060,-5.00
A166090,112.00
A166480,-59.00
A168330,-49.00
A169330,0
A170030,-37.00
A170790,88.00
A170920,52.00
A171010,129.00
A171090,124.00
A171120,-12.00
A173130,30.00
A173940,-40.00
A174880,-12.00
A174900,-34.00
A175140,-49.00
A175250,79.00
A176440,68.00
A177350,-20.00
A177830,12.00
A178320,-15.00
A178780,-73.00
A178920,333.00
A179290,70.00
A179900,190.00
A180400,-28.00
A181340,0
A182360,-39.00
A182400,-29.00
A182690,-47.00
A183300,33.00
A183490,-54.00
A184230,38.00
A185490,-34.00
A186230,51.00
A187220,-49.00
A187270,-28.00
A187420,-5.00
A187660,-100.00
A187790,-42.00
A187870,139.00
A189300,-28.00
A189330,-100.00
A189690,-15.00
A189860,35.00
A189980,-44.00
A190510,-1.00
A190650,16.00
A191410,-58.00
A191420,-53.00
A192250,40.00
A192390,9.00
A192410,255.00
A192440,17.00
A193250,10.00
A194480,-3.00
A194700,67.00
A195440,-16.00
A195500,5.00
A195990,-44.00
A196170,490.00
A196300,-10.00
A196450,-83.00
A196490,110.00
A196700,4.00
A197140,-9.00
A198080,-30.00
A198440,55.00
A199820,-2.00
A200130,105.00
A200230,-57.00
A200470,173.00
A200670,-50.00
A200710,316.00
A200780,-38.00
A201490,28.00
A203450,-16.00
A203650,239.00
A203690,-23.00
A204020,28.00
A204270,-29.00
A204620,-37.00
A204630,-48.00
A204840,25.00
A205100,0
A205470,559.00
A205500,-64.00
A206400,-34.00
A206560,22.00
A206640,-64.00
A206650,515.00
A207760,37.00
A208140,16.00
A208340,-30.00
A208350,-9.00
A208370,-58.00
A208640,243.00
A208710,33.00
A208860,-41.00
A211270,-7.00
A212560,140.00
A213090,-18.00
A213420,-27.00
A214150,560.00
A214180,23.00
A214260,-8.00
A214270,-78.00
A214310,2.00
A214370,-47.00
A214430,-41.00
A214450,-4.00
A214610,-13.00
A214680,-8.00
A214870,195.00
A215000,75.00
A215090,7.00
A215100,62.00
A215200,597.00
A215360,16.00
A215380,-1.00
A215480,-25.00
A215600,6.00
A215790,-41.00
A216050,148.00
A216080,15.00
A217190,-52.00
A217270,81.00
A217330,362.00
A217480,-8.00
A217500,245.00
A217600,163.00
A217620,-56.00
A217730,-54.00
A217820,-42.00
A218150,87.00
A218410,87.00
A219130,58.00
A219420,49.00
A219550,-49.00
A219750,-44.00
A220100,79.00
A220180,-53.00
A220260,134.00
A220630,-21.00
A221610,-57.00
A221840,-28.00
A221980,17.00
A222040,-60.00
A222080,193.00
A222110,-24.00
A222420,92.00
A222800,0
A222810,122.00
A222980,73.00
A223250,-18.00
A223310,-9.00
A224060,-57.00
A224110,190.00
A225190,-35.00
A225220,23.00
A225330,-21.00
A225430,-44.00
A225530,3.00
A225570,35.00
A225590,-9.00
A226330,50.00
A226340,10.00
A226350,-88.00
A226360,-22.00
A226400,-35.00
A226440,40.00
A226950,-49.00
A227100,72.00
A227610,75.00
A227950,-4.00
A228340,-46.00
A228670,-34.00
A228760,131.00
A228850,-4.00
A229000,-50.00
A230240,-40.00
A230360,316.00
A230980,88.00
A232140,125.00
A234100,144.00
A234300,16.00
A234340,2.00
A234690,6.00
A234920,-53.00
A235980,-8.00
A236200,-11.00
A236810,15.00
A237690,138.00
A237750,21.00
A237820,-20.00
A237880,-19.00
A238090,-38.00
A238120,-31.00
A238200,-17.00
A238490,22.00
A239340,165.00
A239610,-4.00
A239890,23.00
A240810,143.00
A241520,373.00
A241690,7.00
A241710,50.00
A241770,-37.00
A241790,-4.00
A241820,814.00
A241840,-8.00
A242040,53.00
A243070,-24.00
A243840,0
A244460,26.00
A245620,-40.00
A246690,144.00
A246710,-5.00
A246720,-12.00
A246960,-20.00
A247540,5.00
A247660,-100.00
A250000,65.00
A250060,5.00
A250930,-12.00
A251370,14.00
A251630,-25.00
A251970,11.00
A252500,58.00
A252990,-100.00
A253450,38.00
A253590,125.00
A253840,179.00
A254120,80.00
A255220,-35.00
A255440,-41.00
A256150,127.00
A256630,-23.00
A256840,288.00
A256940,236.00
A257370,1.00
A258610,15.00
A258790,134.00
A258830,19.00
A259630,-13.00
A260660,-51.00
A260930,24.00
A261200,18.00
A262260,2.00
A262840,0
A263020,86.00
A263050,-47.00
A263540,-62.00
A263600,4.00
A263690,-10.00
A263700,-39.00
A263720,319.00
A263750,-10.00
A263770,123.00
A263800,8.00
A263810,-7.00
A263860,44.00
A263920,-17.00
A264450,49.00
A264660,52.00
A264850,-9.00
A265520,-40.00
A265560,-46.00
A265740,0
A267320,42.00
A267790,-7.00
A267980,-12.00
A268600,-19.00
A269620,-7.00
A270520,1.00
A270870,-34.00
A272110,-59.00
A272290,41.00
A273060,-11.00
A274090,2.00
A275630,15.00
A276730,-100.00
A277070,71.00
A277410,49.00
A277810,1.00
A277880,230.00
A278280,200.00
A278650,-5.00
A279600,200.00
A281740,-38.00
A282880,3.00
A284620,-18.00
A285490,612.00
A286750,141.00
A287410,57.00
A288330,-15.00
A288620,209.00
A289010,-24.00
A289080,40.00
A289220,-100.00
A290120,30.00
A290270,106.00
A290380,32.00
A290510,33.00
A290520,-4.00
A290550,32.00
A290650,74.00
A290660,-35.00
A290670,45.00
A290690,-4.00
A290720,34.00
A290740,62.00
A291230,6.00
A291650,-11.00
A293490,2.00
A293580,177.00
A293780,237.00
A294090,3.00
A294140,-22.00
A294570,-100.00
A294630,13.00
A297090,-10.00
A297570,167.00
A297890,18.00
A298060,-12.00
A298380,-46.00
A298540,30.00
A299030,-8.00
A299170,38.00
A299660,-44.00
A299900,244.00
A299910,76.00
A300080,90.00
A300120,19.00
A301300,-5.00
A302430,108.00
A302550,-100.00
A303030,67.00
A304100,-4.00
A304840,-12.00
A305090,69.00
A306040,-12.00
A306620,151.00
A307070,-2.00
A307160,6.00
A307180,-29.00
A307280,5.00
A307750,160.00
A307870,5.00
A307930,-17.00
A308100,62.00
A309930,11.00
A310200,19.00
A310840,2.00
A310870,1.00
A311270,4.00
A311390,4.00
A311690,-5.00
A312610,89.00
A313750,3.00
A313760,111.00
A314130,31.00
A314930,-100.00
A317030,-4.00
A317120,71.00
A317240,-6.00
A317320,-26.00
A317330,28.00
A317530,22.00
A317690,1.00
A317770,-15.00
A317830,88.00
A317850,9.00
A317870,16.00
A318000,63.00
A318010,-6.00
A318020,10.00
A318410,13.00
A319400,50.00
A319660,160.00
A320000,35.00
A321260,-4.00
A321550,55.00
A321820,0
A322180,41.00
A322310,-100.00
A322510,79.00
A322780,-9.00
A323210,-2.00
A323230,-2.00
A323280,0
A323940,3.00
A323990,-16.00
A327260,74.00
A328380,1.00
A329560,3.00
A330350,-6.00
A330860,2.00
A330990,4.00
A331380,4.00
A331520,0
A331920,-16.00
A332290,3.00
A332370,10.00
A332570,-3.00
A332710,1.00
A333050,3.00
A333430,35.00
A333620,-100.00
A334970,-100.00
A335810,-25.00
A335870,7.00
A335890,-12.00
A336060,5.00
A336570,5.00
A337450,3.00
A337930,-10.00
A338220,-100.00
A339950,14.00
A340120,5.00
A340350,3.00
A340360,0
A340440,3.00
A340570,51.00
A340930,-100.00
A341160,4.00
A342550,2.00
A343510,1.00
A344050,3.00
A347000,1.00
A347140,0
A347700,-100.00
A347740,0
A347770,-8.00
A347860,-2.00
A347890,0
A348030,21.00
A348150,-2.00
A348210,0
A348350,27.00
A349720,3.00
A351320,2.00
A351330,-100.00
A351340,0
A352480,-100.00
A352700,0
A352770,-11.00
A352940,0
A353060,0
A353070,8.00
A353190,0
A353490,4.00
A353810,1.00
A354200,-18.00
A355150,0
A356860,-5.00
A356890,-100.00
A357230,-100.00
A357550,-19.00
A357780,27.00
A359090,0
A361390,-100.00
A361670,-100.00
A363250,-100.00
A363260,0
A365590,0
A366330,0
A367340,0
A367360,-100.00
A367460,0
A367480,-100.00
A368770,0
A369370,2.00
A372290,-100.00
A373200,-100.00
A373340,-100.00
A376190,-100.00
A377400,-100.00
A377630,-100.00
A383310,-100.00
A900070,12.00
A900080,-59.00
A900100,-64.00
A900110,-60.00
A900120,-52.00
A900250,2.00
A900260,-61.00
A900270,-30.00
A900280,-37.00
A900290,-26.00
A900300,-26.00
A900310,18.00
A900340,-14.00
A950110,-6.00
A950130,95.00
A950140,-3.00
A950160,-48.00
A950170,-49.00
A950180,-30.00
A950190,1.00
A950200,30.00
A950220,-100.00
KOSDAQ,27.00
