Code,Return
A000250,-22.00
A000440,-16.00
A001000,4.00
A001540,-44.00
A001810,-18.00
A001840,-23.00
A002230,-10.00
A002290,-46.00
A002680,-14.00
A002800,-100.00
A003100,-3.00
A003310,-12.00
A003380,-100.00
A003800,-17.00
A004590,70.00
A004650,-14.00
A004780,-25.00
A005160,19.00
A005290,20.00
A005670,21.00
A005710,5.00
A005860,18.00
A005990,-28.00
A006050,9.00
A006140,30.00
A006580,-14.00
A006620,-100.00
A006730,-3.00
A006910,124.00
A006920,-33.00
A007330,-27.00
A007370,-19.00
A007390,-8.00
A007530,7.00
