Code,Return
A000250_삼천당제약,1368.00
A000440_중앙에너비스,128.00
A001000_신라섬유,89.00
A001540_안국약품,83.00
A001810_무림SP,0
A001840_이화공영,-10.00
A002230_피에스텍,-10.00
A002290_삼일기업공사,108.00
A002680_한탑,-1.00
A002800_신신제약,-19.00
A003100_선광,21.00
A003310_대주산업,121.00
A003380_하림지주,-39.00
A003800_에이스침대,215.00
A004590_한국가구,79.00
A004650_창해에탄올,-26.00
A004780_대륙제관,34.00
A005160_동국산업,-50.00
A005290_동진쎄미켐,514.00
A005670_푸드웰,319.00
A005710_대원산업,198.00
A005860_한일사료,69.00
A005990_매일홀딩스,-6.00
A006050_국영지앤엠,211.00
A006140_피제이전자,116.00
A006580_대양제지,76.00
A006620_동구바이오제약,-4.00
A006730_서부T&D,10.00
A006910_보성파워텍,-57.00
A006920_모헨즈,16.00
A007330_푸른저축은행,77.00
A007370_진양제약,129.00
A007390_네이처셀,1925.00
A007530_영신금속,5.00
A007680_대원,-28.00
A007720_대명소노시즌,95.00
A007770_한일화학,15.00
A007820_에스엠코어,15.00
A008290_원풍물산,212.00
A008370_원풍,57.00
A008470_부스타,-20.00
A008830_대동기어,44.00
A009300_삼아제약,227.00
A009520_포스코엠텍,65.00
A009620_삼보산업,-17.00
A009730_코센,-38.00
A009780_엠에스씨,338.00
A010170_대한광통신,8.00
A010240_흥국,105.00
A010280_쌍용정보통신,5.00
A010470_오리콤,117.00
A011040_경동제약,100.00
A011080_형지I&C,-41.00
A011320_유니크,261.00
A011370_서한,63.00
A011560_세보엠이씨,39.00
A012340_뉴인텍,-52.00
A012620_원일특강,30.00
A012700_리드코프,169.00
A012790_신일제약,372.00
A012860_모베이스전자,-13.00
A013030_하이록코리아,4.00
A013120_동원개발,447.00
A013310_아진산업,-54.00
A013720_CBI,40.00
A013810_스페코,33.00
A013990_아가방컴퍼니,2.00
A014100_메디앙스,111.00
A014190_원익큐브,-1.00
A014200_광림,173.00
A014470_부방,55.00
A014570_고려제약,373.00
A014620_성광벤드,-39.00
A014940_오리엔탈정공,-90.00
A014970_삼륭물산,627.00
A015710_코콤,38.00
A015750_성우하이텍,-71.00
A016100_리더스코스메틱,-4.00
A016250_SGC이테크건설,96.00
A016600_큐캐피탈,2.00
A016670_인피니티엔티,-17.00
A016790_현대사료,-20.00
A016920_카스,-29.00
A017000_신원종합개발,66.00
A017250_인터엠,6.00
A017480_삼현철강,-19.00
A017510_세명전기,-71.00
A017650_대림제지,187.00
A017890_한국알콜,262.00
A018000_유니슨,-66.00
A018120_진로발효,86.00
A018290_브이티지엠피,46.00
A018310_삼목에스폼,70.00
A018620_우진비앤지,164.00
A018680_서울제약,302.00
A018700_바른손,-68.00
A019010_베뉴지,90.00
A019210_와이지-원,48.00
A019540_일지테크,52.00
A019550_SBI인베스트먼트,-8.00
A019570_리더스,-100.00
기술투자,-100.00
A019590_엠벤처투자,-31.00
A019660_글로본,-47.00
A019770_서연탑메탈,-75.00
A019990_에너토크,-60.00
A020180_대신정보통신,163.00
A020400_대동금속,86.00
A020710_시공테크,35.00
A021040_대호특수강,-9.00
A021045_대호특수강우,-4.00
A021080_에이티넘인베스트,109.00
A021320_KCC건설,-42.00
A021650_한국큐빅,-9.00
A021880_메이슨캐피탈,-62.00
A022100_포스코,-100.00
ICT,-100.00
A022220_정산애강,-49.00
A023160_태광,-53.00
A023410_유진기업,-35.00
A023440_제일제강,-8.00
A023460_CNH,5.00
A023600_삼보판지,136.00
A023760_한국캐피탈,-26.00
A023770_플레이위드,-23.00
A023790_동일철강,-82.00
A023900_풍국주정,584.00
A023910_대한약품,788.00
A024060_흥구석유,220.00
A024120_KB오토시스,-35.00
A024740_한일단조,-32.00
A024800_유성티엔에스,-11.00
A024810_이화전기,-78.00
A024830_세원물산,5.00
A024840_KBI메탈,-21.00
A024850_피에스엠씨,-38.00
A024880_케이피에프,-22.00
A024910_경창산업,-50.00
A024940_PN풍년,137.00
A024950_삼천리자전거,15.00
A025320_시노펙스,-51.00
A025440_대성엘텍,13.00
A025550_한국선재,58.00
A025770_한국정보통신,170.00
A025870_신라에스지,267.00
A025880_케이씨피드,-56.00
A025900_동화기업,594.00
A025950_동신건설,88.00
A025980_아난티,23.00
A026040_제이에스티나,-4.00
A026150_특수건설,22.00
A026910_광진실업,42.00
A027040_서울전자통신,9.00
A027050_코리아나,252.00
A027360_아주IB투자,10.00
A027580_상보,-73.00
A027710_팜스토리,25.00
A027830_대성창투,152.00
A028080_휴맥스홀딩스,-39.00
A028300_에이치엘비,3650.00
A029480_릭스솔루션,-97.00
A029960_코엔텍,315.00
A030190_NICE평가정보,1218.00
A030350_드래곤플라이,-83.00
A030520_한글과컴퓨터,236.00
A030530_원익홀딩스,-16.00
A030960_양지사,392.00
A031310_아이즈비전,-9.00
A031330_에스에이엠티,0
A031390_녹십자셀,-52.00
A031510_오스템,-1.00
A031860_엔에스엔,-45.00
A031980_피에스케이홀딩스,31.00
A032080_아즈텍WB,-8.00
A032190_다우데이타,322.00
A032280_삼일,-36.00
A032300_한국파마,-100.00
A032500_케이엠더블유,1709.00
A032540_TJ미디어,-33.00
A032580_피델릭스,-32.00
A032620_유비케어,322.00
A032680_소프트센,270.00
A032685_소프트센우,-15.00
A032750_삼진,108.00
A032790_엠젠플러스,-38.00
A032800_판타지오,129.00
A032820_우리기술,-74.00
A032850_비트컴퓨터,63.00
A032860_휴먼엔,0
A032940_원익,26.00
A032960_동일기연,-16.00
A032980_바이온,-98.00
A033050_제이엠아이,-65.00
A033100_제룡전기,88.00
A033110_코너스톤네트웍스,32.00
A033130_디지틀조선,18.00
A033160_엠케이전자,32.00
A033170_시그네틱스,-74.00
A033200_모아텍,-61.00
A033230_인성정보,15.00
A033290_코웰패션,312.00
A033310_엠투엔,-12.00
A033320_제이씨현시스템,144.00
A033340_좋은사람들,35.00
A033500_동성화인텍,105.00
A033540_파라텍,226.00
A033560_블루콤,-1.00
A033640_네패스,-33.00
A033790_스카이문스테크놀로지,-80.00
A033830_티비씨,-17.00
A034230_파라다이스,275.00
A034810_해성산업,31.00
A034940_조아제약,49.00
A034950_한국기업평가,279.00
