Code,Return
A000020_동화약품,104.00
A000040_KR모터스,-79.00
A000050_경방,28.00
A000060_메리츠화재,24.00
A000070_삼양홀딩스,12.00
A000075_삼양홀딩스우,5.00
A000080_하이트진로,53.00
A000087_하이트진로2우B,35.00
A000100_유한양행,72.00
A000105_유한양행우,169.00
A000120_CJ대한통운,110.00
A000140_하이트진로홀딩스,46.00
A000145_하이트진로홀딩스우,18.00
A000150_두산,-12.00
A000155_두산우,27.00
A000157_두산2우B,67.00
A000180_성창기업지주,11.00
A000210_DL,14.00
A000215_DL우,77.00
A000220_유유제약,134.00
A000225_유유제약1우,243.00
A000227_유유제약2우B,312.00
A000230_일동홀딩스,32.00
A000240_한국앤컴퍼니,24.00
A000270_기아,-42.00
A000300_대유플러스,-68.00
A000320_노루홀딩스,75.00
A000325_노루홀딩스우,232.00
A000370_한화손해보험,-43.00
A000390_삼화페인트,-6.00
A000400_롯데손해보험,-61.00
A000430_대원강업,3.00
A000480_조선내화,19.00
A000490_대동,9.00
A000500_가온전선,-30.00
A000520_삼일제약,238.00
A000540_흥국화재,-49.00
A000545_흥국화재우,187.00
A000547_흥국화재2우B,339.00
A000590_CS홀딩스,0
A000640_동아쏘시오홀딩스,4.00
A000650_천일고속,32.00
A000660_SK하이닉스,69.00
A000670_영풍,0
A000680_LS네트웍스,-56.00
A000700_유수홀딩스,-77.00
A000720_현대건설,-26.00
A000725_현대건설우,608.00
A000760_이화산업,66.00
A000810_삼성화재,0
A000815_삼성화재우,34.00
A000850_화천기공,-6.00
A000860_강남제비스코,-16.00
A000880_한화,-15.00
A000885_한화우,294.00
A00088K_한화3우B,-11.00
A000890_보해양조,-55.00
A000910_유니온,18.00
A000950_전방,-23.00
A000970_한국주철관,106.00
A000990_DB하이텍,211.00
A000995_DB하이텍1우,320.00
A001020_페이퍼코리아,-84.00
A001040_CJ,23.00
A001045_CJ우,89.00
A00104K_CJ4우(전환),8.00
A001060_JW중외제약,166.00
A001065_JW중외제약우,200.00
A001067_JW중외제약2우B,207.00
A001070_대한방직,365.00
A001080_만호제강,-17.00
A001120_LX인터내셔널,-30.00
A001130_대한제분,0
A001140_국보,-52.00
A001200_유진투자증권,-48.00
A001210_금호전기,-76.00
A001230_동국제강,-43.00
A001250_GS글로벌,-74.00
A001260_남광토건,0
A001270_부국증권,7.00
A001275_부국증권우,47.00
A001290_상상인증권,-54.00
A001340_백광산업,27.00
A001360_삼성제약,-13.00
A001380_SG글로벌,-27.00
A001390_KG케미칼,32.00
A001420_태원물산,60.00
A001430_세아베스틸,-36.00
A001440_대한전선,0
A001450_현대해상,-1.00
A001460_BYC,0
A001465_BYC우,66.00
A001470_삼부토건,-68.00
A001500_현대차증권,-37.00
A001510_SK증권,-61.00
A001515_SK증권우,344.00
A001520_동양,-75.00
A001525_동양우,-68.00
A001527_동양2우B,-26.00
A001529_동양3우B,-59.00
A001530_DI동일,45.00
A001550_조비,32.00
A001560_제일연마,45.00
A001570_금양,519.00
A001620_케이비아이동국실업,-81.00
A001630_종근당홀딩스,922.00
A001680_대상,4.00
A001685_대상우,313.00
A001720_신영증권,19.00
A001725_신영증권우,17.00
A001740_SK네트웍스,-55.00
A001745_SK네트웍스우,806.00
A001750_한양증권,-8.00
A001755_한양증권우,51.00
A001770_SHD,-2.00
A001780_알루코,-69.00
A001790_대한제당,-6.00
A001795_대한제당우,71.00
A001800_오리온홀딩스,-11.00
A001820_삼화콘덴서,338.00
A001880_DL건설,375.00
A001940_KISCO홀딩스,11.00
A002020_코오롱,-13.00
A002025_코오롱우,33.00
A002030_아세아,51.00
A002070_비비안,20.00
A002100_경농,169.00
A002140_고려산업,415.00
A002150_도화엔지니어링,1.00
A002170_삼양통상,83.00
A002200_한국수출포장,47.00
A002210_동성제약,593.00
A002220_한일철강,-14.00
A002240_고려제강,-17.00
A002270_롯데푸드,0
A002310_아세아제지,100.00
A002320_한진,10.00
A002350_넥센타이어,-6.00
A002355_넥센타이어1우B,5.00
A002360_SH에너지화학,77.00
A002380_KCC,0
A002390_한독,126.00
A002410_범양건영,0
A002420_세기상사,2.00
A002450_삼익악기,41.00
A002460_화성산업,123.00
A002600_조흥,99.00
A002620_제일파마홀딩스,93.00
A002630_오리엔트바이오,-62.00
A002690_동일제강,-35.00
A002700_신일전자,335.00
A002710_TCC스틸,-45.00
A002720_국제약품,147.00
A002760_보락,159.00
A002780_진흥기업,-85.00
A002785_진흥기업우B,-23.00
A002787_진흥기업2우B,-28.00
A002790_아모레G,178.00
A002795_아모레G우,219.00
A00279K_아모레G3우(전환),-3.00
A002810_삼영무역,189.00
A002820_SUN&L,-32.00
A002840_미원상사,664.00
A002870_신풍제지,1.00
A002880_대유에이텍,-37.00
A002900_TYM,72.00
A002920_유성기업,-11.00
A002960_한국쉘석유,0
A002990_금호건설,0
A002995_금호건설우,58.00
A003000_부광약품,226.00
A003010_혜인,17.00
A003030_세아제강지주,3.00
A003060_에이프로젠제약,-70.00
A003070_코오롱글로벌,-55.00
A003075_코오롱글로벌우,54.00
A003080_성보화학,17.00
A003090_대웅,506.00
A003120_일성신약,0
A003160_디아이,123.00
A003200_일신방직,-8.00
A003220_대원제약,213.00
A003230_삼양식품,565.00
A003240_태광산업,0
A003280_흥아해운,-75.00
A003300_한일홀딩스,21.00
A003350_한국화장품제조,536.00
A003410_쌍용C&E,212.00
A003460_유화증권,-38.00
A003465_유화증권우,4.00
A003470_유안타증권,-62.00
A003475_유안타증권우,-31.00
A003480_한진중공업홀딩스,-56.00
A003490_대한항공,-51.00
A003495_대한항공우,38.00
A003520_영진약품,518.00
A003530_한화투자증권,-56.00
A003535_한화투자증권우,-37.00
A003540_대신증권,-38.00
A003545_대신증권우,4.00
A003547_대신증권2우B,0
A003550_LG,-16.00
A003555_LG우,54.00
A003560_IHQ,65.00
A003570_SNT중공업,-72.00
A003580_넥스트사이언스,11.00
A003610_방림,10.00
A003620_쌍용차,-55.00
A003650_미창석유,28.00
A003670_포스코케미칼,1043.00
A003680_한성기업,-18.00
A003690_코리안리,-14.00
A003720_삼영화학,-6.00
A003780_진양산업,111.00
A003830_대한화섬,15.00
A003850_보령제약,625.00
A003920_남양유업,0
A003925_남양유업우,0
A003960_사조대림,-38.00
A004000_롯데정밀화학,-25.00
A004020_현대제철,-69.00
A004060_SG세계물산,-50.00
A004080_신흥,-7.00
A004090_한국석유,72.00
A004100_태양금속,51.00
A004105_태양금속우,742.00
A004140_동방,-32.00
A004150_한솔홀딩스,-44.00
A004170_신세계,0
A004250_NPC,86.00
A004255_NPC우,99.00
A004270_남성,209.00
A004310_현대약품,177.00
A004360_세방,-19.00
A004365_세방우,-7.00
A004370_농심,0
A004380_삼익THK,80.00
A004410_서울식품,37.00
A004415_서울식품우,1362.00
A004430_송원산업,3.00
A004440_삼일씨엔에스,-42.00
A004450_삼화왕관,94.00
A004490_세방전지,4.00
A004540_깨끗한나라,-29.00
A004545_깨끗한나라우,369.00
A004560_현대비앤지스틸,-6.00
A004565_현대비앤지스틸우,421.00
A004690_삼천리,0
A004700_조광피혁,345.00
A004710_한솔테크닉스,-63.00
A004720_팜젠사이언스,22.00
A004770_써니전자,560.00
A004800_효성,29.00
A004830_덕성,15.00
A004835_덕성우,414.00
A004840_DRB동일,109.00
A004870_티웨이홀딩스,-23.00
A004890_동일산업,-19.00
A004910_조광페인트,7.00
A004920_씨아이테크,-48.00
A004960_한신공영,29.00
A004970_신라교역,-8.00
A004980_성신양회,-6.00
A004985_성신양회우,206.00
A004990_롯데지주,-10.00
A00499K_롯데지주우,-2.00
A005010_휴스틸,-35.00
A005030_부산주공,-89.00
A005070_코스모신소재,264.00
A005090_SGC에너지,-33.00
A005110_한창,454.00
A005180_빙그레,-22.00
A005250_녹십자홀딩스,173.00
A005257_녹십자홀딩스2우,114.00
A005300_롯데칠성,20.00
A005305_롯데칠성우,80.00
A005320_국동,-23.00
A005360_모나미,-14.00
A005380_현대차,0
A005385_현대차우,0
A005387_현대차2우B,9.00
A005389_현대차3우B,26.00
A005390_신성통상,195.00
A005420_코스모화학,26.00
A005430_한국공항,-12.00
A005440_현대그린푸드,3.00
A005490_POSCO,0
A005500_삼진제약,128.00
A005610_SPC삼립,531.00
A005680_삼영전자,-39.00
A005690_파미셀,-48.00
A005720_넥센,-4.00
A005725_넥센우,54.00
A005740_크라운해태홀딩스,75.00
A005745_크라운해태홀딩스우,428.00
A005750_대림B&Co,113.00
A005800_신영와코루,0
A005810_풍산홀딩스,-34.00
A005820_원림,24.00
A005830_DB손해보험,17.00
A005850_에스엘,-36.00
A005870_휴니드,-16.00
A005880_대한해운,0
A005930_삼성전자,185.00
A005935_삼성전자우,290.00
A005940_NH투자증권,-37.00
A005945_NH투자증권우,10.00
A005950_이수화학,-21.00
A005960_동부건설,0
A005965_동부건설우,0
A006040_동원산업,0
A006060_화승인더,612.00
A006090_사조오양,-32.00
A006110_삼아알미늄,62.00
A006120_SK디스커버리,15.00
A006125_SK디스커버리우,141.00
A006200_한국전자홀딩스,-57.00
A006220_제주은행,-29.00
A006260_LS,0
A006280_녹십자,0
A006340_대원전선,-42.00
A006345_대원전선우,559.00
A006360_GS건설,-42.00
A006370_대구백화점,-42.00
A006380_카프로,-82.00
A006390_한일현대시멘트,-35.00
A006400_삼성SDI,0
A006405_삼성SDI우,163.00
A006490_인스코비,0
A006570_대림통상,5.00
A006650_대한유화,62.00
A006660_삼성공조,-7.00
A006740_영풍제지,58.00
A006800_미래에셋증권,-41.00
A006805_미래에셋증권우,-26.00
A00680K_미래에셋증권2우B,-11.00
A006840_AK홀딩스,-28.00
A006880_신송홀딩스,-56.00
A006890_태경케미컬,14.00
A006980_우성사료,45.00
A007070_GS리테일,31.00
A007110_일신석재,76.00
A007120_미래아이앤지,-50.00
A007160_사조산업,-8.00
A007210_벽산,45.00
A007280_한국특강,-62.00
A007310_오뚜기,0
A007340_디티알오토모티브,80.00
A007460_에이프로젠,-100.00
MED,-100.00
A007540_샘표,372.00
A007570_일양약품,242.00
A007575_일양약품우,596.00
A007590_동방아그로,-4.00
A007610_선도전기,-48.00
A007630_폴루스바이오팜,-13.00
A007660_이수페타시스,33.00
A007690_국도화학,7.00
A007700_F&F홀딩스,1945.00
A007810_코리아써키트,201.00
