Code,Return
A000250_삼천당제약,781.00
A000440_중앙에너비스,167.00
A001000_신라섬유,125.00
A001540_안국약품,67.00
A001810_무림SP,-15.00
A001840_이화공영,-22.00
A002230_피에스텍,-37.00
A002290_삼일기업공사,75.00
A002680_한탑,-32.00
A002800_신신제약,-45.00
A003100_선광,-1.00
A003310_대주산업,113.00
A003380_하림지주,-41.00
A003800_에이스침대,216.00
A004590_한국가구,194.00
A004650_창해에탄올,-35.00
A004780_대륙제관,13.00
A005160_동국산업,-44.00
A005290_동진쎄미켐,577.00
A005670_푸드웰,248.00
A005710_대원산업,176.00
A005860_한일사료,91.00
A005990_매일홀딩스,-11.00
A006050_국영지앤엠,222.00
A006140_피제이전자,97.00
A006580_대양제지,0
A006620_동구바이오제약,-36.00
A006730_서부T&D,-1.00
A006910_보성파워텍,-73.00
A006920_모헨즈,-3.00
A007330_푸른저축은행,113.00
A007370_진양제약,127.00
A007390_네이처셀,-64.00
A007530_영신금속,-2.00
A007680_대원,-20.00
A007720_대명소노시즌,86.00
A007770_한일화학,16.00
A007820_에스엠코어,-2.00
A008290_원풍물산,244.00
A008370_원풍,4.00
A008470_부스타,-36.00
A008830_대동기어,31.00
A009300_삼아제약,225.00
A009520_포스코엠텍,100.00
A009620_삼보산업,-24.00
A009730_코센,-63.00
A009780_엠에스씨,426.00
A010170_대한광통신,16.00
A010240_흥국,127.00
A010280_쌍용정보통신,14.00
A010470_오리콤,150.00
A011040_경동제약,109.00
A011080_형지I&C,-18.00
A011320_유니크,262.00
A011370_서한,69.00
A011560_세보엠이씨,26.00
A012340_뉴인텍,-70.00
A012620_원일특강,73.00
A012700_리드코프,121.00
A012790_신일제약,454.00
A012860_모베이스전자,-14.00
A013030_하이록코리아,-4.00
A013120_동원개발,362.00
A013310_아진산업,-68.00
A013720_CBI,56.00
A013810_스페코,56.00
A013990_아가방컴퍼니,-7.00
A014100_메디앙스,109.00
A014190_원익큐브,-5.00
A014200_광림,155.00
A014470_부방,213.00
A014570_고려제약,325.00
A014620_성광벤드,-56.00
A014940_오리엔탈정공,-50.00
A014970_삼륭물산,457.00
A015710_코콤,51.00
A015750_성우하이텍,-32.00
A016100_리더스코스메틱,-22.00
A016250_SGC이테크건설,105.00
A016600_큐캐피탈,5.00
A016670_인피니티엔티,0
A016790_현대사료,-20.00
A016920_카스,-15.00
A017000_신원종합개발,50.00
A017250_인터엠,2.00
A017480_삼현철강,-38.00
A017510_세명전기,-71.00
A017650_대림제지,210.00
A017890_한국알콜,279.00
A018000_유니슨,-76.00
A018120_진로발효,93.00
A018290_브이티지엠피,19.00
A018310_삼목에스폼,102.00
A018620_우진비앤지,223.00
A018680_서울제약,325.00
A018700_바른손,-86.00
A019010_베뉴지,71.00
A019210_와이지-원,47.00
A019540_일지테크,-29.00
A019550_SBI인베스트먼트,-7.00
A019570_리더스,-100.00
기술투자,-100.00
A019590_엠벤처투자,-37.00
A019660_글로본,-66.00
A019770_서연탑메탈,-50.00
A019990_에너토크,-73.00
A020180_대신정보통신,154.00
A020400_대동금속,23.00
A020710_시공테크,18.00
A021040_대호특수강,-24.00
A021045_대호특수강우,244.00
A021080_에이티넘인베스트,126.00
