Code,Return
A000250,518.00
A000440,85.00
A001000,131.00
A001540,139.00
A001810,1.00
A001840,24.00
A002230,-53.00
A002290,56.00
A002680,-19.00
A002800,-11.00
A003100,2.00
A003310,-30.00
A003380,-34.00
A003800,145.00
A004590,151.00
A004650,-15.00
A004780,33.00
A005160,-28.00
A005290,334.00
A005670,-100.00
A005710,194.00
A005860,-32.00
A005990,-24.00
A006050,507.00
A006140,84.00
A006580,75.00
A006620,-42.00
A006730,-14.00
A006910,2.00
A006920,-29.00
A007330,-24.00
A007370,37.00
A007390,198.00
A007530,52.00
A007680,-12.00
A007720,44.00
A007770,41.00
A007820,-34.00
A008290,215.00
A008370,-19.00
A008470,28.00
A008800,-59.00
A008830,-25.00
A009300,222.00
A009520,-12.00
A009620,-39.00
A009730,-44.00
A009780,-54.00
A010170,19.00
A010240,153.00
A010280,-28.00
A010470,82.00
A011040,107.00
A011080,3.00
A011320,124.00
A011370,7.00
A011560,45.00
A012340,-49.00
A012620,8.00
A012700,67.00
A012790,426.00
A012860,-10.00
A013030,10.00
A013120,148.00
A013310,-41.00
A013720,-21.00
A013810,24.00
A013990,-34.00
A014100,-29.00
A014190,-65.00
A014200,-44.00
A014470,0
A014570,92.00
A014620,-19.00
A014940,-74.00
A014970,217.00
A015710,221.00
A015750,-32.00
A016100,-61.00
A016250,34.00
A016600,-53.00
A016670,-100.00
A016790,-53.00
A016920,-29.00
A017000,-54.00
A017250,3.00
A017480,-44.00
A017510,-67.00
A017650,86.00
A017890,279.00
A018000,-33.00
A018120,126.00
A018290,-53.00
A018310,15.00
A018620,-1.00
A018680,343.00
A018700,9.00
A019010,105.00
A019210,-40.00
A019540,-56.00
A019550,-50.00
A019570,-90.00
A019590,-25.00
A019660,65.00
A019770,-67.00
A019990,-23.00
A020180,-11.00
A020400,-61.00
A020710,-65.00
A021040,-40.00
A021045,21.00
A021080,23.00
A021320,-14.00
A021650,0
A021880,87.00
A022100,-34.00
A022220,-38.00
A023160,-16.00
A023410,-53.00
A023440,-23.00
A023460,0
A023600,90.00
A023760,-48.00
A023770,16.00
A023790,-40.00
A023900,602.00
A023910,1025.00
A024060,273.00
A024120,-23.00
A024740,125.00
A024800,1.00
A024810,-39.00
A024830,1.00
A024840,-41.00
A024850,97.00
A024880,-58.00
A024910,-68.00
A024940,210.00
A024950,89.00
A025320,-53.00
A025440,-7.00
A025550,-71.00
A025770,203.00
A025870,14.00
A025880,4.00
A025900,109.00
A025950,-6.00
A025980,128.00
A026040,-31.00
A026150,-54.00
A026910,-5.00
A027040,31.00
A027050,451.00
A027360,-11.00
A027580,-78.00
A027710,-2.00
A027830,14.00
A028080,-61.00
A028150,52.00
A028300,407.00
A029480,-48.00
A029960,162.00
A030190,549.00
A030350,-65.00
A030520,258.00
A030530,-70.00
A030960,231.00
A031310,240.00
A031330,-49.00
A031390,-76.00
A031510,13.00
A031860,-60.00
A031980,-20.00
A032080,-25.00
A032190,112.00
A032280,-33.00
A032300,-100.00
A032500,591.00
A032540,-21.00
A032580,-50.00
A032620,-31.00
A032680,194.00
A032685,-100.00
A032750,6.00
A032790,-27.00
A032800,17.00
A032820,-77.00
A032850,55.00
A032860,-63.00
A032940,4.00
A032960,46.00
A032980,-90.00
A033050,-59.00
A033100,-3.00
A033110,-78.00
A033130,-4.00
A033160,80.00
A033170,-32.00
A033200,23.00
A033230,-62.00
A033290,-7.00
A033310,-7.00
A033320,-55.00
A033340,27.00
A033430,-86.00
A033500,-84.00
A033540,286.00
A033560,0
A033600,-65.00
A033640,-91.00
A033790,-6.00
A033830,-21.00
A034230,259.00
A034810,-59.00
A034940,-41.00
A034950,322.00
A035080,-65.00
A035200,-53.00
A035290,-75.00
A035460,1.00
A035600,12.00
A035610,-25.00
A035620,155.00
A035760,2.00
A035810,-36.00
A035890,-50.00
A035900,2.00
A036000,-68.00
A036010,-36.00
A036030,-69.00
A036090,43.00
A036120,526.00
A036170,-55.00
A036180,-72.00
A036190,109.00
A036200,210.00
A036480,410.00
A036490,185.00
A036540,31.00
A036560,-23.00
A036620,-42.00
A036630,-63.00
A036640,0
A036670,184.00
A036690,-48.00
A036710,-38.00
A036800,468.00
A036810,596.00
A036830,1.00
A036890,53.00
A036930,113.00
A037030,-1.00
A037070,51.00
A037230,29.00
A037330,19.00
A037350,-11.00
A037370,-23.00
A037400,-14.00
A037440,-60.00
A037460,5.00
A037760,52.00
A037950,-90.00
A038010,-26.00
A038060,-48.00
A038070,61.00
A038110,-56.00
A038160,-40.00
A038290,25.00
A038340,-83.00
A038390,-10.00
A038460,145.00
A038500,-40.00
A038530,-79.00
A038540,-43.00
A038620,-52.00
A038680,-7.00
A038870,222.00
A038880,-61.00
A038950,46.00
A039010,574.00
A039020,-5.00
A039030,163.00
A039200,23.00
A039230,-72.00
A039240,8.00
A039290,-47.00
A039310,-44.00
A039340,51.00
A039420,-36.00
A039440,313.00
A039560,-10.00
A039610,120.00
A039670,-79.00
A039740,-10.00
A039830,259.00
A039840,94.00
A039860,-43.00
A039980,15.00
A040160,36.00
A040300,-29.00
A040350,36.00
A040420,-33.00
A040610,-22.00
A040910,-10.00
A041020,-79.00
A041140,142.00
A041190,108.00
A041440,13.00
A041460,0
A041510,-1.00
A041520,-34.00
A041590,-75.00
A041830,133.00
A041910,192.00
A041920,675.00
A041930,116.00
A041960,-19.00
A042000,110.00
A042040,1676.00
A042110,29.00
A042370,-28.00
A042420,-15.00
A042500,-71.00
A042510,-84.00
A042520,16.00
A042600,-50.00
A042940,-62.00
A043090,-4.00
A043100,76.00
A043150,156.00
A043200,37.00
A043220,-90.00
A043260,-67.00
A043290,-17.00
A043340,-34.00
A043360,19.00
A043370,-9.00
A043590,8.00
A043610,31.00
A043650,-72.00
A043710,-86.00
A043910,-60.00
A044060,100.00
A044180,-56.00
A044340,339.00
A044480,41.00
A044490,-55.00
A044780,-27.00
A044960,294.00
A045060,194.00
A045100,79.00
A045300,19.00
A045340,67.00
A045390,153.00
A045510,258.00
A045520,603.00
A045660,85.00
A045890,-73.00
A045970,-54.00
A046070,-25.00
A046110,-7.00
A046120,-2.00
A046140,-35.00
A046210,-6.00
A046310,-16.00
A046390,25.00
A046440,22.00
A046890,-14.00
A046940,10.00
A046970,-22.00
A047080,-69.00
A047310,-34.00
A047560,-67.00
A047770,-41.00
A047820,-81.00
A047920,-1.00
A048260,-44.00
A048410,-57.00
A048430,-74.00
A048470,10.00
A048530,87.00
A048550,77.00
A048770,222.00
A048830,38.00
A048870,9.00
A048910,9.00
A049070,-35.00
A049080,-78.00
A049120,-19.00
A049180,-40.00
A049430,98.00
A049470,65.00
A049480,269.00
A049520,75.00
A049550,-89.00
A049630,-84.00
A049720,696.00
A049830,-15.00
A049950,164.00
A049960,273.00
A050090,-71.00
A050110,-60.00
A050120,-42.00
A050320,138.00
A050540,-56.00
A050760,86.00
A050860,-26.00
A050890,-3.00
A050960,-15.00
A051160,-26.00
A051360,-57.00
A051370,-69.00
A051380,284.00
A051390,-40.00
A051490,34.00
A051500,13.00
A051780,257.00
A051980,-80.00
A052020,-40.00
A052190,-89.00
A052220,-35.00
A052260,-53.00
A052300,-77.00
A052330,-6.00
A052400,49.00
A052420,-83.00
A052460,134.00
A052600,-27.00
A052670,9.00
A052710,506.00
A052770,-57.00
A052790,6.00
A052860,-30.00
A052900,-46.00
A053030,22.00
A053050,-45.00
A053060,-35.00
A053080,-100.00
A053110,-66.00
A053160,100.00
A053260,-10.00
A053270,-23.00
A053280,-38.00
A053290,-85.00
A053300,57.00
A053350,-69.00
A053450,-24.00
A053580,120.00
A053590,69.00
A053610,234.00
A053620,-9.00
A053660,-61.00
A053700,204.00
A053800,141.00
A053950,-76.00
A053980,33.00
A054040,-42.00
A054050,-28.00
A054090,12.00
A054180,87.00
A054210,-78.00
A054220,-76.00
A054300,-82.00
A054410,-17.00
A054450,98.00
A054540,-48.00
A054620,-67.00
A054630,-39.00
A054670,-41.00
A054780,81.00
A054800,33.00
A054920,2.00
A054930,-17.00
A054940,-60.00
A054950,14.00
A056000,-89.00
A056080,-1.00
A056090,-52.00
A056190,108.00
A056360,-24.00
A056700,-81.00
A056730,-75.00
A057030,65.00
A057540,-61.00
A057680,60.00
A057880,-87.00
A058110,-59.00
A058220,-67.00
A058400,151.00
A058420,-90.00
A058450,-25.00
A058470,1363.00
A058530,-79.00
A058610,-2.00
A058630,-5.00
A058820,-26.00
A059090,152.00
A059100,-82.00
A059120,-15.00
A059210,-13.00
A059270,-100.00
A060150,-4.00
A060230,-51.00
A060240,-84.00
A060250,3167.00
A060260,-40.00
A060280,6.00
A060300,-80.00
A060310,-49.00
A060370,-16.00
A060380,-1.00
A060480,-42.00
A060540,-63.00
A060560,-84.00
A060570,112.00
A060590,17.00
A060720,70.00
A060850,-100.00
A060900,-79.00
A061040,253.00
A061250,112.00
A061970,95.00
A062860,-47.00
A062970,50.00
A063080,1.00
A063170,-54.00
A063440,-67.00
A063570,85.00
A063760,2.00
A064090,-40.00
A064240,8.00
A064260,-72.00
A064290,-25.00
A064480,-45.00
A064510,-20.00
A064520,-84.00
A064550,205.00
A064760,1531.00
A064800,-51.00
A064820,-33.00
A064850,111.00
A065060,-50.00
A065130,-7.00
A065150,-18.00
A065170,-44.00
A065350,-46.00
A065370,81.00
A065420,-77.00
A065440,50.00
A065450,-49.00
A065500,-26.00
A065510,46.00
A065530,597.00
A065560,-69.00
A065570,-13.00
A065620,-92.00
A065650,0
A065660,4.00
A065680,-4.00
A065690,-62.00
A065710,81.00
A065770,-60.00
A065950,75.00
A066110,-59.00
A066130,70.00
A066310,17.00
A066360,19.00
A066410,-63.00
A066430,-51.00
A066590,25.00
A066620,410.00
A066670,-85.00
A066700,-77.00
A066790,14.00
A066900,24.00
A066910,-84.00
A066970,290.00
A066980,-44.00
A067000,216.00
A067010,285.00
A067080,-36.00
A067160,297.00
A067170,163.00
A067280,0
A067290,56.00
A067310,-36.00
A067390,-66.00
A067570,-17.00
A067630,1600.00
A067730,8.00
A067770,-6.00
A067900,368.00
A067920,-52.00
A067990,-7.00
A068050,-35.00
A068240,183.00
A068330,66.00
A068760,564.00
A068790,-13.00
A068930,265.00
A068940,-61.00
A069080,354.00
A069110,356.00
A069140,-34.00
A069330,-54.00
A069410,165.00
A069510,-3.00
A069540,159.00
A069920,-5.00
A070300,22.00
A070590,43.00
A071200,19.00
A071280,-67.00
A071460,38.00
A071670,-65.00
A071850,-63.00
A072020,59.00
A072470,-67.00
A072520,-54.00
A072770,-74.00
A072870,-28.00
A072950,-40.00
A072990,35.00
A073010,-44.00
A073070,-45.00
A073110,-63.00
A073190,-21.00
A073490,68.00
A073540,38.00
A073560,-61.00
A073570,-76.00
A073640,79.00
A074430,-48.00
A074600,220.00
A075130,-42.00
A075970,-30.00
A076080,13.00
A076610,-58.00
A077360,-62.00
A078020,-3.00
A078070,248.00
A078130,384.00
A078140,303.00
A078150,-53.00
A078160,114.00
A078340,413.00
A078350,-55.00
A078590,547.00
A078600,81.00
A078650,-36.00
A078860,-84.00
A078890,-27.00
A078940,-51.00
A079000,6.00
A079170,36.00
A079190,-13.00
A079370,158.00
A079650,361.00
A079810,116.00
A079940,163.00
A079950,-79.00
A079960,36.00
A079970,-69.00
A080000,-30.00
A080010,-24.00
A080160,39.00
A080220,-87.00
A080420,-30.00
A080440,-89.00
A080470,215.00
A080520,-15.00
A080530,-68.00
A080580,5.00
A080720,23.00
A081150,-59.00
A081580,-48.00
A082210,-47.00
A082270,485.00
A082660,-56.00
A082800,-30.00
A082850,-53.00
A082920,28.00
A083310,140.00
A083450,203.00
A083470,-62.00
A083500,-47.00
A083550,304.00
A083640,4.00
A083650,-39.00
A083660,-55.00
A083790,152.00
A083930,-51.00
A084110,45.00
A084180,-13.00
A084370,-41.00
A084650,553.00
A084730,30.00
A084850,0
A084990,73.00
A085370,201.00
A08537M,27.00
A085660,-91.00
A085670,-64.00
A085810,-41.00
A085910,-1.00
A086040,-75.00
A086060,106.00
A086250,-10.00
A086390,-36.00
A086450,747.00
