Code,Return
A326030_SK바이오팜.csv,0.00
A017810_풀무원.csv,168.99
A310080_KBSTAR 중국MSCI China(H).csv,29.39
A001470_삼부토건.csv,0.00
A002620_제일파마홀딩스.csv,0.00
A292770_KODEX 국채선물3년인버스.csv,-8.76
A012160_영흥.csv,0.00
A381570_HANARO Fn친환경에너지.csv,0.00
A270800_KBSTAR KQ고배당.csv,7.67
A375770_KODEX 탄소효율그린뉴딜.csv,0.00
A037560_LG헬로비전.csv,0.00
A259960_크래프톤.csv,0.00
A304670_KODEX 미국채울트라30년선물인버스(H).csv,-19.90
A001680_대상.csv,34.69
A176710_파워 중기국고채.csv,0.00
A329200_TIGER 부동산인프라고배당.csv,-4.60
A117680_KODEX 철강.csv,-32.95
A006890_태경케미컬.csv,34.82
A013700_까뮤이앤씨.csv,173.02
A241180_TIGER 일본니케이225.csv,20.17
A005800_신영와코루.csv,-22.13
A174350_TIGER 로우볼.csv,-16.37
A211260_KINDEX 배당성장.csv,-11.34
A033530_세종공업.csv,0.00
A275980_TIGER 글로벌4차산업혁신기술(합성 H).csv,24.45
A007070_GS리테일.csv,2.71
A329650_KODEX TRF3070.csv,0.00
A261250_KODEX 미국달러선물레버리지.csv,14.72
A003465_유화증권우.csv,0.00
A002100_경농.csv,156.30
A012320_경동인베스트.csv,0.00
A010820_퍼스텍.csv,-8.06
A004150_한솔홀딩스.csv,0.00
A058850_KTcs.csv,-28.51
A032350_롯데관광개발.csv,0.00
A020120_키다리스튜디오.csv,179.46
A140910_에이리츠.csv,0.00
A293480_하나제약.csv,-2.19
A090350_노루페인트.csv,0.00
A252650_KODEX 200동일가중.csv,-10.70
A276990_KODEX 글로벌4차산업로보틱스(합성).csv,21.22
A194370_제이에스코퍼레이션.csv,-50.24
A150460_TIGER 중국소비테마.csv,-7.75
A015760_한국전력.csv,-41.04
A011230_삼화전자.csv,0.00
A287320_KBSTAR 200산업재.csv,-26.19
A058730_다스코.csv,54.17
A253250_KOSEF 200선물레버리지.csv,-6.26
A033920_무학.csv,0.00
A001795_대한제당우.csv,0.00
A000547_흥국화재2우B.csv,0.00
A005930_삼성전자.csv,91.74
A005850_에스엘.csv,0.00
A285010_KBSTAR 200중공업.csv,-19.18
A001530_DI동일.csv,32.87
A010420_한솔PNS.csv,0.00
A372910_한컴라이프케어.csv,0.00
A282690_동아타이어.csv,-8.62
A192820_코스맥스.csv,-16.39
A371870_KINDEX 차이나항셍테크.csv,0.00
A004840_DRB동일.csv,0.00
A261110_TIGER 미국달러선물레버리지.csv,15.27
A003490_대한항공.csv,0.00
A334890_이지스밸류리츠.csv,0.00
A006280_녹십자.csv,20.75
A337150_KODEX 200exTOP.csv,28.04
A00680K_미래에셋증권2우B.csv,-5.34
A002310_아세아제지.csv,50.76
A042670_두산인프라코어.csv,-33.53
A129260_인터지스.csv,0.00
A001560_제일연마.csv,5.67
A289040_KODEX MSCI KOREA ESG유니버설.csv,0.00
