,Date,SellPrices,Trades
164,2017-02-17,"[10200.0, 6816.0, 687.0, 1200.0, 7952.0]","{'A018680': 10200.0, 'A053660': 7293.0, 'A078130': 669.0, 'A078590': 1222.0, 'A080440': 8353.0}"
165,2017-02-20,"[7900.0, 6517.0, 800.0, 6012.0, 2330.0]","{'A017650': 7900.0, 'A042000': 7018.0, 'A078130': 780.0, 'A092600': 6012.0, 'A224060': 2170.0}"
166,2017-02-21,"[7130.0, 14900.0, 4902.0, 2415.0, 5190.0]","{'A037030': 5490.0, 'A069510': 15400.0, 'A123040': 4998.0, 'A189330': 2490.0, 'A200230': 5250.0}"
167,2017-02-22,"[929.0, 1153.0, 7130.0, 2622.0, 876.0]","{'A019590': 929.0, 'A021880': 1153.0, 'A037030': 7130.0, 'A038620': 2658.0, 'A234100': 1030.0}"
168,2017-02-23,"[3985.0, 3087.0, 1265.0, 5130.0, 4589.0]","{'A036710': 4015.0, 'A053590': 3036.0, 'A058400': 1300.0, 'A090150': 5280.0, 'A186230': 4614.0}"
169,2017-02-24,"[2862.0, 3910.0, 6314.0, 5875.0, 9025.0]","{'A058220': 2812.0, 'A073540': 4045.0, 'A127120': 6197.0, 'A214870': 5875.0, 'A215790': 9086.0}"
170,2017-02-27,"[4640.0, 5061.0, 12250.0, 2307.0, 1682.0]","{'A017250': 4755.0, 'A053580': 5061.0, 'A069110': 12250.0, 'A197140': 2053.0, 'A215480': 1682.0}"
171,2017-02-28,"[3985.0, 4836.0, 2373.0, 6456.0, 820.0]","{'A111870': 3964.0, 'A121800': 4790.0, 'A197140': 2307.0, 'A219750': 5928.0, 'A234100': 856.0}"
172,2017-03-02,"[3900.0, 5100.0, 4745.0, 2564.0, 3513.0]","{'A001840': 4050.0, 'A017250': 4980.0, 'A043710': 4690.0, 'A043910': 2534.0, 'A106080': 3583.0}"
173,2017-03-03,"[4842.0, 4435.0, 4000.0, 2390.0, 7600.0]","{'A021650': 4824.0, 'A033790': 4435.0, 'A037030': 3990.0, 'A218150': 2250.0, 'A226350': 7570.0}"
174,2017-03-06,"[2127.0, 10450.0, 1435.0, 13530.0, 2355.0]","{'A010280': 2127.0, 'A048430': 10400.0, 'A058400': 1400.0, 'A065560': 13469.0, 'A220260': 2360.0}"
175,2017-03-07,"[880.0, 2600.0, 1274.0, 2500.0, 8400.0]","{'A033830': 866.0, 'A065060': 2595.0, 'A090410': 1306.0, 'A189330': 2185.0, 'A208350': 8725.0}"
176,2017-03-08,"[6100.0, 9247.0, 2202.0, 2425.0, 819.0]","{'A033200': 6100.0, 'A044180': 9124.0, 'A058220': 2287.0, 'A189330': 2500.0, 'A234100': 713.0}"
177,2017-03-09,"[2961.0, 10700.0, 10678.0, 10170.0, 2380.0]","{'A021045': 2804.0, 'A037370': 11150.0, 'A042000': 11003.0, 'A049180': 10099.0, 'A065170': 2340.0}"
178,2017-03-10,"[13400.0, 2700.0, 3255.0, 3809.0, 780.0]","{'A018700': 12850.0, 'A058220': 2862.0, 'A123570': 3255.0, 'A126340': 4481.0, 'A234100': 761.0}"
179,2017-03-13,"[5500.0, 1412.0, 7950.0, 6000.0, 1375.0]","{'A046310': 5200.0, 'A078590': 1526.0, 'A115500': 8210.0, 'A133750': 5950.0, 'A141020': 1415.0}"
180,2017-03-14,"[5820.0, 5632.0, 3260.0, 2710.0, 8270.0]","{'A001840': 4945.0, 'A026150': 5456.0, 'A043910': 3260.0, 'A101670': 2760.0, 'A154040': 7950.0}"
181,2017-03-15,"[6530.0, 871.0, 6350.0, 8880.0, 4350.0]","{'A001840': 6420.0, 'A019550': 808.0, 'A049120': 5810.0, 'A069140': 8380.0, 'A196700': 4275.0}"
182,2017-03-16,"[8730.0, 5881.0, 5840.0, 5767.0, 2710.0]","{'A048770': 8320.0, 'A094940': 6141.0, 'A103230': 5840.0, 'A108860': 5721.0, 'A131180': 2785.0}"
183,2017-03-17,"[5660.0, 1530.0, 8107.0, 6170.0, 3030.0]","{'A006920': 5870.0, 'A025440': 1510.0, 'A092600': 7638.0, 'A161570': 6300.0, 'A218150': 2760.0}"
