,Date,SellPrices,Trades
184,2017-03-20,"[6450.0, 2380.0, 4700.0, 3400.0, 4400.0]","{'A035610': 6390.0, 'A037030': 3390.0, 'A060570': 4400.0, 'A215100': 3120.0, 'A218150': 3585.0}"
185,2017-03-21,"[3080.0, 1465.0, 1700.0, 6550.0, 2306.0]","{'A037030': 4400.0, 'A050090': 1540.0, 'A101360': 1480.0, 'A217820': 6650.0, 'A225220': 2238.0}"
186,2017-03-22,"[3116.0, 4870.0, 7800.0, 2120.0, 1770.0]","{'A083640': 2774.0, 'A106080': 4760.0, 'A161570': 7410.0, 'A223310': 1976.0, 'A224060': 1755.0}"
187,2017-03-23,"[13100.0, 3210.0, 2495.0, 2520.0, 2800.0]","{'A018680': 13700.0, 'A037030': 4000.0, 'A041020': 2550.0, 'A215100': 2675.0, 'A223310': 2560.0}"
188,2017-03-24,"[9340.0, 47306.0, 3315.0, 3977.0, 6810.0]","{'A045660': 9470.0, 'A049950': 44504.0, 'A050540': 3295.0, 'A083640': 3813.0, 'A193250': 6790.0}"
189,2017-03-27,"[15100.0, 2120.0, 2613.0, 2500.0, 8410.0]","{'A100030': 15050.0, 'A101360': 1845.0, 'A113810': 2551.0, 'A189330': 2595.0, 'A226350': 8520.0}"
190,2017-03-28,"[4686.0, 129400.0, 5160.0, 8410.0, 7300.0]","{'A048830': 4333.0, 'A053800': 138000.0, 'A060570': 5340.0, 'A086670': 7900.0, 'A093640': 7950.0}"
191,2017-03-29,"[246.0, 4245.0, 10653.0, 10200.0, 4026.0]","{'A032800': 246.0, 'A037030': 4290.0, 'A092600': 10786.0, 'A147830': 10050.0, 'A187790': 4160.0}"
192,2017-03-30,"[5340.0, 6000.0, 4808.0, 2837.0, 2325.0]","{'A036810': 5350.0, 'A049480': 5890.0, 'A053580': 5061.0, 'A204840': 2951.0, 'A217600': 2325.0}"
193,2017-03-31,"[4240.0, 5250.0, 3855.0, 5351.0, 9520.0]","{'A025880': 4010.0, 'A034940': 5260.0, 'A037030': 5490.0, 'A094480': 4991.0, 'A212560': 8500.0}"
194,2017-04-03,"[2180.0, 4510.0, 4527.0, 5279.0, 4140.0]","{'A027040': 1940.0, 'A037030': 7130.0, 'A127120': 4314.0, 'A140520': 5279.0, 'A218150': 3900.0}"
195,2017-04-04,"[7500.0, 4471.0, 4028.0, 2514.0, 3413.0]","{'A006920': 7390.0, 'A067630': 4178.0, 'A083640': 4117.0, 'A109960': 2604.0, 'A113810': 3485.0}"
196,2017-04-05,"[6000.0, 5499.0, 15700.0, 10150.0, 2038.0]","{'A037030': 5850.0, 'A064260': 5474.0, 'A100030': 16050.0, 'A214610': 10450.0, 'A230980': 2053.0}"
197,2017-04-06,"[8770.0, 139300.0, 4801.0, 8070.0, 3395.0]","{'A001840': 8610.0, 'A053800': 129900.0, 'A083640': 4889.0, 'A093640': 7840.0, 'A131370': 3110.0}"
198,2017-04-07,"[3445.0, 8920.0, 4350.0, 22650.0, 2290.0]","{'A048870': 3400.0, 'A053160': 8720.0, 'A069920': 4500.0, 'A089140': 22150.0, 'A090710': 2245.0}"
199,2017-04-10,"[1240.0, 9040.0, 1880.0, 6860.0, 3350.0]","{'A036120': 1275.0, 'A161570': 9290.0, 'A189330': 1880.0, 'A219130': 6810.0, 'A223310': 3410.0}"
200,2017-04-11,"[6310.0, 6120.0, 8300.0, 5100.0, 7580.0]","{'A013810': 6720.0, 'A033200': 6230.0, 'A045520': 8430.0, 'A065450': 5260.0, 'A069140': 7660.0}"
201,2017-04-12,"[5380.0, 5950.0, 2700.0, 14900.0, 1130.0]","{'A017510': 5420.0, 'A043610': 5920.0, 'A215100': 2775.0, 'A229000': 14900.0, 'A234100': 1328.0}"
202,2017-04-13,"[6780.0, 6300.0, 10653.0, 10850.0, 3965.0]","{'A043610': 6900.0, 'A073070': 6160.0, 'A092600': 10874.0, 'A147830': 10600.0, 'A208710': 3900.0}"
203,2017-04-14,"[294.0, 2310.0, 8700.0, 4220.0, 1275.0]","{'A032800': 301.0, 'A041020': 2435.0, 'A045520': 8970.0, 'A088800': 4290.0, 'A101360': 1275.0}"
204,2017-04-17,"[3715.0, 4927.0, 11450.0, 5500.0, 1997.0]","{'A008290': 3865.0, 'A083640': 4801.0, 'A147830': 11800.0, 'A154030': 4950.0, 'A197140': 2347.0}"
205,2017-04-18,"[9300.0, 8710.0, 1520.0, 2700.0, 2840.0]","{'A017000': 8980.0, 'A018700': 8100.0, 'A023440': 1575.0, 'A215100': 2830.0, 'A218150': 2900.0}"
206,2017-04-19,"[10500.0, 6233.0, 6830.0, 16783.0, 5325.0]","{'A017000': 10550.0, 'A044180': 6213.0, 'A091590': 7030.0, 'A213420': 16607.0, 'A214870': 5475.0}"
207,2017-04-20,"[3005.0, 7800.0, 28663.0, 7877.0, 2369.0]","{'A046970': 3110.0, 'A056360': 7770.0, 'A084110': 28663.0, 'A109610': 7328.0, 'A203650': 2073.0}"
208,2017-04-21,"[6850.0, 6990.0, 12900.0, 5080.0, 6914.0]","{'A017510': 7100.0, 'A037030': 7000.0, 'A089980': 13000.0, 'A124500': 4685.0, 'A196450': 6632.0}"
209,2017-04-24,"[1170.0, 2125.0, 2705.0, 2326.0, 6925.0]","{'A101360': 1020.0, 'A189330': 2500.0, 'A197140': 2353.0, 'A203650': 2373.0, 'A214870': 7275.0}"
210,2017-04-25,"[1990.0, 2055.0, 1345.0, 8340.0, 5090.0]","{'A014940': 2000.0, 'A063440': 1845.0, 'A101360': 1170.0, 'A173940': 8600.0, 'A204630': 5160.0}"
211,2017-04-26,"[3100.0, 6310.0, 1891.0, 1545.0, 6025.0]","{'A006910': 3060.0, 'A037070': 6390.0, 'A054180': 1800.0, 'A101360': 1345.0, 'A189860': 5750.0}"
212,2017-04-27,"[6861.0, 731.0, 6796.0, 8400.0, 7081.0]","{'A059120': 6996.0, 'A065500': 740.0, 'A155650': 6721.0, 'A206560': 8570.0, 'A215380': 7094.0}"
213,2017-04-28,"[2220.0, 1941.0, 3360.0, 1522.0, 7422.0]","{'A014940': 2255.0, 'A054180': 1973.0, 'A060260': 3025.0, 'A089230': 1560.0, 'A196450': 7422.0}"
