time,open,high,low,close,Volume,Volume MA,EMA,Basis,Upper,Lower,MA,MA,RSI,%K,%D
2015-03-16T19:30:00Z,153.75,153.87,153.56,153.68,23988,21158,152.60514945511122,152.11300000000006,154.3455151735196,149.8804848264805,152.50450000000004,153.44999999999996,63.1900092140591,88.62928348909674,85.02076843198351
2015-03-17T13:30:00Z,153.08,154.12,152.8,153.97,37073,21886.85,152.67172753047166,152.20550000000006,154.58027977926892,149.8307202207312,152.47500000000002,153.57799999999995,65.42807235876596,92.92626247364979,88.73762227834023
2015-03-17T14:30:00Z,154.04,154.09,153.36,153.56,23700,22093.7,152.7150578948389,152.28550000000004,154.7286248433164,149.8423751566837,152.43150000000003,153.65599999999995,59.8844780805027,91.49687394329216,91.0174733020129
2015-03-17T15:30:00Z,153.52,153.9,153.31,153.83,25457,22855.1,152.76944531460288,152.37700000000004,154.90606385843637,149.8479361415637,152.39600000000002,153.74799999999996,62.158330092995904,92.18227009734237,92.20180217142813
2015-03-17T16:30:00Z,153.8,154.43,153.78,154.43,12472,22641.8,152.85044798218323,152.497,155.17233997840827,149.82166002159175,152.38125000000002,153.89399999999995,66.67842395783126,93.33700450842785,92.33871618302082
2015-03-17T17:30:00Z,154.32,154.45,154.06,154.12,19497,22489.45,152.912377348906,152.59600000000006,155.35635794780535,149.83564205219477,152.36575000000002,153.98199999999997,62.52302910244902,94.88419388100294,93.46782282892441
2015-03-17T18:30:00Z,154.08,154.81,154.06,154.78,38169,23337.85,153.0034808928618,152.73500000000004,155.63762295175138,149.8323770482487,152.40925000000001,154.14399999999995,67.20851826920622,96.99168212701663,95.07096017214917
2015-03-17T19:30:00Z,154.8,155,154.51,154.54,26858,23267.3,153.07843304442952,152.86300000000003,155.84583154067815,149.8801684593219,152.44750000000002,154.33999999999997,64.0715668650316,90.93107606641047,94.26898402481004
2015-03-18T13:30:00Z,153.78,154.15,153.26,153.81,18279,23306.25,153.1141192373842,153.02950000000004,155.82771711095822,150.23128288904186,152.47625,154.33599999999998,55.574732489318556,75.66459213158464,87.86245010833727
2015-03-18T14:30:00Z,153.78,153.78,152.48,152.48,18336,22324.4,153.08318659165812,153.12900000000005,155.69044412393274,150.56755587606736,152.46425000000002,153.94599999999997,44.09997290788658,42.57575757575743,69.72380859125087
2015-03-18T15:30:00Z,152.47,152.97,152.43,152.61,15522,22371.15,153.0601043188943,153.25800000000004,155.4091727034449,151.10682729655517,152.464,153.64399999999998,45.28906836244388,17.637660653224913,45.29267012018902
2015-03-18T16:30:00Z,152.61,152.8,152.46,152.46,17118,22166.15,153.03083093748484,153.34150000000005,155.21468205202706,151.46831794797305,152.45675,153.17999999999998,44.12279513169941,2.723735408560437,20.979051212514285
2015-03-18T17:30:00Z,152.46,154.98,152.12,154.98,87266,25697.55,153.1259123551685,153.54450000000003,155.19015458103493,151.89884541896512,152.517,153.26799999999997,61.882208494498315,35.82558726041217,18.72899444073253
2015-03-18T18:30:00Z,154.89,155.97,154.85,155.65,37214,26079.75,153.24903858174565,153.74850000000006,155.37595537574038,152.12104462425975,152.61675,153.63599999999997,65.06167979067803,64.05372747298814,34.201016713986945
2015-03-18T19:30:00Z,155.63,155.75,155.4,155.74,41889,26442.5,153.37054889483122,153.87250000000006,155.6980396462496,152.0469603537505,152.71175,154.28799999999995,65.47823499081065,95.00661375661379,64.96197616333806
2015-03-19T13:30:00Z,154.765,155.08,154.41,154.57,27043,26651,153.42905870483946,153.93900000000005,155.76443036022928,152.11356963977082,152.78525,154.67999999999998,56.112198228807536,83.1168831168832,80.7257414488284
2015-03-19T14:30:00Z,154.6,154.64,153.99,154.03,16355,26998.75,153.4583729143595,153.97400000000005,155.77809977552795,152.16990022447214,152.84525,154.99399999999997,52.38759563018476,69.09090909090912,82.40480198813539
2015-03-19T15:30:00Z,154.005,154.29,153.81,154.26,14265,27007.65,153.49747667463464,154.02850000000004,155.79767240540895,152.25932759459113,152.91424999999998,154.84999999999997,53.79440730627838,56.277056277056126,69.4949494949495
2015-03-19T16:30:00Z,154.22,154.37,153.97,154.33,6300,26494.1,153.53808756855491,154.07650000000007,155.8235578124426,152.32944218755753,152.9885,154.58599999999996,54.237586799261635,54.19913419913422,59.85569985569984
2015-03-19T17:30:00Z,154.28,154.28,153.78,154.13,15500,26115.05,153.5669613456986,154.09800000000004,155.83655802320473,152.35944197679535,153.06225,154.26399999999995,52.68280085498406,55.064935064935035,55.180375180375144
2015-03-19T18:30:00Z,154.18,154.33,153.68,153.89,19026,25866.95,153.58271932883525,154.10850000000005,155.83935268004788,152.37764731995222,153.11075,154.12799999999996,50.80085468868851,51.861471861471784,53.7085137085137
2015-03-19T19:30:00Z,153.89,154.19,153.85,154.09,21702,25098.4,153.60746472742866,154.11450000000005,155.84422223204444,152.38477776795565,153.16000000000003,154.13999999999996,52.32910701256152,49.78354978354963,52.23665223665217
2015-03-20T13:30:00Z,154.645,155.48,154.645,154.93,25294,25178.1,153.67197864316384,154.18300000000005,155.92790228953857,152.43809771046153,153.23425000000003,154.27399999999994,58.20170233455879,56.709956709956664,52.78499278499271
2015-03-20T14:30:00Z,154.89,155.39,154.8,155.36,25146,25162.55,153.75432114837537,154.25950000000006,156.0687592406852,152.4502407593149,153.31825,154.47999999999996,60.859815743000674,69.43722943722965,58.64357864357867
2015-03-20T15:30:00Z,155.365,155.37,154.99,155,13006,25189.25,153.81508597040585,154.28800000000007,156.12485165432324,152.4511483456769,153.3925,154.65399999999997,57.559534771815855,77.31601731601752,67.82106782106797
2015-03-20T16:30:00Z,155.04,155.34,154.98,155.31,14500,24939.4,153.8880086059958,154.34750000000003,156.2351215192779,152.45987848072215,153.47175000000001,154.93799999999996,59.59159184180218,80.60606060606078,75.786435786436
