time,open,high,low,close,Volume,Volume MA,EMA,Basis,Upper,Lower,MA,MA,RSI,%K,%D
2015-03-19T14:30:00Z,40.682,40.692,40.06412,40.26164,3840030,3253450.5,39.08652888388907,39.336752999999966,40.37350807135532,38.299997928644615,38.75426500000001,40.122407999999986,66.52988188712958,86.41044877630236,91.83424119968454
2015-03-19T15:30:00Z,40.27996,40.544,39.5,39.92,8979715,3594050.5,39.12718601150424,39.40875299999996,40.396353804972414,38.42115219502751,38.77851500000001,40.186407999999986,59.97455169166393,72.59930313588855,84.6592124303487
2015-03-19T16:30:00Z,39.914,40.032,39.344,39.5944,5174960,3601545,39.14997693777233,39.43087299999996,40.414288839561934,38.44745716043799,38.796675500000006,40.121087999999986,54.46638888066336,56.7659698025552,71.92524057158197
2015-03-19T17:30:00Z,39.6,39.796,39.2,39.23,3611655,3614336.75,39.15388050178343,39.43957299999996,40.412593037153364,38.466552962846556,38.808725,39.93820799999999,49.03822269393058,41.78861788617885,57.051296941540805
2015-03-19T18:30:00Z,39.224,39.224,38.906,39.168,4225550,3712331.75,39.154569257793995,39.44087299999996,40.41236755659927,38.46937844340065,38.819725000000005,39.634807999999985,48.158798914896124,30.871080139372776,43.141889276035535
2015-03-19T19:30:00Z,39.158,39.274,39.054,39.102,2844955,3513993.25,39.15200490375526,39.43587299999996,40.413245290124706,38.45850070987521,38.832575000000006,39.40287999999998,47.18865095637891,23.722415795586425,32.12737127371262
2015-03-20T13:30:00Z,39.48,39.798,39.18,39.208,5277030,3610605.75,39.154736371864765,39.45257299999996,40.40198650353916,38.50315949646075,38.85007500000001,39.26047999999999,48.96677460340052,19.898783835892818,24.830759923617276
2015-03-20T14:30:00Z,39.2,39.36582,39.1242,39.336,2267025,3594256,39.163578500066485,39.46957299999996,40.397611831462044,38.54153416853788,38.87777500000001,39.20879999999998,51.10752251166875,19.09587769549941,20.905692442326153
2015-03-20T15:30:00Z,39.35,39.469,39.3,39.41,1631070,3528567.5,39.17559906103885,39.476022999999955,40.40051610213913,38.55152989786078,38.91357500000001,39.244799999999984,52.351934586875664,20.477137176938307,19.82393290277678
2015-03-20T16:30:00Z,39.412,39.718,39.336,39.664,1951570,3520473.5,39.19942349708574,39.491222999999955,40.417580457520096,38.564865542479815,38.951125000000005,39.34399999999998,56.449293922559626,28.031809145129213,22.534941339188915
2015-03-20T17:30:00Z,39.658,39.77,39.55,39.588,1762670,3518178.5,39.21837844844741,39.51662199999996,40.424153420062346,38.60909057993758,38.98507650000001,39.44119999999998,54.92730452560304,32.20675944333998,26.905235255135768
2015-03-20T18:30:00Z,39.584,39.638,39.356,39.37,1837315,3523541.75,39.22577462169388,39.53792199999996,40.40999936445902,38.6658446355409,39.02632650000001,39.473599999999976,50.704264614510016,31.54406891981449,30.594212502761167
2015-03-20T19:30:00Z,39.375,39.65,39.294,39.608,2592670,3495317.25,39.24441976209906,39.561521999999954,40.41414443461173,38.70889956538818,39.078426500000006,39.52799999999998,54.79091739532731,30.616302186878695,31.455710183344326
2015-03-23T13:30:00Z,39.7,40.1,39.494,39.98754,3438790,3543568.25,39.28066952980154,39.610298999999955,40.442976377292936,38.777621622706974,39.13456500000001,39.64350799999998,60.42524283500563,39.50294574471795,33.88777228380365
2015-03-23T14:30:00Z,39.994,40.05,39.844,39.898,1433295,3523634.25,39.31078321127464,39.645198999999955,40.46456759462318,38.82583040537673,39.18776500000001,39.69030799999998,58.570683443986645,52.002955859042316,40.70740126354626
2015-03-23T15:30:00Z,39.9,40.02,39.812,39.856,1058210,3518439.75,39.33737915218807,39.67759899999996,40.47623826340599,38.87895973659393,39.24616500000001,39.74390799999998,57.676476686014105,66.89423354191221,52.80004504855743
2015-03-23T16:30:00Z,39.868,39.914,39.634,39.67,1023055,3408911.5,39.353604559398406,39.68109899999996,40.47896045479883,38.88323754520109,39.29896500000002,39.803907999999986,53.7619353156473,68.03758311296015,62.311590837971494
2015-03-23T17:30:00Z,39.678,39.884,39.602,39.85398,948970,3254993.5,39.378013117476534,39.677747999999966,40.47210626572184,38.88338973427809,39.35226450000001,39.85310399999999,56.87945202277466,74.31546621998886,69.74909429162035
2015-03-23T18:30:00Z,39.83992,39.98,39.796,39.846,1376550,3116327.5,39.400841745892315,39.66282799999996,40.43238862659278,38.89326737340714,39.39531450000001,39.824795999999985,56.70087898237801,73.03297558538374,71.79534163944419
2015-03-23T19:30:00Z,39.84,39.94,39.78,39.928,1459575,2836733,39.426556782678055,39.624977999999956,40.25074887372572,38.99920712627419,39.434724500000016,39.830795999999985,58.1546737190784,79.16192142363633,75.50345440966959
2015-03-24T13:30:00Z,40.316,40.574,39.95,40.22,4923880,2890925.5,39.46526132986449,39.622895999999955,40.240402585516065,39.005389414483844,39.47982450000002,39.90359599999998,62.928025212993155,77.89109780014651,76.69533160305548
2015-03-24T14:30:00Z,40.226,40.758,40.2059,40.496,3622830,2623081.25,39.515541264993054,39.65169599999996,40.367799752785906,38.93559224721401,39.53022450000002,40.068795999999985,66.78479970937936,80.02003377621303,79.02435099999856
2015-03-24T15:30:00Z,40.4922,40.656,40.454,40.5,1413455,2435006,39.56356364231046,39.696975999999964,40.50188024282191,38.892071757178016,39.56392450000002,40.197999999999986,66.83864483422151,80.02123777640577,79.31078978425505
2015-03-24T16:30:00Z,40.50798,40.63,40.2082,40.238,1514030,2330124.75,39.5964629768319,39.74737599999996,40.55523630779725,38.93951569220267,39.59347450000002,40.27639999999998,59.97994836656365,76.32058287795986,78.78728481019283
2015-03-24T17:30:00Z,40.232,40.39198,40.15,40.21648,954150,2166554.75,39.62670770966937,39.79979999999996,40.586261427215625,39.0133385727843,39.62033650000002,40.33409599999999,59.44041114465367,69.95628415300531,75.43270160245693
2015-03-24T18:30:00Z,40.194,40.46,40.1,40.261,1431485,2095881.25,39.65764879700257,39.85774999999996,40.5995349327791,39.11596506722082,39.64681150000002,40.34229599999999,60.237283827160965,64.5145719489981,70.26381299332104
2015-03-24T19:30:00Z,40.266,40.358,40.214,40.344,1583405,1911200,39.69112934349025,39.914549999999956,40.621793046271414,39.2073069537285,39.68356150000002,40.31189599999998,61.746241731468764,65.43655899103082,66.63580503101134
2015-03-25T13:30:00Z,39.654,39.718,38.9856,39.09616,7625275,2179112.5,39.66210644868585,39.90255799999996,40.655303582626345,39.14981241737357,39.68606550000002,40.03112799999999,38.24666141010121,46.51220585558303,58.82111226520393
