Date,Close,Open,High,Low,Volume,Change
2010-03-30,67.24,67.11,67.49,66.92,5090000.0,0.0025
2010-03-31,66.72,67.15,67.39,66.63,5770000.0,-0.0077
2010-04-01,67.58,67.06,67.71,67.06,5480000.0,0.0129
2010-04-05,68.03,67.76,68.2,67.76,4880000.0,0.0067
2010-04-06,67.81,67.77,67.96,67.65,3320000.0,-0.0032
2010-04-07,67.7,67.8,68.13,67.26,6620000.0,-0.0016
2010-04-08,68.76,67.9,69.03,67.87,7140000.0,0.015700000000000002
2010-04-09,68.68,68.66,68.77,68.14,5620000.0,-0.0012
2010-04-12,68.53,68.77,68.85,68.37,4030000.0000000005,-0.0022
2010-04-13,68.92,68.68,69.05,68.31,5650000.0,0.005699999999999999
2010-04-14,69.42,69.18,69.53,69.05,6190000.0,0.0073
2010-04-15,69.16,69.31,69.49,68.97,4770000.0,-0.0037
2010-04-16,69.03,69.11,69.28,68.33,7880000.0,-0.0019
2010-04-19,69.92,69.0,69.97,68.99,7160000.0,0.0129
2010-04-20,70.34,69.98,70.59,69.95,7350000.0,0.006
2010-04-21,70.36,70.62,71.19,70.05,10740000.0,0.0003
2010-04-22,71.03,70.25,71.47,70.12,7140000.0,0.0095
2010-04-23,71.15,71.22,71.35,70.75,5920000.0,0.0017000000000000001
2010-04-26,71.02,71.3,71.42,70.73,6040000.0,-0.0018
2010-04-27,70.53,70.71,71.33,70.4,8160000.0,-0.0069
2010-04-28,70.34,70.48,70.73,69.76,7590000.0,-0.0027
2010-04-29,71.52,70.58,71.7,70.58,7360000.0,0.0168
2010-04-30,70.59,71.53,71.71,70.39,6970000.0,-0.013000000000000001
2010-05-03,71.42,70.88,71.84,70.65,5990000.0,0.0118
2010-05-04,70.64,71.15,71.3,70.3,7240000.0,-0.0109
2010-05-05,70.66,70.4,71.06,70.13,9580000.0,0.0003
2010-05-06,69.42,70.45,71.49,67.49,16489999.999999998,-0.0175
2010-05-07,68.01,69.02,69.32,67.42,15290000.0,-0.0203
2010-05-10,70.58,70.07,71.05,69.75,10900000.0,0.0378
2010-05-11,70.48,70.17,71.1,70.13,6710000.0,-0.0014000000000000002
2010-05-12,70.67,70.73,70.94,70.15,5660000.0,0.0027
2010-05-13,70.5,70.71,71.3,70.45,5740000.0,-0.0024
2010-05-14,69.59,70.28,70.45,69.1,9110000.0,-0.0129
2010-05-17,70.14,69.82,70.25,69.35,7470000.0,0.0079
2010-05-18,70.02,70.53,70.81,69.84,6900000.0,-0.0017000000000000001
2010-05-19,69.4,69.66,69.95,68.9,7810000.0,-0.0089
2010-05-20,67.66,68.54,69.36,67.63,13570000.0,-0.025099999999999997
2010-05-21,67.86,67.07,68.04,65.55,12620000.0,0.003
2010-05-24,67.66,67.84,68.51,67.26,6740000.0,-0.0029
2010-05-25,67.84,66.59,67.84,66.2,9260000.0,0.0027
2010-05-26,66.01,67.89,68.06,66.0,11530000.0,-0.027000000000000003
2010-05-27,67.2,66.41,67.2,66.02,9730000.0,0.018000000000000002
2010-05-28,66.87,67.24,67.63,66.75,7160000.0,-0.0049
2010-06-01,66.36,66.23,67.31,66.04,5370000.0,-0.0076
2010-06-02,67.77,66.53,67.8,66.2,5750000.0,0.0212
2010-06-03,67.85,67.8,68.25,67.44,4400000.0,0.0012
2010-06-04,66.7,66.82,68.09,66.52,7560000.0,-0.0169
2010-06-07,66.75,66.64,67.82,66.25,9810000.0,0.0007000000000000001
2010-06-08,68.38,67.16,68.45,65.81,13570000.0,0.024399999999999998
2010-06-09,68.26,68.68,68.9,68.04,8930000.0,-0.0018
2010-06-10,69.37,68.98,69.41,68.71,6740000.0,0.0163
2010-06-11,69.54,68.86,69.55,68.75,5370000.0,0.0025
2010-06-14,69.3,69.95,69.98,69.3,4530000.0,-0.0034999999999999996
2010-06-15,70.4,69.94,70.49,69.85,6420000.0,0.0159
2010-06-16,70.29,70.06,70.5,70.01,4550000.0,-0.0016
2010-06-17,70.05,70.55,70.58,69.38,7020000.0,-0.0034000000000000002
2010-06-18,69.88,70.25,70.42,69.81,8820000.0,-0.0024
2010-06-21,69.92,70.27,70.5,69.77,5200000.0,0.0006
2010-06-22,68.64,70.01,70.37,68.55,5490000.0,-0.0183
2010-06-23,68.63,68.82,69.3,68.47,5440000.0,-0.0001
2010-06-24,67.73,68.43,68.54,67.61,5940000.0,-0.0131
2010-06-25,67.42,67.71,68.29,67.37,8050000.000000001,-0.0046
2010-06-28,67.33,67.58,67.89,67.25,4430000.0,-0.0013
2010-06-29,66.46,66.61,66.79,66.09,8720000.0,-0.0129
2010-06-30,65.87,66.29,66.84,65.8,7200000.0,-0.0089
2010-07-01,66.71,66.72,66.9,65.31,10920000.0,0.0128
2010-07-02,66.14,66.75,67.0,65.97,5280000.0,-0.0085
2010-07-06,66.11,66.52,67.1,65.63,5940000.0,-0.0005
2010-07-07,67.31,66.09,67.37,66.0,6620000.0,0.0182
2010-07-08,69.02,67.8,69.15,67.55,7870000.0,0.0254
2010-07-09,69.22,69.08,69.33,68.75,4510000.0,0.0029
2010-07-12,69.94,68.96,70.0,68.96,5420000.0,0.0104
2010-07-13,70.84,70.44,71.07,70.12,6070000.0,0.0129
2010-07-14,70.9,70.5,70.98,70.16,4480000.0,0.0008
2010-07-15,71.33,70.9,71.46,70.43,5470000.0,0.0060999999999999995
2010-07-16,69.94,71.16,71.28,69.86,5980000.0,-0.0195
2010-07-19,69.91,69.97,70.38,69.45,5070000.0,-0.0004
2010-07-20,70.87,69.47,70.96,69.44,5470000.0,0.0137
2010-07-21,70.11,70.93,71.0,69.65,5730000.0,-0.010700000000000001
2010-07-22,71.4,70.51,71.54,70.51,6720000.0,0.0184
2010-07-23,69.9,70.76,71.17,68.94,12240000.0,-0.021
2010-07-26,70.87,70.04,70.87,69.9,5530000.0,0.0139
2010-07-27,70.4,71.03,71.03,69.99,6220000.0,-0.0066
2010-07-28,69.77,70.21,70.38,69.37,6710000.0,-0.0089
2010-07-29,69.38,70.2,70.25,68.9,5130000.0,-0.005600000000000001
2010-07-30,69.73,68.92,69.98,68.59,5990000.0,0.005
2010-08-02,70.25,70.5,70.5,69.93,5870000.0,0.0075
2010-08-03,70.45,70.21,70.84,70.06,4950000.0,0.0028000000000000004
2010-08-04,70.69,70.38,70.95,70.21,4570000.0,0.0034000000000000002
2010-08-05,70.45,70.5,70.5,69.84,5440000.0,-0.0034000000000000002
2010-08-06,71.74,70.16,71.8,70.02,6780000.0,0.0183
2010-08-09,72.92,72.41,73.33,72.35,8920000.0,0.016399999999999998
2010-08-10,72.84,72.5,72.98,71.97,5690000.0,-0.0011
2010-08-11,71.57,72.01,72.32,71.5,5480000.0,-0.0174
2010-08-12,72.06,71.04,72.15,71.04,5640000.0,0.0068000000000000005
2010-08-13,71.89,71.69,72.47,71.69,5940000.0,-0.0024
2010-08-16,71.79,71.76,72.12,71.54,4940000.0,-0.0014000000000000002
2010-08-17,73.22,72.08,73.64,71.74,7400000.0,0.0199
2010-08-18,73.25,73.23,73.82,72.8,6030000.0,0.0004
2010-08-19,72.97,73.15,73.4,72.45,6950000.0,-0.0038
2010-08-20,73.08,72.87,73.2,72.68,5570000.0,0.0015
2010-08-23,73.34,73.53,73.94,73.33,5400000.0,0.0036
2010-08-24,72.72,72.75,73.1,72.19,5850000.0,-0.0085
2010-08-25,73.19,72.3,73.45,72.3,6710000.0,0.006500000000000001
2010-08-26,73.16,73.69,73.76,73.11,5220000.0,-0.0004
2010-08-27,73.99,73.47,74.07,72.86,6590000.0,0.0113
2010-08-30,72.74,73.31,73.47,72.74,4200000.0,-0.0169
2010-08-31,73.06,72.56,73.32,72.55,5600000.0,0.0044
2010-09-01,74.54,73.92,74.6,73.72,6750000.0,0.0203
2010-09-02,75.02,74.75,75.06,74.29,5890000.0,0.0064
2010-09-03,75.09,74.9,75.35,74.42,7330000.0,0.0009
2010-09-07,75.8,74.97,75.98,74.93,7190000.0,0.0095
2010-09-08,76.08,75.94,76.26,75.75,6820000.0,0.0037
2010-09-09,74.37,74.34,76.08,73.66,14620000.0,-0.0225
2010-09-10,75.01,74.19,75.13,74.18,7480000.0,0.0086
2010-09-13,74.57,75.25,75.34,74.01,7860000.0,-0.0059
2010-09-14,73.94,74.47,74.57,73.81,6540000.0,-0.0084
2010-09-15,74.71,73.72,74.83,73.71,4550000.0,0.0104
2010-09-16,74.8,74.62,74.9,74.35,5080000.0,0.0012
2010-09-17,74.32,74.6,74.79,74.13,7930000.0,-0.0064
2010-09-20,75.11,74.32,75.35,74.3,4210000.0,0.0106
2010-09-21,75.51,75.32,75.75,74.88,5300000.0,0.0053
2010-09-22,75.13,75.36,75.78,75.0,5140000.0,-0.005
2010-09-23,74.64,75.16,75.43,74.58,5920000.0,-0.006500000000000001
2010-09-24,75.1,75.4,75.44,74.94,5850000.0,0.0062
2010-09-27,74.76,75.23,75.39,74.75,5960000.0,-0.0045000000000000005
2010-09-28,74.63,74.96,74.96,74.22,7050000.0,-0.0017000000000000001
2010-09-29,74.45,74.57,74.75,74.3,4670000.0,-0.0024
2010-09-30,74.51,74.52,74.97,73.87,7240000.0,0.0008
2010-10-01,74.92,75.04,75.2,74.54,7200000.0,0.0055000000000000005
2010-10-04,74.95,74.91,75.13,74.4,3900000.0,0.0004
2010-10-05,75.82,75.39,75.97,75.25,5690000.0,0.0116
2010-10-06,75.56,75.79,75.95,75.4,4730000.0,-0.0034000000000000002
2010-10-07,75.86,75.51,75.99,75.51,4480000.0,0.004
2010-10-08,76.1,75.91,76.31,75.64,4120000.0,0.0032
2010-10-11,75.59,76.01,76.25,75.27,3660000.0,-0.0067
2010-10-12,75.58,75.71,75.82,74.88,4710000.0,-0.0001
2010-10-13,75.75,75.89,76.07,75.41,4370000.0,0.0022
2010-10-14,77.04,75.77,77.09,75.67,6620000.0,0.017
2010-10-15,77.48,77.47,77.77,76.93,6260000.0,0.005699999999999999
2010-10-18,77.32,77.54,77.94,77.16,5380000.0,-0.0021
2010-10-19,76.99,77.08,77.62,76.68,5230000.0,-0.0043
2010-10-20,77.41,77.27,78.14,77.17,6420000.0,0.0055000000000000005
2010-10-21,78.44,78.44,79.48,78.27,7720000.0,0.013300000000000001
2010-10-22,78.55,78.05,78.75,77.85,4220000.0,0.0014000000000000002
2010-10-25,78.7,78.99,79.25,78.63,4099999.9999999995,0.0019
2010-10-26,78.76,78.59,79.0,78.58,4030000.0000000005,0.0008
2010-10-27,77.48,78.46,78.62,77.0,8460000.0,-0.0163
2010-10-28,77.48,77.72,77.77,77.12,5350000.0,0.0
2010-10-29,77.77,77.6,79.9,77.4,4340000.0,0.0037
2010-11-01,77.88,78.06,78.63,77.37,4960000.0,0.0014000000000000002
2010-11-02,78.4,78.39,78.76,78.27,3700000.0,0.0067
2010-11-03,78.5,78.41,78.71,77.82,4059999.9999999995,0.0013
2010-11-04,79.18,79.12,79.47,78.84,5610000.0,0.0087
2010-11-05,79.3,79.39,79.39,78.8,5250000.0,0.0015
2010-11-08,79.31,78.94,79.4,78.7,4870000.0,0.0001
2010-11-09,79.1,79.19,79.25,78.71,4540000.0,-0.0026
2010-11-10,79.5,79.07,79.58,78.66,4010000.0,0.0051
2010-11-11,79.7,79.36,79.85,79.32,4440000.0,0.0025
2010-11-12,78.85,79.3,79.45,78.14,4960000.0,-0.010700000000000001
2010-11-15,79.07,78.98,79.38,78.77,3740000.0,0.0028000000000000004
2010-11-16,77.42,78.6,78.64,77.12,6760000.0,-0.0209
2010-11-17,78.37,77.43,78.52,77.43,5280000.0,0.0123
2010-11-18,79.02,78.63,79.48,78.63,11080000.0,0.0083
2010-11-19,79.64,79.12,79.66,78.76,10870000.0,0.0078000000000000005
2010-11-22,79.52,79.37,79.53,79.06,10940000.0,-0.0015
2010-11-23,79.01,79.05,79.2,78.44,5470000.0,-0.0064
2010-11-24,79.48,79.37,79.67,79.25,4470000.0,0.0059
2010-11-26,78.81,79.24,79.27,78.8,2580000.0,-0.0084
2010-11-29,78.26,77.94,78.47,77.15,4980000.0,-0.006999999999999999
2010-11-30,78.3,77.76,78.73,77.5,5560000.0,0.0005
2010-12-01,79.29,79.14,79.58,79.1,5330000.0,0.0126
2010-12-02,79.38,79.47,79.65,79.22,4990000.0,0.0011
2010-12-03,79.76,79.31,79.79,79.05,3610000.0,0.0048
2010-12-06,79.58,79.69,79.94,79.4,3110000.0,-0.0023
2010-12-07,80.34,79.96,80.94,79.9,7740000.0,0.0096
2010-12-08,78.74,78.83,78.95,78.12,9360000.0,-0.0199
2010-12-09,77.61,79.2,79.21,77.45,10590000.0,-0.0144
2010-12-10,77.56,77.65,77.84,77.32,5320000.0,-0.0006
2010-12-13,77.11,77.74,77.76,77.08,6930000.0,-0.0058
2010-12-14,77.11,77.05,77.37,76.91,6040000.0,0.0
2010-12-15,76.98,77.23,77.45,76.91,6130000.0,-0.0017000000000000001
2010-12-16,76.71,77.19,77.19,76.53,6480000.0,-0.0034999999999999996
2010-12-17,76.81,76.71,76.96,76.62,9010000.0,0.0013
2010-12-20,76.92,76.95,77.06,76.82,4760000.0,0.0014000000000000002
2010-12-21,76.86,77.14,77.14,76.51,4290000.0,-0.0008
2010-12-22,77.01,77.04,77.37,76.91,3520000.0,0.002
2010-12-23,76.96,77.01,77.11,76.76,2870000.0,-0.0006
2010-12-27,76.43,76.73,76.75,76.23,2610000.0,-0.0069
2010-12-28,76.43,76.44,76.61,75.94,2960000.0,0.0
2010-12-29,76.99,76.75,77.5,76.63,3590000.0,0.0073
2010-12-30,76.76,76.86,77.05,76.52,2570000.0,-0.003
2010-12-31,76.76,76.71,76.86,76.34,2490000.0,0.0
2011-01-03,76.6,77.1,77.59,76.6,8020000.0,-0.0021
2011-01-04,74.31,75.74,75.91,74.11,36480000.0,-0.029900000000000003
2011-01-05,74.66,74.68,74.9,74.31,17910000.0,0.004699999999999999
2011-01-06,74.21,74.9,74.94,74.08,11720000.0,-0.006
2011-01-07,74.37,74.35,74.58,73.59,11270000.0,0.0022
2011-01-10,73.56,74.25,74.46,73.52,11340000.0,-0.0109
2011-01-11,73.9,73.84,74.49,73.57,8660000.0,0.0046
2011-01-12,73.6,74.37,74.37,73.46,10380000.0,-0.0040999999999999995
2011-01-13,72.67,73.44,73.55,72.46,14510000.0,-0.0126
2011-01-14,74.06,72.4,74.12,72.14,10570000.0,0.0191
2011-01-18,74.68,74.65,75.36,74.31,11230000.0,0.0084
2011-01-19,75.35,75.1,75.44,74.75,10700000.0,0.009000000000000001
2011-01-20,75.16,75.39,75.74,74.68,8289999.999999999,-0.0025
2011-01-21,75.01,75.75,75.75,74.64,9830000.0,-0.002
2011-01-24,75.38,74.25,75.85,74.15,16399999.999999998,0.0049
2011-01-25,75.48,75.54,75.68,75.0,6960000.0,0.0013
2011-01-26,75.17,75.59,75.71,75.15,6670000.0,-0.0040999999999999995
2011-01-27,74.35,75.43,75.45,74.34,7620000.0,-0.0109
2011-01-28,73.28,74.37,74.73,73.05,9080000.0,-0.0144
2011-01-31,73.67,73.8,73.98,73.35,6370000.0,0.0053
2011-02-01,73.47,74.22,74.26,73.2,8470000.0,-0.0027
2011-02-02,73.64,73.49,73.76,73.08,5840000.0,0.0023
2011-02-03,73.83,73.84,74.27,73.81,11130000.0,0.0026
2011-02-04,74.05,73.73,74.5,73.64,9700000.0,0.003
2011-02-07,73.45,74.13,74.35,73.3,11620000.0,-0.008100000000000001
2011-02-08,75.36,74.37,75.97,74.2,11860000.0,0.026000000000000002
2011-02-09,75.93,75.5,75.99,75.18,5850000.0,0.0076
2011-02-10,75.76,75.98,76.33,75.53,5440000.0,-0.0022
2011-02-11,76.14,75.8,76.23,75.51,4600000.0,0.005
2011-02-14,76.24,76.07,76.45,75.83,4510000.0,0.0013
2011-02-15,76.15,75.87,76.34,75.8,3820000.0,-0.0012
2011-02-16,76.02,76.28,76.34,75.76,4059999.9999999995,-0.0017000000000000001
2011-02-17,75.98,75.91,76.13,75.7,4340000.0,-0.0005
2011-02-18,76.13,76.08,76.32,75.37,5450000.0,0.002
2011-02-22,75.7,75.95,76.44,75.52,7030000.0,-0.005600000000000001
2011-02-23,75.19,75.97,76.45,74.59,7030000.0,-0.0067
2011-02-24,75.21,74.98,75.33,74.55,7310000.0,0.0003
2011-02-25,74.44,74.9,75.34,74.42,6510000.0,-0.0102
2011-02-28,75.68,74.51,75.87,74.51,11330000.0,0.0167
2011-03-01,74.89,75.71,75.91,74.71,9070000.0,-0.0104
2011-03-02,74.69,74.66,74.8,73.64,7840000.0,-0.0027
2011-03-03,76.24,75.26,76.63,75.17,7390000.0,0.0208
2011-03-04,76.03,76.11,76.6,75.56,5420000.0,-0.0028000000000000004
2011-03-07,76.29,76.38,77.24,75.94,7960000.0,0.0034000000000000002
2011-03-08,75.54,75.73,76.05,74.97,8960000.0,-0.0098
2011-03-09,75.78,75.68,76.0,75.2,5340000.0,0.0032
2011-03-10,76.68,75.64,77.25,75.29,8160000.0,0.011899999999999999
2011-03-11,76.73,76.36,77.04,76.0,4440000.0,0.0007000000000000001
2011-03-14,75.67,76.1,76.41,75.46,7980000.0,-0.0138
2011-03-15,75.12,74.5,75.67,74.34,6940000.0,-0.0073
2011-03-16,73.38,74.74,74.75,73.17,10590000.0,-0.0232
2011-03-17,73.4,74.13,74.19,73.12,6130000.0,0.0003
2011-03-18,72.99,73.48,73.79,72.89,9190000.0,-0.005600000000000001
2011-03-21,73.76,73.5,74.23,73.38,5350000.0,0.0105
2011-03-22,73.87,74.0,74.3,73.53,4500000.0,0.0015
2011-03-23,74.53,73.75,74.65,73.67,5060000.0,0.0089
2011-03-24,74.93,74.6,75.0,74.49,4310000.0,0.0054
2011-03-25,75.25,75.0,75.75,74.76,4650000.0,0.0043
2011-03-28,75.0,75.55,75.63,75.0,3080000.0,-0.0033
2011-03-29,75.37,74.87,75.45,74.87,3010000.0,0.0049
2011-03-30,75.81,75.5,76.04,75.46,3480000.0,0.0058
2011-03-31,76.09,75.84,76.45,75.76,4510000.0,0.0037
2011-04-01,75.99,76.3,76.5,75.87,3900000.0,-0.0013
2011-04-04,76.39,76.31,76.5,76.14,3290000.0,0.0053
2011-04-05,76.6,76.26,76.74,75.97,4280000.0,0.0027
2011-04-06,76.72,76.78,76.91,76.46,5660000.0,0.0016
2011-04-07,76.01,76.34,76.74,75.66,5420000.0,-0.009300000000000001
2011-04-08,76.04,76.25,76.38,75.78,3690000.0,0.0004
2011-04-11,76.25,76.16,76.5,76.0,3940000.0,0.0028000000000000004
2011-04-12,76.66,75.83,76.96,75.83,4770000.0,0.0054
2011-04-13,76.89,76.97,77.46,76.5,4870000.0,0.003
2011-04-14,77.07,76.72,77.22,76.45,3480000.0,0.0023
2011-04-15,77.38,77.29,77.54,76.66,4610000.0,0.004
2011-04-18,77.0,76.89,77.36,76.4,4940000.0,-0.0049
2011-04-19,76.6,76.88,77.0,76.44,4820000.0,-0.0052
2011-04-20,78.4,77.18,78.41,77.17,7960000.0,0.0235
2011-04-21,76.91,77.4,77.69,76.5,9430000.0,-0.019
2011-04-25,77.13,77.15,77.25,76.54,3830000.0,0.0029
2011-04-26,76.94,77.2,77.34,76.55,4860000.0,-0.0025
2011-04-27,77.87,77.41,77.96,77.01,5750000.0,0.0121
2011-04-28,78.03,78.0,78.44,77.52,3990000.0,0.0021
2011-04-29,78.31,78.04,78.59,77.77,4500000.0,0.0036
2011-05-02,78.64,78.4,78.93,78.35,4019999.9999999995,0.0042
2011-05-03,78.94,78.63,79.09,78.51,4450000.0,0.0038
2011-05-04,79.07,78.91,79.31,78.82,5500000.0,0.0016
2011-05-05,78.6,78.84,79.18,78.2,6410000.0,-0.0059
2011-05-06,78.7,78.83,79.37,78.65,6080000.0,0.0013
2011-05-09,79.31,79.46,79.82,79.08,6280000.0,0.0078000000000000005
2011-05-10,79.71,79.52,79.85,79.27,4380000.0,0.005
2011-05-11,79.51,79.68,79.97,79.17,4310000.0,-0.0025
2011-05-12,80.66,79.3,80.71,79.11,6400000.0,0.014499999999999999
2011-05-13,80.74,80.59,80.91,80.38,5210000.0,0.001
2011-05-16,81.14,80.44,81.25,80.44,6240000.0,0.005
2011-05-17,80.93,80.7,81.29,80.44,6490000.0,-0.0026
2011-05-18,81.5,80.9,81.5,80.73,4380000.0,0.006999999999999999
2011-05-19,82.51,81.6,82.63,81.37,5910000.0,0.0124
2011-05-20,82.33,82.79,82.85,81.99,4790000.0,-0.0022
2011-05-23,82.5,81.53,82.7,81.49,6550000.0,0.0021
2011-05-24,82.64,82.65,83.08,82.41,6310000.0,0.0017000000000000001
2011-05-25,82.72,82.57,82.99,82.51,6590000.0,0.001
2011-05-26,82.43,82.87,82.97,82.2,7170000.0,-0.0034999999999999996
2011-05-27,81.62,82.13,82.2,81.27,5440000.0,-0.0098
2011-05-31,81.54,82.13,82.25,81.28,7160000.0,-0.001
2011-06-01,80.98,81.47,81.74,80.98,5700000.0,-0.0069
2011-06-02,80.75,80.95,81.27,80.46,4770000.0,-0.0028000000000000004
2011-06-03,80.54,80.1,80.95,80.01,5750000.0,-0.0026
2011-06-06,80.7,80.6,81.47,80.43,6130000.0,0.002
2011-06-07,81.14,81.05,82.23,80.96,7260000.0,0.0055000000000000005
2011-06-08,81.15,80.18,81.5,80.0,7870000.0,0.0001
2011-06-09,81.26,81.15,81.61,80.62,4540000.0,0.0014000000000000002
2011-06-10,80.36,81.21,81.38,80.28,5470000.0,-0.0111
2011-06-13,80.73,80.43,81.32,80.39,4380000.0,0.0046
2011-06-14,81.47,81.06,81.85,80.8,5250000.0,0.0092
2011-06-15,81.24,81.22,81.89,81.11,5350000.0,-0.0028000000000000004
2011-06-16,81.81,81.38,81.93,80.9,5260000.0,0.006999999999999999
2011-06-17,82.52,82.22,82.72,81.85,7280000.0,0.0087
2011-06-20,82.69,82.32,82.97,82.11,4790000.0,0.0021
2011-06-21,82.8,82.77,83.07,82.49,5820000.0,0.0013
2011-06-22,82.65,82.85,83.09,82.48,4550000.0,-0.0018
2011-06-23,82.29,82.06,82.34,81.4,6680000.0,-0.0044
2011-06-24,81.84,82.29,82.65,81.72,6470000.0,-0.0055000000000000005
2011-06-27,82.32,81.51,82.5,81.51,4530000.0,0.0059
2011-06-28,84.35,82.46,84.41,82.42,8550000.0,0.024700000000000003
2011-06-29,84.57,84.41,84.66,84.09,7180000.0,0.0026
2011-06-30,84.32,84.7,84.91,84.24,4970000.0,-0.003
2011-07-01,85.65,84.16,85.8,84.15,5830000.0,0.0158
2011-07-05,85.64,85.41,85.99,85.33,5090000.0,-0.0001
2011-07-06,85.86,85.64,86.28,85.3,5810000.0,0.0026
2011-07-07,86.06,86.0,86.29,85.66,6070000.0,0.0023
2011-07-08,85.6,85.6,85.9,85.25,5200000.0,-0.0053
2011-07-11,85.35,85.32,85.86,85.1,5290000.0,-0.0029
2011-07-12,84.99,85.2,86.05,84.97,5500000.0,-0.0042
2011-07-13,84.96,85.25,85.76,84.81,6550000.0,-0.0004
2011-07-14,85.81,86.02,86.46,85.56,6770000.0,0.01
2011-07-15,85.48,85.88,86.05,84.92,5890000.0,-0.0038
2011-07-18,85.4,85.48,85.93,85.15,5410000.0,-0.0009
2011-07-19,86.21,85.7,86.26,85.56,4670000.0,0.0095
2011-07-20,86.27,86.22,86.58,85.9,4110000.0000000005,0.0007000000000000001
2011-07-21,86.54,86.67,87.04,86.02,6110000.0,0.0031
2011-07-22,88.56,88.5,89.57,88.44,11410000.0,0.0233
2011-07-25,88.12,87.96,89.0,87.78,5350000.0,-0.005
