,Datetime,Open,High,Low,Close
0,1997-01-03,1204.7,,,1195.1
1,1997-01-04,1195.1,,,1189.0
2,1997-01-06,1189.0,,,1173.5
3,1997-01-07,1173.5,,,1157.0
4,1997-01-08,1157.0,,,1151.5
5,1997-01-09,1151.4,,,1162.7
6,1997-01-10,1162.7,,,1169.1
7,1997-01-11,1169.1,,,1176.9
8,1997-01-13,1176.9,,,1174.4
9,1997-01-14,1174.4,,,1178.1
10,1997-01-15,1178.1,,,1179.9
11,1997-01-16,1179.9,,,1182.5
12,1997-01-17,1182.5,,,1190.2
13,1997-01-18,1190.2,,,1186.0
14,1997-01-20,1186.0,,,1200.0
15,1997-01-21,1199.9,,,1198.9
16,1997-01-22,1198.9,,,1192.4
17,1997-01-23,1192.4,,,1189.7
18,1997-01-24,1189.7,,,1188.0
19,1997-01-25,1188.0,,,1195.7
20,1997-01-27,1195.7,,,1193.6
21,1997-01-28,1193.6,,,1192.7
22,1997-01-29,1192.7,,,1196.6
23,1997-01-30,1196.6,,,1201.5
24,1997-01-31,1201.5,,,1207.9
25,1997-02-01,1207.9,,,1206.8
26,1997-02-03,1206.8,,,1207.1
27,1997-02-04,1207.1,,,1207.2
28,1997-02-05,1207.2,,,1211.6
29,1997-02-06,1211.6,,,1204.7
30,1997-02-10,1204.7,,,1202.0
31,1997-02-11,1202.9,,,1199.6
32,1997-02-12,1199.6,,,1196.1
33,1997-02-13,1196.1,,,1193.0
34,1997-02-14,1193.0,,,1197.9
35,1997-02-15,1197.9,,,1201.3
36,1997-02-17,1201.3,,,1201.0
37,1997-02-18,1200.9,,,1196.2
38,1997-02-19,1196.2,,,1198.2
39,1997-02-20,1198.1,,,1194.7
40,1997-02-21,1194.7,,,1196.9
41,1997-02-22,1196.9,,,1197.1
42,1997-02-24,1197.3,,,1195.6
43,1997-02-25,1195.6,,,1192.0
44,1997-02-26,1192.0,,,1169.2
45,1997-02-27,1169.2,,,1171.4
46,1997-02-28,1171.4,,,1183.5
47,1997-03-03,1183.5,,,1180.1
48,1997-03-04,1180.1,,,1185.8
49,1997-03-05,1185.9,,,1176.8
50,1997-03-06,1176.8,,,1184.2
51,1997-03-07,1184.2,,,1188.4
52,1997-03-08,1188.4,,,1188.4
53,1997-03-10,1188.4,,,1184.1
54,1997-03-11,1184.1,,,1178.5
55,1997-03-12,1178.5,,,1166.3
56,1997-03-13,1166.3,,,1167.5
57,1997-03-14,1167.5,,,1161.3
58,1997-03-15,1161.3,,,1160.7
59,1997-03-17,1160.7,,,1166.9
60,1997-03-18,1166.9,,,1171.4
61,1997-03-19,1171.4,,,1165.2
62,1997-03-20,1165.2,,,1159.2
63,1997-03-21,1159.2,,,1154.4
64,1997-03-22,1154.4,,,1158.8
65,1997-03-24,1158.8,,,1160.4
66,1997-03-25,1160.3,,,1172.6
67,1997-03-26,1172.6,,,1193.8
68,1997-03-27,1192.5,,,1198.2
69,1997-03-28,1198.2,,,1194.8
70,1997-03-29,1193.4,,,1202.3
71,1997-03-31,1202.1,,,1204.7
72,1997-04-01,1204.7,,,1215.2
73,1997-04-02,1215.2,,,1212.2
74,1997-04-03,1212.2,,,1219.3
75,1997-04-04,1219.2,,,1218.4
76,1997-04-07,1218.4,,,1226.5
77,1997-04-08,1226.7,,,1228.1
78,1997-04-09,1228.1,,,1233.0
79,1997-04-10,1233.0,,,1232.6
80,1997-04-11,1232.7,,,1231.3
81,1997-04-12,1231.3,,,1236.2
82,1997-04-14,1236.2,,,1230.0
83,1997-04-15,1230.0,,,1229.6
84,1997-04-16,1229.6,,,1234.9
85,1997-04-17,1234.9,,,1236.7
86,1997-04-18,1236.7,,,1239.8
87,1997-04-19,1239.8,,,1243.8
88,1997-04-21,1243.8,,,1248.8
89,1997-04-22,1248.8,,,1250.0
90,1997-04-23,1250.0,,,1248.7
91,1997-04-24,1248.7,,,1248.7
92,1997-04-25,1248.7,,,1251.4
