,Datetime,Open,High,Low,Close,Volume
0,2016-04-14,698.03,698.26,692.97,693.06,374596000.0
1,2016-04-14,693.03,693.58,692.42,692.6,139926000.0
2,2016-04-14,692.57,693.66,691.65,693.42,189523000.0
3,2016-04-15,695.29,695.73,694.1,695.62,197173000.0
4,2016-04-15,696.37,697.0,693.8,694.19,352934000.0
5,2016-04-15,694.18,695.42,693.98,695.29,143443000.0
6,2016-04-18,695.6,695.76,694.91,695.34,223595000.0
7,2016-04-18,695.78,695.88,693.0,695.75,330052000.0
8,2016-04-18,695.74,695.98,694.98,695.66,153173000.0
9,2016-04-19,699.57,701.8,699.45,701.68,202750000.0
10,2016-04-19,697.31,701.28,696.22,700.41,332678000.0
11,2016-04-19,700.35,700.51,699.55,699.66,148701000.0
12,2016-04-20,701.24,701.84,699.85,699.86,198692000.0
13,2016-04-20,703.55,704.44,701.33,701.44,360492000.0
14,2016-04-20,701.45,702.41,700.83,701.3,178069000.0
15,2016-04-21,702.21,702.32,698.39,700.0,381549000.0
16,2016-04-21,700.01,700.44,699.89,700.19,211066000.0
17,2016-04-21,700.21,701.66,700.07,701.62,241530000.0
18,2016-04-22,702.9,702.99,700.98,702.74,339779000.0
19,2016-04-22,702.8,703.89,702.53,703.68,148785000.0
20,2016-04-22,703.69,703.76,702.01,703.05,214110000.0
21,2016-04-25,705.37,705.44,702.42,703.22,373091000.0
22,2016-04-25,703.27,704.31,703.18,704.24,123334000.0
23,2016-04-25,704.23,704.33,703.48,703.7,203757000.0
24,2016-04-26,705.51,705.51,702.88,703.1,373824000.0
25,2016-04-26,703.09,703.43,701.64,701.77,175952000.0
26,2016-04-26,701.78,702.37,700.76,702.06,228468000.0
27,2016-04-27,700.62,700.73,699.41,699.52,209221000.0
28,2016-04-27,702.69,702.8,700.37,700.57,202171000.0
29,2016-04-27,704.42,704.59,702.62,702.7,345636000.0
30,2016-04-28,702.75,702.84,700.03,700.11,150056000.0
31,2016-04-28,700.09,700.6,699.68,699.7,197565000.0
32,2016-04-28,702.04,703.95,701.59,702.81,317675000.0
33,2016-04-29,699.89,700.14,695.82,696.56,337325000.0
34,2016-04-29,696.57,697.52,696.15,697.27,123762000.0
35,2016-04-29,697.37,700.14,697.25,699.77,184754000.0
36,2016-05-02,700.43,700.74,694.53,694.56,315040000.0
37,2016-05-02,694.58,694.61,692.86,693.47,150846000.0
38,2016-05-02,693.52,693.62,690.27,690.27,215331000.0
39,2016-05-03,693.67,697.01,693.67,696.26,400526000.0
40,2016-05-03,696.25,698.06,696.01,697.81,179681000.0
41,2016-05-03,697.94,699.24,697.78,698.66,238910000.0
42,2016-05-04,698.02,698.3,696.5,697.58,383733000.0
43,2016-05-04,697.53,698.26,696.29,696.31,169827000.0
44,2016-05-04,696.35,696.43,693.25,694.17,273057000.0
45,2016-05-09,692.34,692.83,691.67,691.82,177328000.0
46,2016-05-09,696.66,697.14,691.64,691.68,326570000.0
47,2016-05-09,691.61,692.45,690.85,692.38,126497000.0
48,2016-05-10,697.17,698.19,696.92,697.74,122777000.0
49,2016-05-10,697.75,700.53,697.64,700.23,179919000.0
50,2016-05-10,693.47,697.47,693.44,697.08,267294000.0
51,2016-05-11,704.32,704.32,701.42,701.42,311179000.0
52,2016-05-11,701.47,702.57,701.29,702.22,137862000.0
53,2016-05-11,702.23,704.53,702.12,703.94,188849000.0
54,2016-05-12,702.46,706.49,699.87,705.66,301793000.0
55,2016-05-12,705.47,705.75,704.63,705.04,182106000.0
56,2016-05-12,705.64,706.01,705.07,705.5,130285000.0
57,2016-05-13,705.85,705.92,703.85,705.27,298544000.0
58,2016-05-13,705.19,705.79,704.27,704.36,118181000.0
59,2016-05-13,704.34,704.69,703.65,704.37,200844000.0
60,2016-05-16,705.03,705.04,701.56,702.64,308718000.0
